case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_direct_signed_abc_g_aig,signed low4_high4:a*b,direct_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/verilog/ex260_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/aigs/ex260_smul_direct_signed_abc_g_aig.aig,1,1,1,116,20,2320,657,3.531202,0,0,0.202,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=direct_signed; flow=abc_g_aig
ex260,ex260_smul_direct_signed_wreduce_abc_g_aig,signed low4_high4:a*b,direct_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/verilog/ex260_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/aigs/ex260_smul_direct_signed_wreduce_abc_g_aig.aig,1,1,1,116,20,2320,657,3.531202,0,0,0.205,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=direct_signed; flow=wreduce_abc_g_aig
ex260,ex260_smul_direct_signed_arith_wreduce_aig,signed low4_high4:a*b,direct_signed+arith_wreduce_aig,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/verilog/ex260_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/aigs/ex260_smul_direct_signed_arith_wreduce_aig.aig,1,1,1,116,20,2320,657,3.531202,0,0,0.203,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=direct_signed; flow=arith_wreduce_aig
ex260,ex260_smul_direct_signed_synth_preset_d13,signed low4_high4:a*b,direct_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/verilog/ex260_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/aigs/ex260_smul_direct_signed_synth_preset_d13.aig,1,1,1,114,20,2280,657,3.470320,0,0,0.265,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=direct_signed; flow=synth_preset_d13
ex260,ex260_smul_direct_signed_synth_preset_d18,signed low4_high4:a*b,direct_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/verilog/ex260_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/aigs/ex260_smul_direct_signed_synth_preset_d18.aig,1,1,1,114,20,2280,657,3.470320,0,0,0.262,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=direct_signed; flow=synth_preset_d18
ex260,ex260_smul_wide_signed_abc_g_aig,signed low4_high4:a*b,wide_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/verilog/ex260_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/aigs/ex260_smul_wide_signed_abc_g_aig.aig,1,0,0,,,,657,,,,0.011,semantic_signed_mul_exact,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/logs/ex260_smul_wide_signed_abc_g_aig.yosys.log
ex260,ex260_smul_wide_signed_wreduce_abc_g_aig,signed low4_high4:a*b,wide_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/verilog/ex260_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/aigs/ex260_smul_wide_signed_wreduce_abc_g_aig.aig,1,0,0,,,,657,,,,0.009,semantic_signed_mul_exact,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/logs/ex260_smul_wide_signed_wreduce_abc_g_aig.yosys.log
ex260,ex260_smul_wide_signed_arith_wreduce_aig,signed low4_high4:a*b,wide_signed+arith_wreduce_aig,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/verilog/ex260_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/aigs/ex260_smul_wide_signed_arith_wreduce_aig.aig,1,0,0,,,,657,,,,0.010,semantic_signed_mul_exact,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/logs/ex260_smul_wide_signed_arith_wreduce_aig.yosys.log
ex260,ex260_smul_wide_signed_synth_preset_d13,signed low4_high4:a*b,wide_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/verilog/ex260_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/aigs/ex260_smul_wide_signed_synth_preset_d13.aig,1,0,0,,,,657,,,,0.010,semantic_signed_mul_exact,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/logs/ex260_smul_wide_signed_synth_preset_d13.yosys.log
ex260,ex260_smul_wide_signed_synth_preset_d18,signed low4_high4:a*b,wide_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/verilog/ex260_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/aigs/ex260_smul_wide_signed_synth_preset_d18.aig,1,0,0,,,,657,,,,0.010,semantic_signed_mul_exact,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex260/logs/ex260_smul_wide_signed_synth_preset_d18.yosys.log
