case,best_area,best_delay,best_adp,reference_adp,ratio_to_reference,within_1p5_reference,beats_reference,candidate_id,notes
ex260,103,18,1854,657,2.821918,0,0,ex260_smul_abs_sign_direct_abc_g_aig,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_direct; flow=abc_g_aig
ex261,179,21,3759,2041,1.841744,0,0,ex261_smul_split_half_signed_synth_preset_d13,exact signed low5 * signed high5 over 1024 inputs; source=split_half_signed; flow=synth_preset_d13
ex262,265,29,7685,4900,1.568367,0,0,ex262_smul_split_half_signed_arith_wreduce_aig,exact signed low6 * signed high6 over 4096 inputs; source=split_half_signed; flow=arith_wreduce_aig
ex263,391,33,12903,6840,1.886404,0,0,ex263_smul_abs_sign_wallace_abc_g_aig,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_wallace; flow=abc_g_aig
ex264,553,35,19355,9724,1.990436,0,0,ex264_smul_direct_signed_abc_g_aig,exact signed low8 * signed high8 over 65536 inputs; source=direct_signed; flow=abc_g_aig
