case,domain,agent_id,hypothesis,method_signature,status,evidence_path,notes
ex287,unknown,local-ex287-symcof,hamming_weight_preserving_lossy_routing_normalizer,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_k5_case_global|known_three_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex287_frontend_targeted_symcof_mux_probe_20260613_0407/local-ex287-symcof/ex287/notes/ex287_r25_symcof_f10_k5_case_global_abc_g_aig.md,"exact symmetry cofactor class-onehot model over 16384 inputs; pairs=4:5,6:7,8:9; order=interleave; policy=f10; mux_style=case; bdd_share=global; outer_bits=0:13:1:12:2; inner_bits=3:4:5:6:7:8:9:10:11; classes=32; group_nodes=777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777; total_group_nodes=24864; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
ex287,unknown,local-ex287-symcof,hamming_weight_preserving_lossy_routing_normalizer,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_k5_tree_global|known_three_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex287_frontend_targeted_symcof_mux_probe_20260613_0407/local-ex287-symcof/ex287/notes/ex287_r25_symcof_f10_k5_tree_global_abc_g_aig.md,"exact symmetry cofactor class-onehot model over 16384 inputs; pairs=4:5,6:7,8:9; order=interleave; policy=f10; mux_style=tree; bdd_share=global; outer_bits=0:13:1:12:2; inner_bits=3:4:5:6:7:8:9:10:11; classes=32; group_nodes=777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777:777; total_group_nodes=24864; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
ex287,unknown,local-ex287-symcof,hamming_weight_preserving_lossy_routing_normalizer,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_k6_onehot_group|known_three_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex287_frontend_targeted_symcof_mux_probe_20260613_0407/local-ex287-symcof/ex287/notes/ex287_r25_symcof_f00_k6_onehot_group_abc_g_aig.md,"exact symmetry cofactor class-onehot model over 16384 inputs; pairs=4:5,6:7,8:9; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:13:1:12:2:11; inner_bits=3:4:5:6:7:8:9:10; classes=64; group_nodes=85:80:72:67:76:49:77:47:65:73:65:73:57:68:68:84:66:77:68:75:60:68:61:69:74:60:80:60:63:50:89:77:78:80:75:81:117:74:72:59:46:51:42:50:72:46:71:45:74:55:71:55:95:71:74:56:69:71:65:78:63:46:62:45; total_group_nodes=4312; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
ex287,unknown,local-ex287-symcof,hamming_weight_preserving_lossy_routing_normalizer,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_k4_onehot_group|known_three_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex287_frontend_targeted_symcof_mux_probe_20260613_0407/local-ex287-symcof/ex287/notes/ex287_r25_symcof_f10_k4_onehot_group_abc_g_aig.md,"exact symmetry cofactor class-onehot model over 16384 inputs; pairs=4:5,6:7,8:9; order=interleave; policy=f10; mux_style=onehot; bdd_share=group; outer_bits=0:13:1:12; inner_bits=2:3:4:5:6:7:8:9:10:11; classes=16; group_nodes=230:242:216:220:266:215:227:199:209:206:211:228:213:192:257:243; total_group_nodes=3574; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
ex287,unknown,local-ex287-symcof,hamming_weight_preserving_lossy_routing_normalizer,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_k6_onehot_group|known_three_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex287_frontend_targeted_symcof_mux_probe_20260613_0407/local-ex287-symcof/ex287/notes/ex287_r25_symcof_f10_k6_onehot_group_abc_g_aig.md,"exact symmetry cofactor class-onehot model over 16384 inputs; pairs=4:5,6:7,8:9; order=interleave; policy=f10; mux_style=onehot; bdd_share=group; outer_bits=0:13:1:12:2:11; inner_bits=3:4:5:6:7:8:9:10; classes=64; group_nodes=104:89:90:73:93:65:94:62:71:89:72:90:72:87:97:119:73:96:75:96:81:91:82:92:93:65:100:65:82:69:133:122:96:96:87:96:133:96:82:79:57:65:52:65:82:55:81:55:92:74:83:73:118:94:94:76:80:89:75:104:72:55:71:55; total_group_nodes=5364; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
ex287,unknown,local-ex287-symcof,hamming_weight_preserving_lossy_routing_normalizer,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_0_13_1_12_2_onehot_group|known_three_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex287_frontend_targeted_symcof_mux_probe_20260613_0407/local-ex287-symcof/ex287/notes/ex287_r25_symcof_f00_bits_0_13_1_12_2_onehot_group_abc_g_aig.md,"exact symmetry cofactor class-onehot model over 16384 inputs; pairs=4:5,6:7,8:9; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:13:1:12:2; inner_bits=3:4:5:6:7:8:9:10:11; classes=32; group_nodes=138:138:129:124:162:117:124:96:104:111:104:114:119:106:133:125:133:119:125:113:135:119:119:109:129:114:134:127:110:92:133:117; total_group_nodes=3872; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
ex287,unknown,local-ex287-symcof,hamming_weight_preserving_lossy_routing_normalizer,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_0_1_13_12_2_onehot_group|known_three_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex287_frontend_targeted_symcof_mux_probe_20260613_0407/local-ex287-symcof/ex287/notes/ex287_r25_symcof_f00_bits_0_1_13_12_2_onehot_group_abc_g_aig.md,"exact symmetry cofactor class-onehot model over 16384 inputs; pairs=4:5,6:7,8:9; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:1:13:12:2; inner_bits=3:4:5:6:7:8:9:10:11; classes=32; group_nodes=138:138:162:117:129:124:124:96:104:111:119:106:104:114:133:125:133:119:135:119:125:113:119:109:129:114:110:92:134:127:133:117; total_group_nodes=3872; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
ex287,unknown,local-ex287-symcof,hamming_weight_preserving_lossy_routing_normalizer,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_0_13_1_12_3_onehot_group|known_three_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex287_frontend_targeted_symcof_mux_probe_20260613_0407/local-ex287-symcof/ex287/notes/ex287_r25_symcof_f00_bits_0_13_1_12_3_onehot_group_abc_g_aig.md,"exact symmetry cofactor class-onehot model over 16384 inputs; pairs=4:5,6:7,8:9; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:13:1:12:3; inner_bits=2:4:5:6:7:8:9:10:11; classes=32; group_nodes=144:148:131:133:169:133:139:117:129:131:129:133:124:114:136:132:143:132:142:130:150:130:132:118:123:129:131:138:123:110:149:136; total_group_nodes=4258; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
ex287,unknown,local-ex287-symcof,hamming_weight_preserving_lossy_routing_normalizer,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_0_13_1_11_2_onehot_group|known_three_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex287_frontend_targeted_symcof_mux_probe_20260613_0407/local-ex287-symcof/ex287/notes/ex287_r25_symcof_f00_bits_0_13_1_11_2_onehot_group_abc_g_aig.md,"exact symmetry cofactor class-onehot model over 16384 inputs; pairs=4:5,6:7,8:9; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:13:1:11:2; inner_bits=3:4:5:6:7:8:9:10:12; classes=32; group_nodes=128:128:105:104:110:99:130:122:115:114:114:121:155:116:99:94:126:120:115:107:94:92:133:130:119:104:118:119:135:114:105:92; total_group_nodes=3677; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
ex287,unknown,local-ex287-symcof,hamming_weight_preserving_lossy_routing_normalizer,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_0_13_2_12_1_onehot_group|known_three_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex287_frontend_targeted_symcof_mux_probe_20260613_0407/local-ex287-symcof/ex287/notes/ex287_r25_symcof_f00_bits_0_13_2_12_1_onehot_group_abc_g_aig.md,"exact symmetry cofactor class-onehot model over 16384 inputs; pairs=4:5,6:7,8:9; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:13:2:12:1; inner_bits=3:4:5:6:7:8:9:10:11; classes=32; group_nodes=138:138:129:124:133:119:125:113:104:111:104:114:129:114:134:127:162:117:124:96:135:119:119:109:119:106:133:125:110:92:133:117; total_group_nodes=3872; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
