case,domain,agent_id,candidate_id,old_frontend_adp,new_frontend_adp,area,delay,reference_adp,method_signature,verilog_path,aig_path,evaluate_log,notes
ex287,unknown,local-ex287-symcof,ex287_r25_symcof_f00_k4_onehot_group_abc_g_aig,27480,27424,1714,16,5782,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_k4_onehot_group|known_three_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,student/work/ex287_frontend_targeted_symcof_mux_probe_20260613_0407/local-ex287-symcof/ex287/verilog/ex287_r25_symcof_f00_k4_onehot_group_abc_g_aig.v,student/work/ex287_frontend_targeted_symcof_mux_probe_20260613_0407/local-ex287-symcof/ex287/aigs/ex287_r25_symcof_f00_k4_onehot_group_abc_g_aig.aig,student/work/ex287_frontend_targeted_symcof_mux_probe_20260613_0407/local-ex287-symcof/ex287/logs/ex287_r25_symcof_f00_k4_onehot_group_abc_g_aig.evaluate.py.log,"exact symmetry cofactor class-onehot model over 16384 inputs; pairs=4:5,6:7,8:9; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:13:1:12; inner_bits=2:3:4:5:6:7:8:9:10:11; classes=16; group_nodes=202:210:186:190:228:179:190:163:180:179:183:194:184:161:212:194; total_group_nodes=3035; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
ex287,unknown,local-ex287-symcof,ex287_r25_symcof_f00_bits_13_0_1_12_2_onehot_group_abc_g_aig,27480,27390,1826,15,5782,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_13_0_1_12_2_onehot_group|known_three_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,student/work/ex287_frontend_targeted_symcof_mux_probe_20260613_0407/local-ex287-symcof/ex287/verilog/ex287_r25_symcof_f00_bits_13_0_1_12_2_onehot_group_abc_g_aig.v,student/work/ex287_frontend_targeted_symcof_mux_probe_20260613_0407/local-ex287-symcof/ex287/aigs/ex287_r25_symcof_f00_bits_13_0_1_12_2_onehot_group_abc_g_aig.aig,student/work/ex287_frontend_targeted_symcof_mux_probe_20260613_0407/local-ex287-symcof/ex287/logs/ex287_r25_symcof_f00_bits_13_0_1_12_2_onehot_group_abc_g_aig.evaluate.py.log,"exact symmetry cofactor class-onehot model over 16384 inputs; pairs=4:5,6:7,8:9; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=13:0:1:12:2; inner_bits=3:4:5:6:7:8:9:10:11; classes=32; group_nodes=138:129:138:124:162:124:117:96:104:104:111:114:119:133:106:125:133:125:119:113:135:119:119:109:129:134:114:127:110:133:92:117; total_group_nodes=3872; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
