case,domain,agent_id,candidate_id,simulation_pass,log_path,notes
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_same_gapcase_constant_shift_default_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_same_gapcase_constant_shift_extra_share_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_same_gapcase_constant_shift_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_same_gapcase_constant_shift_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_diff_gapcase_constant_shift_default_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_diff_gapcase_constant_shift_extra_share_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_diff_gapcase_constant_shift_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_diff_gapcase_constant_shift_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_compare_decode_default_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_compare_decode_extra_share_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_compare_decode_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_compare_decode_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_same_gapcase_default_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_same_gapcase_extra_share_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_same_gapcase_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_same_gapcase_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_diff_gapcase_default_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_diff_gapcase_extra_share_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_diff_gapcase_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_diff_gapcase_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_gapcase_constant_shifts_default_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_gapcase_constant_shifts_extra_share_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_gapcase_constant_shifts_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_gapcase_constant_shifts_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_split_norm_default_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_split_norm_extra_share_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_split_norm_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_split_norm_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_gapcase_split_norm_default_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_gapcase_split_norm_extra_share_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_gapcase_split_norm_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_gapcase_split_norm_synth_preset_raw,not_run,,official evaluate.py used for final verification
