case,candidate_id,hypothesis,function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,ratio_to_reference,within_1p5_reference,beats_reference,notes
ex201,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,hilo3_field_mode_bits_3_bh1,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/verilog/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,1,1,1647,14,23058,16300,1.414601,1,0,hilo3 field mode base with bit overrides bits=3 bit_hi_bits=1 items=3626
ex202,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,sep_fields_e3_m3_s0_bits_14_15_bh4,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex202/verilog/ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex202/aigs/ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4.aig,1,1,3478,16,55648,43344,1.283869,1,0,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=3402; sep bit overrides bits=14_15 bit_hi_bits=4 bit_items=37
ex203,ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_bh2,bf16_log,DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN,sep_fields_e3_m3_s2_bits_14_bh2,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex203/verilog/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_bh2.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex203/aigs/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_bh2.aig,1,1,4544,17,77248,56948,1.356466,1,0,separate fields exp_hi=3 mant_hi=3 sign_hi=2 items=7941; sep bit overrides bits=14 bit_hi_bits=2 bit_items=35
ex204,ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14,bf16_log2,DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,log2_arithbase_delta_hilo3_formula_bits_11_14,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex204/aigs/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14.aig,1,1,1545,17,26265,15180,1.730237,0,0,log2 arithmetic base delta_mode=hilo3 items=8591 bit_overrides= bit_items=0; formula bit overrides bits=11_14 bit_items=2
