case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_booth_radix4_balanced_abc_g_aig,signed low4_high4:a*b,booth_radix4_balanced+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/verilog/ex260_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex260/aigs/ex260_smul_booth_radix4_balanced_abc_g_aig.aig,1,1,1,103,16,1648,657,2.508371,0,0,0.233,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=booth_radix4_balanced; flow=abc_g_aig
ex261,ex261_smul_booth_radix4_signed_abc_g_aig_d13,signed low5_high5:a*b,booth_radix4_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_booth_radix4_signed_abc_g_aig_d13.aig,1,1,1,174,23,4002,2041,1.960804,0,0,0.264,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_signed; flow=abc_g_aig_d13
ex261,ex261_smul_split_half_signed_abc_g_aig,signed low5_high5:a*b,split_half_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_split_half_signed_abc_g_aig.aig,1,1,1,176,24,4224,2041,2.069574,0,0,0.246,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=split_half_signed; flow=abc_g_aig
ex261,ex261_smul_split_half_signed_wreduce_abc_g_aig,signed low5_high5:a*b,split_half_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_split_half_signed_wreduce_abc_g_aig.aig,1,1,1,169,24,4056,2041,1.987261,0,0,0.250,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=split_half_signed; flow=wreduce_abc_g_aig
ex261,ex261_smul_split_half_signed_synth_preset_d9,signed low5_high5:a*b,split_half_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_split_half_signed_synth_preset_d9.aig,1,1,1,179,21,3759,2041,1.841744,0,0,0.289,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=split_half_signed; flow=synth_preset_d9
ex261,ex261_smul_split_half_signed_synth_preset_d13,signed low5_high5:a*b,split_half_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_split_half_signed_synth_preset_d13.aig,1,1,1,179,21,3759,2041,1.841744,0,0,0.290,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=split_half_signed; flow=synth_preset_d13
ex261,ex261_smul_split_half_signed_synth_preset_d18,signed low5_high5:a*b,split_half_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_split_half_signed_synth_preset_d18.aig,1,1,1,179,21,3759,2041,1.841744,0,0,0.290,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=split_half_signed; flow=synth_preset_d18
ex261,ex261_smul_split_half_signed_abc_g_aig_d13,signed low5_high5:a*b,split_half_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_split_half_signed_abc_g_aig_d13.aig,1,1,1,176,24,4224,2041,2.069574,0,0,0.239,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=split_half_signed; flow=abc_g_aig_d13
ex261,ex261_smul_abs_sign_wallace_abc_g_aig,signed low5_high5:a*b,abs_sign_wallace+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_abs_sign_wallace_abc_g_aig.aig,1,1,1,177,24,4248,2041,2.081333,0,0,0.298,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=abs_sign_wallace; flow=abc_g_aig
ex261,ex261_smul_abs_sign_wallace_wreduce_abc_g_aig,signed low5_high5:a*b,abs_sign_wallace+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_abs_sign_wallace_wreduce_abc_g_aig.aig,1,1,1,177,24,4248,2041,2.081333,0,0,0.301,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=abs_sign_wallace; flow=wreduce_abc_g_aig
ex261,ex261_smul_abs_sign_wallace_synth_preset_d9,signed low5_high5:a*b,abs_sign_wallace+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_abs_sign_wallace_synth_preset_d9.aig,1,1,1,177,24,4248,2041,2.081333,0,0,0.382,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=abs_sign_wallace; flow=synth_preset_d9
ex261,ex261_smul_abs_sign_wallace_synth_preset_d13,signed low5_high5:a*b,abs_sign_wallace+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_abs_sign_wallace_synth_preset_d13.aig,1,1,1,177,24,4248,2041,2.081333,0,0,0.384,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=abs_sign_wallace; flow=synth_preset_d13
ex261,ex261_smul_abs_sign_wallace_synth_preset_d18,signed low5_high5:a*b,abs_sign_wallace+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_abs_sign_wallace_synth_preset_d18.aig,1,1,1,177,24,4248,2041,2.081333,0,0,0.385,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=abs_sign_wallace; flow=synth_preset_d18
ex261,ex261_smul_abs_sign_wallace_abc_g_aig_d13,signed low5_high5:a*b,abs_sign_wallace+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_abs_sign_wallace_abc_g_aig_d13.aig,1,1,1,177,24,4248,2041,2.081333,0,0,0.297,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=abs_sign_wallace; flow=abc_g_aig_d13
ex261,ex261_smul_direct_signed_abc_g_aig,signed low5_high5:a*b,direct_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_direct_signed_abc_g_aig.aig,1,1,1,203,25,5075,2041,2.486526,0,0,0.213,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=direct_signed; flow=abc_g_aig
ex261,ex261_smul_direct_signed_wreduce_abc_g_aig,signed low5_high5:a*b,direct_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_direct_signed_wreduce_abc_g_aig.aig,1,1,1,203,25,5075,2041,2.486526,0,0,0.217,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=direct_signed; flow=wreduce_abc_g_aig
ex261,ex261_smul_direct_signed_synth_preset_d9,signed low5_high5:a*b,direct_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_direct_signed_synth_preset_d9.aig,1,1,1,197,23,4531,2041,2.219990,0,0,0.277,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=direct_signed; flow=synth_preset_d9
ex261,ex261_smul_direct_signed_synth_preset_d13,signed low5_high5:a*b,direct_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_direct_signed_synth_preset_d13.aig,1,1,1,197,23,4531,2041,2.219990,0,0,0.283,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=direct_signed; flow=synth_preset_d13
ex261,ex261_smul_direct_signed_synth_preset_d18,signed low5_high5:a*b,direct_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_direct_signed_synth_preset_d18.aig,1,1,1,197,23,4531,2041,2.219990,0,0,0.278,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=direct_signed; flow=synth_preset_d18
ex261,ex261_smul_direct_signed_abc_g_aig_d13,signed low5_high5:a*b,direct_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/verilog/ex261_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex261/aigs/ex261_smul_direct_signed_abc_g_aig_d13.aig,1,1,1,203,25,5075,2041,2.486526,0,0,0.215,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=direct_signed; flow=abc_g_aig_d13
ex262,ex262_smul_booth_radix4_balanced_abc_g_aig,signed low6_high6:a*b,booth_radix4_balanced+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_booth_radix4_balanced_abc_g_aig.aig,1,1,1,246,28,6888,4900,1.405714,1,0,0.311,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_balanced; flow=abc_g_aig
ex262,ex262_smul_booth_radix4_balanced_wreduce_abc_g_aig,signed low6_high6:a*b,booth_radix4_balanced+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_booth_radix4_balanced_wreduce_abc_g_aig.aig,1,1,1,246,28,6888,4900,1.405714,1,0,0.307,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_balanced; flow=wreduce_abc_g_aig
ex262,ex262_smul_booth_radix4_balanced_synth_preset_d9,signed low6_high6:a*b,booth_radix4_balanced+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_booth_radix4_balanced_synth_preset_d9.aig,1,1,1,258,28,7224,4900,1.474286,1,0,0.387,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_balanced; flow=synth_preset_d9
ex262,ex262_smul_booth_radix4_balanced_synth_preset_d13,signed low6_high6:a*b,booth_radix4_balanced+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_booth_radix4_balanced_synth_preset_d13.aig,1,1,1,258,28,7224,4900,1.474286,1,0,0.384,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_balanced; flow=synth_preset_d13
ex262,ex262_smul_booth_radix4_balanced_synth_preset_d18,signed low6_high6:a*b,booth_radix4_balanced+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_booth_radix4_balanced_synth_preset_d18.aig,1,1,1,258,28,7224,4900,1.474286,1,0,0.384,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_balanced; flow=synth_preset_d18
ex262,ex262_smul_booth_radix4_balanced_abc_g_aig_d13,signed low6_high6:a*b,booth_radix4_balanced+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_booth_radix4_balanced_abc_g_aig_d13.aig,1,1,1,246,28,6888,4900,1.405714,1,0,0.303,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_balanced; flow=abc_g_aig_d13
ex262,ex262_smul_booth_radix4_csa_cla_abc_g_aig,signed low6_high6:a*b,booth_radix4_csa_cla+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_booth_radix4_csa_cla_abc_g_aig.aig,1,1,1,265,28,7420,4900,1.514286,0,0,0.320,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_csa_cla; flow=abc_g_aig
ex262,ex262_smul_booth_radix4_csa_cla_wreduce_abc_g_aig,signed low6_high6:a*b,booth_radix4_csa_cla+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_booth_radix4_csa_cla_wreduce_abc_g_aig.aig,1,1,1,265,28,7420,4900,1.514286,0,0,0.318,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_csa_cla; flow=wreduce_abc_g_aig
ex262,ex262_smul_booth_radix4_csa_cla_synth_preset_d9,signed low6_high6:a*b,booth_radix4_csa_cla+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_booth_radix4_csa_cla_synth_preset_d9.aig,1,1,1,265,28,7420,4900,1.514286,0,0,0.388,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_csa_cla; flow=synth_preset_d9
ex262,ex262_smul_booth_radix4_csa_cla_synth_preset_d13,signed low6_high6:a*b,booth_radix4_csa_cla+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_booth_radix4_csa_cla_synth_preset_d13.aig,1,1,1,265,28,7420,4900,1.514286,0,0,0.385,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_csa_cla; flow=synth_preset_d13
ex262,ex262_smul_booth_radix4_csa_cla_synth_preset_d18,signed low6_high6:a*b,booth_radix4_csa_cla+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_booth_radix4_csa_cla_synth_preset_d18.aig,1,1,1,265,28,7420,4900,1.514286,0,0,0.391,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_csa_cla; flow=synth_preset_d18
ex262,ex262_smul_booth_radix4_csa_cla_abc_g_aig_d13,signed low6_high6:a*b,booth_radix4_csa_cla+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_booth_radix4_csa_cla_abc_g_aig_d13.aig,1,1,1,265,28,7420,4900,1.514286,0,0,0.317,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_csa_cla; flow=abc_g_aig_d13
ex262,ex262_smul_booth_radix4_signed_abc_g_aig,signed low6_high6:a*b,booth_radix4_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_booth_radix4_signed_abc_g_aig.aig,1,1,1,246,28,6888,4900,1.405714,1,0,0.307,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_signed; flow=abc_g_aig
ex262,ex262_smul_booth_radix4_signed_wreduce_abc_g_aig,signed low6_high6:a*b,booth_radix4_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_booth_radix4_signed_wreduce_abc_g_aig.aig,1,1,1,246,28,6888,4900,1.405714,1,0,0.302,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_signed; flow=wreduce_abc_g_aig
ex262,ex262_smul_booth_radix4_signed_synth_preset_d9,signed low6_high6:a*b,booth_radix4_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_booth_radix4_signed_synth_preset_d9.aig,1,1,1,262,28,7336,4900,1.497143,1,0,0.360,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_signed; flow=synth_preset_d9
ex262,ex262_smul_booth_radix4_signed_synth_preset_d13,signed low6_high6:a*b,booth_radix4_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_booth_radix4_signed_synth_preset_d13.aig,1,1,1,262,28,7336,4900,1.497143,1,0,0.353,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_signed; flow=synth_preset_d13
ex262,ex262_smul_booth_radix4_signed_synth_preset_d18,signed low6_high6:a*b,booth_radix4_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_booth_radix4_signed_synth_preset_d18.aig,1,1,1,262,28,7336,4900,1.497143,1,0,0.364,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_signed; flow=synth_preset_d18
ex262,ex262_smul_booth_radix4_signed_abc_g_aig_d13,signed low6_high6:a*b,booth_radix4_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_booth_radix4_signed_abc_g_aig_d13.aig,1,1,1,246,28,6888,4900,1.405714,1,0,0.324,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_signed; flow=abc_g_aig_d13
ex262,ex262_smul_split_half_signed_abc_g_aig,signed low6_high6:a*b,split_half_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_split_half_signed_abc_g_aig.aig,1,1,1,262,35,9170,4900,1.871429,0,0,0.287,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=split_half_signed; flow=abc_g_aig
ex262,ex262_smul_split_half_signed_wreduce_abc_g_aig,signed low6_high6:a*b,split_half_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_split_half_signed_wreduce_abc_g_aig.aig,1,1,1,260,35,9100,4900,1.857143,0,0,0.303,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=split_half_signed; flow=wreduce_abc_g_aig
ex262,ex262_smul_split_half_signed_synth_preset_d9,signed low6_high6:a*b,split_half_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_split_half_signed_synth_preset_d9.aig,1,1,1,265,29,7685,4900,1.568367,0,0,0.333,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=split_half_signed; flow=synth_preset_d9
ex262,ex262_smul_split_half_signed_synth_preset_d13,signed low6_high6:a*b,split_half_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_split_half_signed_synth_preset_d13.aig,1,1,1,265,29,7685,4900,1.568367,0,0,0.354,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=split_half_signed; flow=synth_preset_d13
ex262,ex262_smul_split_half_signed_synth_preset_d18,signed low6_high6:a*b,split_half_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_split_half_signed_synth_preset_d18.aig,1,1,1,265,29,7685,4900,1.568367,0,0,0.364,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=split_half_signed; flow=synth_preset_d18
ex262,ex262_smul_split_half_signed_abc_g_aig_d13,signed low6_high6:a*b,split_half_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_split_half_signed_abc_g_aig_d13.aig,1,1,1,262,35,9170,4900,1.871429,0,0,0.301,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=split_half_signed; flow=abc_g_aig_d13
ex262,ex262_smul_abs_sign_wallace_abc_g_aig,signed low6_high6:a*b,abs_sign_wallace+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_abs_sign_wallace_abc_g_aig.aig,1,1,1,278,30,8340,4900,1.702041,0,0,0.343,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_wallace; flow=abc_g_aig
ex262,ex262_smul_abs_sign_wallace_wreduce_abc_g_aig,signed low6_high6:a*b,abs_sign_wallace+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_abs_sign_wallace_wreduce_abc_g_aig.aig,1,1,1,278,30,8340,4900,1.702041,0,0,0.367,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_wallace; flow=wreduce_abc_g_aig
ex262,ex262_smul_abs_sign_wallace_synth_preset_d9,signed low6_high6:a*b,abs_sign_wallace+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_abs_sign_wallace_synth_preset_d9.aig,1,1,1,277,30,8310,4900,1.695918,0,0,0.437,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_wallace; flow=synth_preset_d9
ex262,ex262_smul_abs_sign_wallace_synth_preset_d13,signed low6_high6:a*b,abs_sign_wallace+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_abs_sign_wallace_synth_preset_d13.aig,1,1,1,277,30,8310,4900,1.695918,0,0,0.455,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_wallace; flow=synth_preset_d13
ex262,ex262_smul_abs_sign_wallace_synth_preset_d18,signed low6_high6:a*b,abs_sign_wallace+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/verilog/ex262_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_parallel_20260609_0239/ex262/aigs/ex262_smul_abs_sign_wallace_synth_preset_d18.aig,1,1,1,277,30,8310,4900,1.695918,0,0,0.436,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_wallace; flow=synth_preset_d18
