case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex273,ex273_square_hybrid_bddtop8_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop8+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop8.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop8_abc_g_aig.aig,1,1,1,1755,29,50895,15078,3.375448,0,0,1.073,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop8; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_csel6_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel6+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex273/verilog/ex273_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex273/aigs/ex273_square_wallace_square_outside_csel6_synth_preset.aig,1,1,1,715,39,27885,15078,1.849383,0,0,0.926,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel6; flow=synth_preset
ex273,ex273_square_wallace_square_outside_csel8_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel8+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex273/verilog/ex273_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex273/aigs/ex273_square_wallace_square_outside_csel8_abc_g_aig.aig,1,1,1,725,38,27550,15078,1.827165,0,0,0.791,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel8; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_csel8_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel8+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex273/verilog/ex273_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex273/aigs/ex273_square_wallace_square_outside_csel8_wreduce_abc_g_aig.aig,1,1,1,723,37,26751,15078,1.774174,0,0,0.779,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel8; flow=wreduce_abc_g_aig
ex273,ex273_square_wallace_square_outside_csel8_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel8+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex273/verilog/ex273_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex273/aigs/ex273_square_wallace_square_outside_csel8_synth_preset.aig,1,1,1,724,37,26788,15078,1.776628,0,0,0.928,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel8; flow=synth_preset
ex274,ex274_square_hybrid_bddtop8_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop8+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop8.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop8_abc_g_aig.aig,1,1,1,2272,36,81792,21630,3.781415,0,0,3.823,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop8; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop8_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop8+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop8.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop8_wreduce_abc_g_aig.aig,1,1,1,2281,36,82116,21630,3.796394,0,0,3.909,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop8; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop8_synth_preset,unsigned_square_x_times_x,hybrid_bddtop8+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop8.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop8_synth_preset.aig,1,1,1,2209,36,79524,21630,3.676560,0,0,4.285,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop8; flow=synth_preset
ex274,ex274_square_hybrid_bddtop10_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop10+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop10.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop10_abc_g_aig.aig,1,1,1,4770,34,162180,21630,7.497920,0,0,4.773,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop10; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop10_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop10+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop10.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop10_wreduce_abc_g_aig.aig,1,1,1,4807,34,163438,21630,7.556080,0,0,4.899,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop10; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop10_synth_preset,unsigned_square_x_times_x,hybrid_bddtop10+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop10.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop10_synth_preset.aig,1,1,1,4636,34,157624,21630,7.287286,0,0,5.551,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop10; flow=synth_preset
ex274,ex274_square_hybrid_bddtop4_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_abc_g_aig.aig,1,1,1,1063,41,43583,21630,2.014933,0,0,4.517,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop4_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_wreduce_abc_g_aig.aig,1,1,1,1061,42,44562,21630,2.060194,0,0,3.587,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop4_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_synth_preset.aig,1,1,1,1055,41,43255,21630,1.999769,0,0,3.639,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4; flow=synth_preset
ex274,ex274_square_wallace_square_outside_csel6_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel6+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/verilog/ex274_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/aigs/ex274_square_wallace_square_outside_csel6_abc_g_aig.aig,1,1,1,967,44,42548,21630,1.967083,0,0,3.407,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel6; flow=abc_g_aig
ex274,ex274_square_wallace_square_outside_csel6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel6+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/verilog/ex274_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/aigs/ex274_square_wallace_square_outside_csel6_wreduce_abc_g_aig.aig,1,1,1,970,44,42680,21630,1.973185,0,0,3.641,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel6; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_outside_csel6_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel6+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/verilog/ex274_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/aigs/ex274_square_wallace_square_outside_csel6_synth_preset.aig,1,1,1,964,44,42416,21630,1.960980,0,0,5.446,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel6; flow=synth_preset
ex274,ex274_square_wallace_square_outside_csel8_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel8+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/verilog/ex274_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/aigs/ex274_square_wallace_square_outside_csel8_abc_g_aig.aig,1,1,1,957,49,46893,21630,2.167961,0,0,4.967,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel8; flow=abc_g_aig
ex274,ex274_square_wallace_square_outside_csel8_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel8+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/verilog/ex274_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/aigs/ex274_square_wallace_square_outside_csel8_wreduce_abc_g_aig.aig,1,1,1,961,49,47089,21630,2.177023,0,0,4.900,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel8; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_outside_csel8_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel8+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/verilog/ex274_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/ex274/aigs/ex274_square_wallace_square_outside_csel8_synth_preset.aig,1,1,1,957,48,45936,21630,2.123717,0,0,3.548,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel8; flow=synth_preset
