case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex266,ex266_udiv_ex266_parallel_threshold_abc_g_aig,unsigned low5_high5:a/b dbz=max,ex266_parallel_threshold+abc_g_aig,student/work/ex266_frontend_udiv_parallel_threshold_20260609_0942/ex266/verilog/ex266_udiv_ex266_parallel_threshold.v,student/work/ex266_frontend_udiv_parallel_threshold_20260609_0942/ex266/aigs/ex266_udiv_ex266_parallel_threshold_abc_g_aig.aig,1,1,1,560,24,13440,848,15.849057,0,0,0.588,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=ex266_parallel_threshold; flow=abc_g_aig
ex266,ex266_udiv_ex266_parallel_threshold_wreduce_abc_g_aig,unsigned low5_high5:a/b dbz=max,ex266_parallel_threshold+wreduce_abc_g_aig,student/work/ex266_frontend_udiv_parallel_threshold_20260609_0942/ex266/verilog/ex266_udiv_ex266_parallel_threshold.v,student/work/ex266_frontend_udiv_parallel_threshold_20260609_0942/ex266/aigs/ex266_udiv_ex266_parallel_threshold_wreduce_abc_g_aig.aig,1,1,1,569,24,13656,848,16.103774,0,0,0.621,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=ex266_parallel_threshold; flow=wreduce_abc_g_aig
ex266,ex266_udiv_ex266_parallel_threshold_synth_preset,unsigned low5_high5:a/b dbz=max,ex266_parallel_threshold+synth_preset,student/work/ex266_frontend_udiv_parallel_threshold_20260609_0942/ex266/verilog/ex266_udiv_ex266_parallel_threshold.v,student/work/ex266_frontend_udiv_parallel_threshold_20260609_0942/ex266/aigs/ex266_udiv_ex266_parallel_threshold_synth_preset.aig,1,1,1,520,25,13000,848,15.330189,0,0,0.667,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=ex266_parallel_threshold; flow=synth_preset
ex266,ex266_udiv_ex266_parallel_threshold_synth_preset_d8,unsigned low5_high5:a/b dbz=max,ex266_parallel_threshold+synth_preset_d8,student/work/ex266_frontend_udiv_parallel_threshold_20260609_0942/ex266/verilog/ex266_udiv_ex266_parallel_threshold.v,student/work/ex266_frontend_udiv_parallel_threshold_20260609_0942/ex266/aigs/ex266_udiv_ex266_parallel_threshold_synth_preset_d8.aig,1,1,1,520,25,13000,848,15.330189,0,0,0.672,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=ex266_parallel_threshold; flow=synth_preset_d8
ex266,ex266_udiv_ex266_parallel_threshold_synth_preset_d10,unsigned low5_high5:a/b dbz=max,ex266_parallel_threshold+synth_preset_d10,student/work/ex266_frontend_udiv_parallel_threshold_20260609_0942/ex266/verilog/ex266_udiv_ex266_parallel_threshold.v,student/work/ex266_frontend_udiv_parallel_threshold_20260609_0942/ex266/aigs/ex266_udiv_ex266_parallel_threshold_synth_preset_d10.aig,1,1,1,520,25,13000,848,15.330189,0,0,0.676,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=ex266_parallel_threshold; flow=synth_preset_d10
ex266,ex266_udiv_ex266_parallel_threshold_synth_preset_d12,unsigned low5_high5:a/b dbz=max,ex266_parallel_threshold+synth_preset_d12,student/work/ex266_frontend_udiv_parallel_threshold_20260609_0942/ex266/verilog/ex266_udiv_ex266_parallel_threshold.v,student/work/ex266_frontend_udiv_parallel_threshold_20260609_0942/ex266/aigs/ex266_udiv_ex266_parallel_threshold_synth_preset_d12.aig,1,1,1,520,25,13000,848,15.330189,0,0,0.670,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=ex266_parallel_threshold; flow=synth_preset_d12
ex266,ex266_udiv_ex266_parallel_threshold_arith_wreduce_aig,unsigned low5_high5:a/b dbz=max,ex266_parallel_threshold+arith_wreduce_aig,student/work/ex266_frontend_udiv_parallel_threshold_20260609_0942/ex266/verilog/ex266_udiv_ex266_parallel_threshold.v,student/work/ex266_frontend_udiv_parallel_threshold_20260609_0942/ex266/aigs/ex266_udiv_ex266_parallel_threshold_arith_wreduce_aig.aig,1,1,1,575,24,13800,848,16.273585,0,0,0.637,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=ex266_parallel_threshold; flow=arith_wreduce_aig
