case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex236,ex236_core_boundary_low14_hi6_abc_g_aig,fp16_cube,core_boundary_low14_hi6_abc_g_aig,student/work/ex236_ex238_frontend_fp16_core_boundary_allflows_20260608_0942/ex236/verilog/ex236_core_boundary_low14_hi6.v,student/work/ex236_ex238_frontend_fp16_core_boundary_allflows_20260608_0942/ex236/aigs/ex236_core_boundary_low14_hi6_abc_g_aig.aig,1,1,1480,15,22200,17290,1.283979,1,0,semantic_core_boundary,"special=semantic cube: exp<=9 signed zero, exp>=21/inf signed inf, NaN canonical; exp_delta_width=2; exp_delta_runs=3; exp_delta_max=2; mant_high=; low_width=10; nested_hi=6; boundary_low_width=14; nested_hi=6; const_buckets=63; explicit_items=1040; boundary_b14_runs=2; max=1"
ex238,ex238_core_boundary_low12_hi6_synth_preset,fp16_reciprocal_cube,core_boundary_low12_hi6_synth_preset,student/work/ex236_ex238_frontend_fp16_core_boundary_allflows_20260608_0942/ex238/verilog/ex238_core_boundary_low12_hi6.v,student/work/ex236_ex238_frontend_fp16_core_boundary_allflows_20260608_0942/ex238/aigs/ex238_core_boundary_low12_hi6_synth_preset.aig,1,1,1502,15,22530,16549,1.361412,1,0,semantic_core_boundary,"special=semantic reciprocal_cube: exp<=8 signed inf, exp>=20/inf signed zero, NaN canonical; exp_delta_width=2; exp_delta_runs=4; exp_delta_max=3; mant_high=; low_width=10; nested_hi=6; boundary_low_width=12; nested_hi=6; const_buckets=63; explicit_items=1040; boundary_b14_runs=2; max=1; boundary_b13_runs=2; max=1; boundary_b12_runs=2; max=1"
