case,candidate_id,verified_truth,equivalent,area,delay,adp,verilog_path,aig_path,notes
ex280,ex280_prefix_parity_reduce_full_clamp_simplified_grouped_deg2_abc_g_aig,1,1,186,29,5394,student/work/ex280_ex284_frontend_muxcoord_simplified_smoke_20260609_0142/ex280/verilog/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_simplified_grouped_deg2.v,student/work/ex280_ex284_frontend_muxcoord_simplified_smoke_synthflow_20260609_0142/ex280/aigs/ex280_prefix_parity_reduce_full_clamp_simplified_grouped_deg2_abc_g_aig.aig,Yosys abc gate set aig
ex284,ex284_prefix_parity_reduce_full_clamp_simplified_grouped_deg2_abc_g_aig,1,1,259,36,9324,student/work/ex280_ex284_frontend_muxcoord_simplified_smoke_20260609_0142/ex284/verilog/ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_simplified_grouped_deg2.v,student/work/ex280_ex284_frontend_muxcoord_simplified_smoke_synthflow_20260609_0142/ex284/aigs/ex284_prefix_parity_reduce_full_clamp_simplified_grouped_deg2_abc_g_aig.aig,Yosys abc gate set aig
