case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,items,notes
ex287,ex287_unknown_symcof_interleave_f00_k5_onehot_group_keybdd_6_7,unknown_symmetry_cofactor_classonehot,interleave_f00_k5_onehot_group_keybdd_6_7,student/work/ex286_ex288_frontend_keybdd_selected_synth_20260609_1448/ex287/verilog/ex287_unknown_symcof_interleave_f00_k5_onehot_group_keybdd_6_7.v,student/work/ex286_ex288_frontend_keybdd_selected_synth_20260609_1448/ex287/aigs/ex287_unknown_symcof_interleave_f00_k5_onehot_group_keybdd_6_7.aig,1861,17,31637,"pairs=4:5,6:7,8:9; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:13:1:12:2; inner_bits=3:4:5:6:7:8:9:10:11; classes=32; group_nodes=133:132:125:118:154:108:120:90:94:102:94:106:111:100:123:117:123:113:118:107:131:117:115:107:122:105:127:118:102:82:125:105; total_group_nodes=3644; anf_bits=; key_bdd_bits=bits=6:7:nodes=100; popcount_repair_bits=; parity_repair_bits=; hash=e6843cd961c8",unknown symmetry cofactor class-onehot Verilog seed
