case,best_area,best_delay,best_adp,reference_adp,ratio_to_reference,within_1p5_reference,beats_reference,candidate_id,notes
ex265,63,8,504,322,1.565217,0,0,ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset,unsigned low4_high4:a/b dbz=max exact; source=cof_bhi3_ahi1_bitbdd_wordmux; flow=synth_preset
ex267,326,14,4564,2651,1.721614,0,0,ex267_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset,unsigned low6_high6:a/b dbz=max exact; source=cof_bhi3_ahi1_bitbdd_wordmux; flow=synth_preset
