case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex260,ex260_smul_ex260_bw_rev_handmerge_abc_g_aig,1,88,14,1232,student/work/ex260_frontend_smul_handmerge_20260609_0710/ex260/aigs/ex260_smul_ex260_bw_rev_handmerge_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=ex260_bw_rev_handmerge; flow=abc_g_aig
ex260,ex260_smul_ex260_bw_rev_handmerge_wreduce_abc_g_aig,1,88,14,1232,student/work/ex260_frontend_smul_handmerge_20260609_0710/ex260/aigs/ex260_smul_ex260_bw_rev_handmerge_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=ex260_bw_rev_handmerge; flow=wreduce_abc_g_aig
ex260,ex260_smul_ex260_bw_rev_handmerge_synth_preset_d11,1,88,14,1232,student/work/ex260_frontend_smul_handmerge_20260609_0710/ex260/aigs/ex260_smul_ex260_bw_rev_handmerge_synth_preset_d11.aig,exact signed low4 * signed high4 over 256 inputs; source=ex260_bw_rev_handmerge; flow=synth_preset_d11
ex260,ex260_smul_ex260_bw_rev_handmerge_synth_preset_d13,1,88,14,1232,student/work/ex260_frontend_smul_handmerge_20260609_0710/ex260/aigs/ex260_smul_ex260_bw_rev_handmerge_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=ex260_bw_rev_handmerge; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,1,88,13,1144,student/work/ex260_frontend_smul_handmerge_20260609_0710/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,1,88,13,1144,student/work/ex260_frontend_smul_handmerge_20260609_0710/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11,1,88,16,1408,student/work/ex260_frontend_smul_handmerge_20260609_0710/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,1,88,16,1408,student/work/ex260_frontend_smul_handmerge_20260609_0710/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
