case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,items,notes
ex286,ex286_unknown_paircount_mdd_reverse,unknown_paircount_mdd,reverse,student/work/ex286_ex287_frontend_paircount_mdd_20260609_0944/ex286/verilog/ex286_unknown_paircount_mdd_reverse.v,student/work/ex286_ex287_frontend_paircount_mdd_20260609_0944/ex286/aigs/ex286_unknown_paircount_mdd_reverse.aig,1733,21,36393,"pairs=4:5,6:7; order_style=reverse; mdd_nodes=1016; order=10:9:8:7:6:5:4:3:2:1:0; hash_pending=1; hash=1445ccd7a1e1",pair-count multi-valued decision diagram
ex287,ex287_unknown_paircount_mdd_reverse,unknown_paircount_mdd,reverse,student/work/ex286_ex287_frontend_paircount_mdd_20260609_0944/ex287/verilog/ex287_unknown_paircount_mdd_reverse.v,student/work/ex286_ex287_frontend_paircount_mdd_20260609_0944/ex287/aigs/ex287_unknown_paircount_mdd_reverse.aig,2468,21,51828,"pairs=4:5,6:7; order_style=reverse; mdd_nodes=1638; order=11:10:9:8:7:6:5:4:3:2:1:0; hash_pending=1; hash=7c65a1dff3a6",pair-count multi-valued decision diagram
