case,candidate_id,verified_truth,equivalent,area,delay,adp,verilog_path,aig_path,notes
ex280,ex280_prefix_parity_reduce_top5_first_classonehot_endpoint_abc_g_aig,1,1,743,29,21547,student/work/ex280_ex284_frontend_key_cofactor_classonehot_20260608_2025/ex280/verilog/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehot_endpoint.v,student/work/ex280_ex284_frontend_key_cofactor_classonehot_synthflow_20260608_2027/ex280/aigs/ex280_prefix_parity_reduce_top5_first_classonehot_endpoint_abc_g_aig.aig,Yosys abc gate set aig
ex280,ex280_prefix_parity_reduce_top5_first_classonehot_endpoint_synth_preset,1,1,737,31,22847,student/work/ex280_ex284_frontend_key_cofactor_classonehot_20260608_2025/ex280/verilog/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehot_endpoint.v,student/work/ex280_ex284_frontend_key_cofactor_classonehot_synthflow_20260608_2027/ex280/aigs/ex280_prefix_parity_reduce_top5_first_classonehot_endpoint_synth_preset.aig,Yosys synth preset with flatten
ex280,ex280_prefix_parity_reduce_top5_first_classonehot_endpoint_rev_abc_g_aig,1,1,745,26,19370,student/work/ex280_ex284_frontend_key_cofactor_classonehot_20260608_2025/ex280/verilog/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehot_endpoint_rev.v,student/work/ex280_ex284_frontend_key_cofactor_classonehot_synthflow_20260608_2027/ex280/aigs/ex280_prefix_parity_reduce_top5_first_classonehot_endpoint_rev_abc_g_aig.aig,Yosys abc gate set aig
ex280,ex280_prefix_parity_reduce_top5_first_classonehot_endpoint_rev_synth_preset,1,1,758,25,18950,student/work/ex280_ex284_frontend_key_cofactor_classonehot_20260608_2025/ex280/verilog/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehot_endpoint_rev.v,student/work/ex280_ex284_frontend_key_cofactor_classonehot_synthflow_20260608_2027/ex280/aigs/ex280_prefix_parity_reduce_top5_first_classonehot_endpoint_rev_synth_preset.aig,Yosys synth preset with flatten
ex280,ex280_prefix_parity_reduce_top6_first_classonehot_endpoint_abc_g_aig,1,1,732,25,18300,student/work/ex280_ex284_frontend_key_cofactor_classonehot_20260608_2025/ex280/verilog/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_classonehot_endpoint.v,student/work/ex280_ex284_frontend_key_cofactor_classonehot_synthflow_20260608_2027/ex280/aigs/ex280_prefix_parity_reduce_top6_first_classonehot_endpoint_abc_g_aig.aig,Yosys abc gate set aig
ex280,ex280_prefix_parity_reduce_top6_first_classonehot_endpoint_synth_preset,1,1,741,25,18525,student/work/ex280_ex284_frontend_key_cofactor_classonehot_20260608_2025/ex280/verilog/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_classonehot_endpoint.v,student/work/ex280_ex284_frontend_key_cofactor_classonehot_synthflow_20260608_2027/ex280/aigs/ex280_prefix_parity_reduce_top6_first_classonehot_endpoint_synth_preset.aig,Yosys synth preset with flatten
ex280,ex280_prefix_parity_reduce_top6_first_classonehot_endpoint_rev_abc_g_aig,1,1,729,25,18225,student/work/ex280_ex284_frontend_key_cofactor_classonehot_20260608_2025/ex280/verilog/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_classonehot_endpoint_rev.v,student/work/ex280_ex284_frontend_key_cofactor_classonehot_synthflow_20260608_2027/ex280/aigs/ex280_prefix_parity_reduce_top6_first_classonehot_endpoint_rev_abc_g_aig.aig,Yosys abc gate set aig
ex280,ex280_prefix_parity_reduce_top6_first_classonehot_endpoint_rev_synth_preset,1,1,728,27,19656,student/work/ex280_ex284_frontend_key_cofactor_classonehot_20260608_2025/ex280/verilog/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_classonehot_endpoint_rev.v,student/work/ex280_ex284_frontend_key_cofactor_classonehot_synthflow_20260608_2027/ex280/aigs/ex280_prefix_parity_reduce_top6_first_classonehot_endpoint_rev_synth_preset.aig,Yosys synth preset with flatten
ex281,ex281_prefix_parity_reduce_top5_first_classonehot_endpoint_abc_g_aig,1,1,873,30,26190,student/work/ex280_ex284_frontend_key_cofactor_classonehot_20260608_2025/ex281/verilog/ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehot_endpoint.v,student/work/ex280_ex284_frontend_key_cofactor_classonehot_synthflow_20260608_2027/ex281/aigs/ex281_prefix_parity_reduce_top5_first_classonehot_endpoint_abc_g_aig.aig,Yosys abc gate set aig
ex281,ex281_prefix_parity_reduce_top5_first_classonehot_endpoint_synth_preset,1,1,866,34,29444,student/work/ex280_ex284_frontend_key_cofactor_classonehot_20260608_2025/ex281/verilog/ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehot_endpoint.v,student/work/ex280_ex284_frontend_key_cofactor_classonehot_synthflow_20260608_2027/ex281/aigs/ex281_prefix_parity_reduce_top5_first_classonehot_endpoint_synth_preset.aig,Yosys synth preset with flatten
