case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex288,ex288_unknown_symcof_interleave_f10_k4,unknown_symmetry_cofactor_classonehot,interleave_f10_k4,student/work/ex288_frontend_multipair_symcof_anfbits_20260609_0633/ex288/verilog/ex288_unknown_symcof_interleave_f10_k4.v,student/work/ex288_frontend_multipair_symcof_anfbits_20260609_0633/ex288/aigs/ex288_unknown_symcof_interleave_f10_k4.aig,1,1,1,2741,128,350848,5.485,"pairs=4:5,6:7,8:9; order=interleave; policy=f10; outer_bits=0:14:1:13; inner_bits=2:3:4:5:6:7:8:9:10:11:12; classes=16; group_nodes=282:254:296:285:282:223:304:259:308:281:260:250:291:229:269:218; total_group_nodes=4291; anf_bits=bit7:support=0:1:2:3:4:5:6:7:11:12:13:terms=281; hash=de4615af7282",unknown symmetry cofactor class-onehot Verilog seed
ex288,ex288_unknown_symcof_interleave_f10_k5,unknown_symmetry_cofactor_classonehot,interleave_f10_k5,student/work/ex288_frontend_multipair_symcof_anfbits_20260609_0633/ex288/verilog/ex288_unknown_symcof_interleave_f10_k5.v,student/work/ex288_frontend_multipair_symcof_anfbits_20260609_0633/ex288/aigs/ex288_unknown_symcof_interleave_f10_k5.aig,1,1,1,2782,138,383916,5.452,"pairs=4:5,6:7,8:9; order=interleave; policy=f10; outer_bits=0:14:1:13:2; inner_bits=3:4:5:6:7:8:9:10:11:12; classes=32; group_nodes=216:193:223:212:209:159:210:188:216:199:159:163:221:175:187:156:207:163:230:199:194:160:227:192:236:208:204:189:202:170:203:163; total_group_nodes=6233; anf_bits=bit7:support=0:1:2:3:4:5:6:7:11:12:13:terms=281; hash=0d6e9845da1b",unknown symmetry cofactor class-onehot Verilog seed
ex288,ex288_unknown_symcof_interleave_f10_k6,unknown_symmetry_cofactor_classonehot,interleave_f10_k6,student/work/ex288_frontend_multipair_symcof_anfbits_20260609_0633/ex288/verilog/ex288_unknown_symcof_interleave_f10_k6.v,student/work/ex288_frontend_multipair_symcof_anfbits_20260609_0633/ex288/aigs/ex288_unknown_symcof_interleave_f10_k6.aig,1,1,1,3056,141,430896,6.035,"pairs=4:5,6:7,8:9; order=interleave; policy=f10; outer_bits=0:14:1:13:2:12; inner_bits=3:4:5:6:7:8:9:10:11; classes=64; group_nodes=173:163:156:163:167:128:142:128:139:138:111:127:145:118:129:121:130:139:130:145:140:128:129:127:152:123:146:134:133:109:154:119:147:139:124:128:158:113:132:112:116:140:109:134:128:124:141:125:143:125:128:136:146:112:162:121:122:165:112:165:122:120:150:131; total_group_nodes=8616; anf_bits=bit7:support=0:1:2:3:4:5:6:7:11:12:13:terms=281; hash=5e2dcb21dd37",unknown symmetry cofactor class-onehot Verilog seed
ex288,ex288_unknown_symcof_interleave_f00_k4,unknown_symmetry_cofactor_classonehot,interleave_f00_k4,student/work/ex288_frontend_multipair_symcof_anfbits_20260609_0633/ex288/verilog/ex288_unknown_symcof_interleave_f00_k4.v,student/work/ex288_frontend_multipair_symcof_anfbits_20260609_0633/ex288/aigs/ex288_unknown_symcof_interleave_f00_k4.aig,1,1,1,2636,125,329500,5.179,"pairs=4:5,6:7,8:9; order=interleave; policy=f00; outer_bits=0:14:1:13; inner_bits=2:3:4:5:6:7:8:9:10:11:12; classes=16; group_nodes=247:224:258:246:244:188:254:211:267:238:221:208:255:197:224:180; total_group_nodes=3662; anf_bits=bit7:support=0:1:2:3:4:5:6:7:11:12:13:terms=281; hash=3f92393107a6",unknown symmetry cofactor class-onehot Verilog seed
ex288,ex288_unknown_symcof_interleave_f00_k5,unknown_symmetry_cofactor_classonehot,interleave_f00_k5,student/work/ex288_frontend_multipair_symcof_anfbits_20260609_0633/ex288/verilog/ex288_unknown_symcof_interleave_f00_k5.v,student/work/ex288_frontend_multipair_symcof_anfbits_20260609_0633/ex288/aigs/ex288_unknown_symcof_interleave_f00_k5.aig,1,1,1,2790,133,371070,5.331,"pairs=4:5,6:7,8:9; order=interleave; policy=f00; outer_bits=0:14:1:13:2; inner_bits=3:4:5:6:7:8:9:10:11:12; classes=32; group_nodes=186:168:187:181:180:128:174:145:187:168:140:136:192:148:153:128:178:139:196:164:161:132:180:151:199:167:167:148:171:143:160:130; total_group_nodes=5187; anf_bits=bit7:support=0:1:2:3:4:5:6:7:11:12:13:terms=281; hash=98645dfc6fe8",unknown symmetry cofactor class-onehot Verilog seed
ex288,ex288_unknown_symcof_interleave_f00_k6,unknown_symmetry_cofactor_classonehot,interleave_f00_k6,student/work/ex288_frontend_multipair_symcof_anfbits_20260609_0633/ex288/verilog/ex288_unknown_symcof_interleave_f00_k6.v,student/work/ex288_frontend_multipair_symcof_anfbits_20260609_0633/ex288/aigs/ex288_unknown_symcof_interleave_f00_k6.aig,1,1,1,3005,134,402670,5.725,"pairs=4:5,6:7,8:9; order=interleave; policy=f00; outer_bits=0:14:1:13:2:12; inner_bits=3:4:5:6:7:8:9:10:11; classes=64; group_nodes=144:138:129:137:140:97:116:94:125:117:96:105:120:94:98:94:112:115:114:119:110:100:99:95:127:101:113:103:109:85:113:88:129:118:102:106:135:88:107:84:94:109:91:107:108:96:113:97:124:103:105:105:119:88:121:90:102:122:94:124:100:91:115:98; total_group_nodes=6932; anf_bits=bit7:support=0:1:2:3:4:5:6:7:11:12:13:terms=281; hash=5c5e534f2947",unknown symmetry cofactor class-onehot Verilog seed
