case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex273,ex273_square_hybrid_rangetop2_trunc_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_rangetop2_trunc+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_rangetop_20260609_1345/ex273/verilog/ex273_square_hybrid_rangetop2_trunc.v,student/work/ex273_ex274_frontend_square_rangetop_20260609_1345/ex273/aigs/ex273_square_hybrid_rangetop2_trunc_wreduce_abc_g_aig.aig,737,36,26532,15078,1.759650,0,0,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_rangetop2_trunc; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_rangetop2_trunc_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_rangetop2_trunc+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_rangetop_20260609_1345/ex274/verilog/ex274_square_hybrid_rangetop2_trunc.v,student/work/ex273_ex274_frontend_square_rangetop_20260609_1345/ex274/aigs/ex274_square_hybrid_rangetop2_trunc_wreduce_abc_g_aig.aig,990,42,41580,21630,1.922330,0,0,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_rangetop2_trunc; flow=wreduce_abc_g_aig
