case,metric,key,value,detail
ex287,layer,12,35,inputs=91; max_preimage=7; singleton_outputs=7; fixed=9; avg_hdist=3.1648; avg_jaccard=0.7715
ex287,layer,13,7,inputs=14; max_preimage=4; singleton_outputs=4; fixed=3; avg_hdist=1.5714; avg_jaccard=0.8878
ex287,layer,14,1,inputs=1; max_preimage=1; singleton_outputs=1; fixed=1; avg_hdist=0.0000; avg_jaccard=1.0000
ex287,endpoint,in_min_w1,1,0:1;1:1;2:1;3:1;4:1;5:1
ex287,endpoint,in_max_w1,1,0:1;1:1;2:1;3:1;4:1;5:1
ex287,endpoint,out_min_w1,4,9:4;3:3;5:2;11:2;6:1;13:1
ex287,endpoint,out_max_w1,4,9:4;3:3;5:2;11:2;6:1;13:1
ex287,endpoint,delta_min_w1,3,6:3;7:3;2:2;8:2;12:1;3:1
ex287,endpoint,delta_max_w1,3,6:3;7:3;2:2;8:2;12:1;3:1
ex287,endpoint,in_min_w2,13,0:13;1:12;2:11;3:10;4:9;5:8
ex287,endpoint,in_max_w2,13,13:13;12:12;11:11;10:10;9:9;8:8
ex287,endpoint,out_min_w2,24,3:24;5:13;9:12;2:8;1:8;4:7
ex287,endpoint,out_max_w2,18,11:18;13:16;9:16;5:9;10:6;8:6
ex287,endpoint,delta_min_w2,13,12:13;4:12;8:9;6:8;13:8;10:7
ex287,endpoint,delta_max_w2,13,0:13;12:11;1:10;10:8;2:7;8:7
ex287,endpoint,in_min_w3,78,0:78;1:66;2:55;3:45;4:36;5:28
ex287,endpoint,in_max_w3,78,13:78;12:66;11:55;10:45;9:36;8:28
ex287,endpoint,out_min_w3,77,1:77;3:67;2:67;0:49;5:32;4:25
ex287,endpoint,out_max_w3,107,13:107;11:71;12:41;9:35;10:34;8:23
ex287,endpoint,delta_min_w3,58,12:58;0:45;2:45;13:37;4:34;1:32
ex287,endpoint,delta_max_w3,87,0:87;1:48;2:39;12:34;13:24;10:18
ex287,endpoint,in_min_w4,286,0:286;1:220;2:165;3:120;4:84;5:56
ex287,endpoint,in_max_w4,286,13:286;12:220;11:165;10:120;9:84;8:56
ex287,endpoint,out_min_w4,259,1:259;0:255;2:186;3:129;4:61;5:47
ex287,endpoint,out_max_w4,348,13:348;12:207;11:168;10:103;9:77;7:34
ex287,endpoint,delta_min_w4,228,0:228;2:135;12:131;13:107;1:95;11:70
ex287,endpoint,delta_max_w4,294,0:294;1:150;13:118;2:107;12:72;4:43
ex287,endpoint,in_min_w5,715,0:715;1:495;2:330;3:210;4:126;5:70
ex287,endpoint,in_max_w5,715,13:715;12:495;11:330;10:210;9:126;8:70
ex287,endpoint,out_min_w5,720,0:720;1:537;2:330;3:194;4:112;5:48
ex287,endpoint,out_max_w5,781,13:781;12:541;11:296;10:173;9:101;8:55
ex287,endpoint,delta_min_w5,627,0:627;13:253;1:248;2:236;12:202;11:116
ex287,endpoint,delta_max_w5,635,0:635;13:353;1:328;2:183;12:112;3:75
ex287,endpoint,in_min_w6,1287,0:1287;1:792;2:462;3:252;4:126;5:56
ex287,endpoint,in_max_w6,1287,13:1287;12:792;11:462;10:252;9:126;8:56
ex287,endpoint,out_min_w6,1320,0:1320;1:800;2:429;3:232;4:137;5:38
ex287,endpoint,out_max_w6,1299,13:1299;12:924;11:437;10:177;9:91;8:48
ex287,endpoint,delta_min_w6,1081,0:1081;13:464;1:439;2:287;12:261;11:145
ex287,endpoint,delta_max_w6,1019,0:1019;13:613;1:515;2:248;12:173;3:127
ex287,endpoint,in_min_w7,1716,0:1716;1:924;2:462;3:210;4:84;5:28
ex287,endpoint,in_max_w7,1716,13:1716;12:924;11:462;10:210;9:84;8:28
ex287,endpoint,out_min_w7,1712,0:1712;1:929;2:434;3:200;4:101;5:32
ex287,endpoint,out_max_w7,1664,13:1664;12:1094;11:408;10:180;9:53;8:28
ex287,endpoint,delta_min_w7,1325,0:1325;13:597;1:595;2:266;12:260;11:137
ex287,endpoint,delta_max_w7,1307,0:1307;13:719;1:572;2:256;12:194;3:144
ex287,endpoint,in_min_w8,1716,0:1716;1:792;2:330;3:120;4:36;5:8
ex287,endpoint,in_max_w8,1716,13:1716;12:792;11:330;10:120;9:36;8:8
ex287,endpoint,out_min_w8,1690,0:1690;1:816;2:306;3:114;4:56;5:18
ex287,endpoint,out_max_w8,1669,13:1669;12:894;11:286;10:120;9:22;8:12
ex287,endpoint,delta_min_w8,1218,0:1218;1:598;13:574;12:198;2:183;3:90
ex287,endpoint,delta_max_w8,1315,0:1315;13:616;1:469;2:204;12:168;3:101
ex287,endpoint,in_min_w9,1287,0:1287;1:495;2:165;3:45;4:9;5:1
ex287,endpoint,in_max_w9,1287,13:1287;12:495;11:165;10:45;9:9;8:1
ex287,endpoint,out_min_w9,1242,0:1242;1:562;2:129;3:46;4:22;5:1
ex287,endpoint,out_max_w9,1289,13:1289;12:501;11:152;10:50;9:6;8:4
ex287,endpoint,delta_min_w9,842,0:842;1:473;13:399;12:116;2:81;3:43
ex287,endpoint,delta_max_w9,1003,0:1003;13:361;1:321;2:118;12:102;3:43
ex287,endpoint,in_min_w10,715,0:715;1:220;2:55;3:10;4:1
ex287,endpoint,in_max_w10,715,13:715;12:220;11:55;10:10;9:1
ex287,endpoint,out_min_w10,671,0:671;1:283;2:35;3:8;4:4
ex287,endpoint,out_max_w10,754,13:754;12:171;11:61;10:14;9:1
ex287,endpoint,delta_min_w10,463,0:463;1:258;13:188;12:48;2:26;11:9
ex287,endpoint,delta_max_w10,588,0:588;1:171;13:122;12:50;2:44;11:14
ex287,endpoint,in_min_w11,286,0:286;1:66;2:11;3:1
ex287,endpoint,in_max_w11,286,13:286;12:66;11:11;10:1
ex287,endpoint,out_min_w11,268,0:268;1:89;2:7
ex287,endpoint,out_max_w11,315,13:315;12:31;11:16;10:2
ex287,endpoint,delta_min_w11,204,0:204;1:85;13:58;12:11;2:5;11:1
ex287,endpoint,delta_max_w11,254,0:254;1:59;13:22;12:16;2:10;11:2
ex287,endpoint,in_min_w12,78,0:78;1:12;2:1
ex287,endpoint,in_max_w12,78,13:78;12:12;11:1
ex287,endpoint,out_min_w12,76,0:76;1:14;2:1
ex287,endpoint,out_max_w12,89,13:89;11:2
ex287,endpoint,delta_min_w12,65,0:65;1:13;13:11;2:1;12:1
ex287,endpoint,delta_max_w12,76,0:76;1:12;12:2;2:1
ex287,endpoint,in_min_w13,13,0:13;1:1
ex287,endpoint,in_max_w13,13,13:13;12:1
ex287,endpoint,out_min_w13,14,0:14
ex287,endpoint,out_max_w13,14,13:14
ex287,endpoint,delta_min_w13,13,0:13;13:1
ex287,endpoint,delta_max_w13,13,0:13;1:1
ex287,canonical_run,1,14,center_run:1;high_run:1;ring_run:14
ex287,canonical_run,2,91,high_run:2;low_run:3;ring_run:7
ex287,canonical_run,3,364,high_run:5;low_run:3;ring_run:14
ex287,canonical_run,4,1001,high_run:1;low_run:2;ring_run:3
ex287,canonical_run,5,2002,center_run:1;low_run:1;ring_run:4
ex287,canonical_run,6,3003,high_run:1;ring_run:1
ex287,canonical_run,7,3432,high_run:1;ring_run:17
ex287,canonical_run,8,3003,high_run:3;ring_run:3
ex287,pair_feature_bit,pair_counts_out0,7617,keys=27; exact=0
ex287,pair_feature_bit,pair_counts_pop_out0,7694,keys=243; exact=0
ex287,pair_feature_bit,pair_counts_singles_out0,0,keys=6912; exact=1
ex287,pair_feature_bit,pair_counts_out1,7413,keys=27; exact=0
ex287,pair_feature_bit,pair_counts_pop_out1,6640,keys=243; exact=0
ex287,pair_feature_bit,pair_counts_singles_out1,0,keys=6912; exact=1
ex287,pair_feature_bit,pair_counts_singles_out2,0,keys=6912; exact=1
ex287,pair_feature_bit,pair_counts_singles_out3,0,keys=6912; exact=1
ex287,pair_feature_bit,pair_counts_singles_out4,0,keys=6912; exact=1
ex287,pair_feature_bit,pair_counts_singles_out5,0,keys=6912; exact=1
ex287,pair_feature_bit,pair_counts_singles_out6,0,keys=6912; exact=1
ex287,pair_feature_bit,pair_counts_singles_out7,0,keys=6912; exact=1
ex287,pair_feature_bit,pair_counts_singles_out8,0,keys=6912; exact=1
ex287,pair_feature_bit,pair_counts_singles_out9,0,keys=6912; exact=1
ex287,pair_feature_bit,pair_counts_singles_out10,0,keys=6912; exact=1
ex287,pair_feature_bit,pair_counts_singles_out11,0,keys=6912; exact=1
ex287,pair_feature_bit,pair_counts_out12,8409,keys=27; exact=0
ex287,pair_feature_bit,pair_counts_pop_out12,6645,keys=243; exact=0
ex287,pair_feature_bit,pair_counts_singles_out12,0,keys=6912; exact=1
ex287,pair_feature_bit,pair_counts_out13,8347,keys=27; exact=0
ex287,pair_feature_bit,pair_counts_pop_out13,7049,keys=243; exact=0
ex287,pair_feature_bit,pair_counts_singles_out13,0,keys=6912; exact=1
ex288,layer,0,1,inputs=1; max_preimage=1; singleton_outputs=1; fixed=1; avg_hdist=0.0000; avg_jaccard=1.0000
ex288,layer,1,9,inputs=15; max_preimage=3; singleton_outputs=5; fixed=0; avg_hdist=2.0000; avg_jaccard=0.0000
ex288,layer,2,45,inputs=105; max_preimage=6; singleton_outputs=19; fixed=3; avg_hdist=3.6381; avg_jaccard=0.0698
ex288,layer,3,147,inputs=455; max_preimage=11; singleton_outputs=41; fixed=4; avg_hdist=4.9231; avg_jaccard=0.1226
ex288,layer,4,364,inputs=1365; max_preimage=17; singleton_outputs=72; fixed=15; avg_hdist=5.8916; avg_jaccard=0.1760
ex288,layer,5,669,inputs=3003; max_preimage=34; singleton_outputs=90; fixed=14; avg_hdist=6.6400; avg_jaccard=0.2226
ex288,layer,6,989,inputs=5005; max_preimage=44; singleton_outputs=109; fixed=17; avg_hdist=7.1652; avg_jaccard=0.2700
ex288,layer,7,1173,inputs=6435; max_preimage=64; singleton_outputs=113; fixed=11; avg_hdist=7.4418; avg_jaccard=0.3209
ex288,layer,8,1170,inputs=6435; max_preimage=64; singleton_outputs=111; fixed=6; avg_hdist=7.4312; avg_jaccard=0.3785
ex288,layer,9,960,inputs=5005; max_preimage=36; singleton_outputs=111; fixed=9; avg_hdist=7.1001; avg_jaccard=0.4455
ex288,layer,10,660,inputs=3003; max_preimage=24; singleton_outputs=99; fixed=13; avg_hdist=6.4829; avg_jaccard=0.5201
ex288,layer,11,347,inputs=1365; max_preimage=17; singleton_outputs=71; fixed=14; avg_hdist=5.5531; avg_jaccard=0.6049
ex288,layer,12,147,inputs=455; max_preimage=10; singleton_outputs=37; fixed=11; avg_hdist=4.3516; avg_jaccard=0.6996
ex288,layer,13,44,inputs=105; max_preimage=6; singleton_outputs=14; fixed=14; avg_hdist=2.9524; avg_jaccard=0.8007
ex288,layer,14,8,inputs=15; max_preimage=4; singleton_outputs=4; fixed=5; avg_hdist=1.3333; avg_jaccard=0.9111
ex288,layer,15,1,inputs=1; max_preimage=1; singleton_outputs=1; fixed=1; avg_hdist=0.0000; avg_jaccard=1.0000
ex288,endpoint,in_min_w1,1,0:1;1:1;2:1;3:1;4:1;5:1
ex288,endpoint,in_max_w1,1,0:1;1:1;2:1;3:1;4:1;5:1
ex288,endpoint,out_min_w1,3,9:3;5:3;11:2;3:2;14:1;13:1
ex288,endpoint,out_max_w1,3,9:3;5:3;11:2;3:2;14:1;13:1
ex288,endpoint,delta_min_w1,3,7:3;2:2;10:2;9:2;14:1;12:1
ex288,endpoint,delta_max_w1,3,7:3;2:2;10:2;9:2;14:1;12:1
ex288,endpoint,in_min_w2,14,0:14;1:13;2:12;3:11;4:10;5:9
ex288,endpoint,in_max_w2,14,14:14;13:13;12:12;11:11;10:10;9:9
ex288,endpoint,out_min_w2,19,5:19;3:19;1:15;0:11;9:9;4:9
ex288,endpoint,out_max_w2,18,11:18;13:17;9:16;5:11;14:8;6:6
ex288,endpoint,delta_min_w2,12,4:12;13:10;14:10;8:9;10:9;0:9
ex288,endpoint,delta_max_w2,11,14:11;9:10;0:10;12:9;10:8;1:8
ex288,endpoint,in_min_w3,91,0:91;1:78;2:66;3:55;4:45;5:36
ex288,endpoint,in_max_w3,91,14:91;13:78;12:66;11:55;10:45;9:36
ex288,endpoint,out_min_w3,102,1:102;0:86;3:64;5:50;2:41;4:40
ex288,endpoint,out_max_w3,117,13:117;11:70;14:61;9:50;12:43;10:26
ex288,endpoint,delta_min_w3,66,0:66;13:51;14:46;2:41;4:37;1:34
ex288,endpoint,delta_max_w3,71,14:71;0:67;1:43;12:33;3:31;13:28
ex288,endpoint,in_min_w4,364,0:364;1:286;2:220;3:165;4:120;5:84
ex288,endpoint,in_max_w4,364,14:364;13:286;12:220;11:165;10:120;9:84
ex288,endpoint,out_min_w4,360,0:360;1:347;2:205;3:149;4:106;5:84
ex288,endpoint,out_max_w4,403,13:403;14:295;11:202;12:166;9:110;10:63
ex288,endpoint,delta_min_w4,301,0:301;2:171;14:147;13:136;1:125;12:86
ex288,endpoint,delta_max_w4,291,0:291;14:219;1:158;13:112;3:94;12:86
ex288,endpoint,in_min_w5,1001,0:1001;1:715;2:495;3:330;4:210;5:126
ex288,endpoint,in_max_w5,1001,14:1001;13:715;12:495;11:330;10:210;9:126
ex288,endpoint,out_min_w5,1021,0:1021;1:755;2:510;3:289;4:190;5:107
ex288,endpoint,out_max_w5,942,14:942;13:891;12:396;11:391;9:162;10:113
ex288,endpoint,delta_min_w5,843,0:843;2:405;14:378;1:333;13:274;12:190
ex288,endpoint,delta_max_w5,787,0:787;14:473;1:431;13:280;2:217;3:181
ex288,endpoint,in_min_w6,2002,0:2002;1:1287;2:792;3:462;4:252;5:126
ex288,endpoint,in_max_w6,2002,14:2002;13:1287;12:792;11:462;10:252;9:126
ex288,endpoint,out_min_w6,2026,0:2026;1:1240;2:874;3:383;4:249;5:116
ex288,endpoint,out_max_w6,2089,14:2089;13:1486;12:570;11:528;10:132;9:128
ex288,endpoint,delta_min_w6,1594,0:1594;14:766;1:674;2:624;13:432;12:272
ex288,endpoint,delta_max_w6,1585,0:1585;1:828;14:751;2:450;13:418;3:257
ex288,endpoint,in_min_w7,3003,0:3003;1:1716;2:924;3:462;4:210;5:84
ex288,endpoint,in_max_w7,3003,14:3003;13:1716;12:924;11:462;10:210;9:84
ex288,endpoint,out_min_w7,2982,0:2982;1:1554;2:1076;3:408;4:263;5:88
ex288,endpoint,out_max_w7,3242,14:3242;13:1864;12:585;11:513;10:129;9:83
ex288,endpoint,delta_min_w7,2189,0:2189;14:1118;1:1056;2:713;13:519;12:285
ex288,endpoint,delta_max_w7,2343,0:2343;1:1154;14:973;2:596;13:440;12:283
ex288,endpoint,in_min_w8,3432,0:3432;1:1716;2:792;3:330;4:120;5:36
ex288,endpoint,in_max_w8,3432,14:3432;13:1716;12:792;11:330;10:120;9:36
ex288,endpoint,out_min_w8,3363,0:3363;1:1533;2:946;3:346;4:187;5:42
ex288,endpoint,out_max_w8,3635,14:3635;13:1892;12:423;11:376;10:75;9:33
ex288,endpoint,delta_min_w8,2337,0:2337;14:1207;1:1186;2:620;13:472;3:232
ex288,endpoint,delta_max_w8,2702,0:2702;1:1152;14:1056;2:539;13:324;12:241
ex288,endpoint,in_min_w9,3003,0:3003;1:1287;2:495;3:165;4:45;5:9
ex288,endpoint,in_max_w9,3003,14:3003;13:1287;12:495;11:165;10:45;9:9
ex288,endpoint,out_min_w9,2913,0:2913;1:1225;2:583;3:188;4:82;5:11
ex288,endpoint,out_max_w9,3050,14:3050;13:1515;12:223;11:175;10:39;9:3
ex288,endpoint,delta_min_w9,1995,0:1995;1:1033;14:965;2:361;13:323;3:152
ex288,endpoint,delta_max_w9,2413,0:2413;14:895;1:836;2:355;13:165;12:133
ex288,endpoint,in_min_w10,2002,0:2002;1:715;2:220;3:55;4:10;5:1
ex288,endpoint,in_max_w10,2002,14:2002;13:715;12:220;11:55;10:10;9:1
ex288,endpoint,out_min_w10,1935,0:1935;1:758;2:213;3:73;4:23;5:1
ex288,endpoint,out_max_w10,1923,14:1923;13:913;12:97;11:57;10:13
ex288,endpoint,delta_min_w10,1341,0:1341;1:673;14:571;13:165;2:127;3:72
ex288,endpoint,delta_max_w10,1634,0:1634;14:589;1:427;2:168;13:63;12:51
ex288,endpoint,in_min_w11,1001,0:1001;1:286;2:66;3:11;4:1
ex288,endpoint,in_max_w11,1001,14:1001;13:286;12:66;11:11;10:1
ex288,endpoint,out_min_w11,978,0:978;1:321;2:46;3:18;4:2
ex288,endpoint,out_max_w11,903,14:903;13:427;12:19;11:15;10:1
ex288,endpoint,delta_min_w11,711,0:711;1:297;14:241;13:59;2:30;3:16
ex288,endpoint,delta_max_w11,829,0:829;14:287;1:154;2:55;12:15;13:12
ex288,endpoint,in_min_w12,364,0:364;1:78;2:12;3:1
