round,run_id,agent_id,case,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,status,notes,method_signature,domain,official_status,reference_adp,current_adp,frontend_best_adp,current_best_adp,outcome,shard_csv
,,sub-fp8-arith-mutate-r89,ex240,ex240_r89_cancel_packed_select,1,645,45,29025,student/work/frontend_best_mutation_round89_20260613_2357/sub-fp8-arith-mutate-r89/ex240/verilog/ex240_r89_cancel_packed_select.v,student/work/frontend_best_mutation_round89_20260613_2357/sub-fp8-arith-mutate-r89/ex240/aigs/ex240_r89_cancel_packed_select.aig,student/runs/float_fp8/frontend_best_mutation_round89_20260613_2357/sub-fp8-arith-mutate-r89/ex240/official_eval/ex240_r89_cancel_packed_select/ex240_r89_cancel_packed_select.evaluate.py.log,,evaluate.py status=OK; exit=0; Mutates current r64 source by replacing separate sign/magnitude selectors with packed same/diff output branches; not a max-eff or LZD DAG replay.,ex240|E4M3FN packed add high byte plus low byte|cancellation-selected packed output grouping|shared r64 same-sign GRS and diff normalizer with packed same/diff result mux|repo_yosys_frontend_default|official_evaluate|packed_same_diff_output,,,13299,,26230,21046,equivalent_nonwinning,student/frontend_campaigns/campaigns/frontend_best_mutation_round89_20260613_2357/agent_shards/sub-fp8-arith-mutate-r89/evaluation_results.csv
,,sub-fp8-arith-mutate-r89,ex241,ex241_r89_product_round_field_stage,1,554,30,16620,student/work/frontend_best_mutation_round89_20260613_2357/sub-fp8-arith-mutate-r89/ex241/verilog/ex241_r89_product_round_field_stage.v,student/work/frontend_best_mutation_round89_20260613_2357/sub-fp8-arith-mutate-r89/ex241/aigs/ex241_r89_product_round_field_stage.aig,student/runs/float_fp8/frontend_best_mutation_round89_20260613_2357/sub-fp8-arith-mutate-r89/ex241/official_eval/ex241_r89_product_round_field_stage/ex241_r89_product_round_field_stage.evaluate.py.log,,evaluate.py status=OK; exit=0; Mutates current nested product source around product rounding/output grouping; not a product exception or round-bucket DAG replay.,ex241|E4M3FN packed multiply high byte times low byte|staged product-round field output grouping|shared nested product magnitude table with explicit rounded exponent and fraction wires|repo_yosys_frontend_default|official_evaluate|sign_exp_frac_output,,,7224,,14094,11592,equivalent_nonwinning,student/frontend_campaigns/campaigns/frontend_best_mutation_round89_20260613_2357/agent_shards/sub-fp8-arith-mutate-r89/evaluation_results.csv
,,sub-fp8-arith-mutate-r89,ex245,ex245_r89_active_branch_packed,1,707,33,23331,student/work/frontend_best_mutation_round89_20260613_2357/sub-fp8-arith-mutate-r89/ex245/verilog/ex245_r89_active_branch_packed.v,student/work/frontend_best_mutation_round89_20260613_2357/sub-fp8-arith-mutate-r89/ex245/aigs/ex245_r89_active_branch_packed.aig,student/runs/float_fp8/frontend_best_mutation_round89_20260613_2357/sub-fp8-arith-mutate-r89/ex245/official_eval/ex245_r89_active_branch_packed/ex245_r89_active_branch_packed.evaluate.py.log,,evaluate.py status=OK; exit=0; Mutates current active-table source around output grouping; not a max-eff active or active-LZD DAG replay.,ex245|E5M2FN packed add high byte plus low byte|active same-diff-pass packed branch output grouping|shared active table mux with same diff pass output branches before final NaN mux|repo_yosys_frontend_default|official_evaluate|packed_active_branch_output,,,11050,,22077,17319,equivalent_nonwinning,student/frontend_campaigns/campaigns/frontend_best_mutation_round89_20260613_2357/agent_shards/sub-fp8-arith-mutate-r89/evaluation_results.csv
89,frontend_best_mutation_round89_20260613_2357,sub-fp8-top-mutate-r89,ex247,ex247_r89_region_mux_ladder,1,367,24,8808,student/work/frontend_best_mutation_round89_20260613_2357/sub-fp8-top-mutate-r89/ex247/verilog/ex247_r89_region_mux_ladder.v,student/work/frontend_best_mutation_round89_20260613_2357/sub-fp8-top-mutate-r89/ex247/aigs/ex247_r89_region_mux_ladder.aig,student/runs/float_fp8/frontend_best_mutation_round89_20260613_2357/sub-fp8-top-mutate-r89/ex247/logs/ex247_r89_region_mux_ladder.evaluate.py.log,OK,official evaluate.py OK; nonwinning,ex247|E5M2FN packed low-over-high division|round89 region mux ladder over current best source|shared denominator/numerator decode with two-stage region magnitude mux|repo_yosys_frontend|official_evaluate|not_r87_guarded_not_r88_descriptor,,,,,,,,student/frontend_campaigns/campaigns/frontend_best_mutation_round89_20260613_2357/agent_shards/sub-fp8-top-mutate-r89/evaluation_results.csv
89,frontend_best_mutation_round89_20260613_2357,sub-fp8-top-mutate-r89,ex246,ex246_r89_product_decode_bus,1,355,24,8520,student/work/frontend_best_mutation_round89_20260613_2357/sub-fp8-top-mutate-r89/ex246/verilog/ex246_r89_product_decode_bus.v,student/work/frontend_best_mutation_round89_20260613_2357/sub-fp8-top-mutate-r89/ex246/aigs/ex246_r89_product_decode_bus.aig,student/runs/float_fp8/frontend_best_mutation_round89_20260613_2357/sub-fp8-top-mutate-r89/ex246/logs/ex246_r89_product_decode_bus.evaluate.py.log,OK,official evaluate.py OK; nonwinning,ex246|E5M2FN packed multiply high byte times low byte|round89 packed product decode bus over current best source|shared sign/exponent/product decode bus before product_mag mux|repo_yosys_frontend|official_evaluate|not_r87_guarded_not_r88_descriptor,,,,,,,,student/frontend_campaigns/campaigns/frontend_best_mutation_round89_20260613_2357/agent_shards/sub-fp8-top-mutate-r89/evaluation_results.csv
89,frontend_best_mutation_round89_20260613_2357,sub-fp8-top-mutate-r89,ex244,ex244_r89_ordered_mag_bus,1,328,37,12136,student/work/frontend_best_mutation_round89_20260613_2357/sub-fp8-top-mutate-r89/ex244/verilog/ex244_r89_ordered_mag_bus.v,student/work/frontend_best_mutation_round89_20260613_2357/sub-fp8-top-mutate-r89/ex244/aigs/ex244_r89_ordered_mag_bus.aig,student/runs/float_fp8/frontend_best_mutation_round89_20260613_2357/sub-fp8-top-mutate-r89/ex244/logs/ex244_r89_ordered_mag_bus.evaluate.py.log,OK,official evaluate.py OK; nonwinning,ex244|E4M3FN packed hypot abs high low|round89 ordered magnitude bus over current best source|shared ordered max/min magnitude bus feeding max_eff/gap/delta mux|repo_yosys_frontend|official_evaluate|not_r87_guarded_not_r88_descriptor,,,,,,,,student/frontend_campaigns/campaigns/frontend_best_mutation_round89_20260613_2357/agent_shards/sub-fp8-top-mutate-r89/evaluation_results.csv
89,frontend_best_mutation_round89_20260613_2357,sub-fp8-top-mutate-r89,ex249,ex249_r89_ordered_mag_active_tail,1,191,30,5730,student/work/frontend_best_mutation_round89_20260613_2357/sub-fp8-top-mutate-r89/ex249/verilog/ex249_r89_ordered_mag_active_tail.v,student/work/frontend_best_mutation_round89_20260613_2357/sub-fp8-top-mutate-r89/ex249/aigs/ex249_r89_ordered_mag_active_tail.aig,student/runs/float_fp8/frontend_best_mutation_round89_20260613_2357/sub-fp8-top-mutate-r89/ex249/logs/ex249_r89_ordered_mag_active_tail.evaluate.py.log,OK,official evaluate.py OK; nonwinning,ex249|E5M2FN packed hypot abs high low|round89 ordered magnitude active-tail split over current best source|shared ordered magnitude bus plus explicit active-gap delta/saturation tail|repo_yosys_frontend|official_evaluate|not_r87_guarded_not_r88_descriptor,,,,,,,,student/frontend_campaigns/campaigns/frontend_best_mutation_round89_20260613_2357/agent_shards/sub-fp8-top-mutate-r89/evaluation_results.csv
round89,frontend_best_mutation_round89_20260613_2357,sub-integer-small-r89,ex260,ex260_r89_direct_grouped_mul_yosys_abc_and,1,117,20,2340,student/work/frontend_best_mutation_round89_20260613_2357/sub-integer-small-r89/ex260/verilog/ex260_r89_direct_grouped_mul.v,student/work/frontend_best_mutation_round89_20260613_2357/sub-integer-small-r89/ex260/aigs/ex260_r89_direct_grouped_mul_yosys_abc_and.aig,student/runs/integer/frontend_best_mutation_round89_20260613_2357/sub-integer-small-r89/ex260/official_eval/ex260_r89_direct_grouped_mul_yosys_abc_and/ex260_r89_direct_grouped_mul_yosys_abc_and.evaluate.py.log,OK,official_aig=student/runs/integer/frontend_best_mutation_round89_20260613_2357/sub-integer-small-r89/ex260/official_eval/ex260_r89_direct_grouped_mul_yosys_abc_and/output/ex260.aig,ex260|signed_low4_high4_multiply_r89_direct_grouped_assign|direct_signed_mul_grouped_outputs|word_product_shared_by_low_high_groups|yosys_abc_g_and|abc_xf_official_evaluate|not_r86_bdd_not_r87_signcorr_not_r88_screen,integer,OK,657,1066,1131,,,student/frontend_campaigns/campaigns/frontend_best_mutation_round89_20260613_2357/agent_shards/sub-integer-small-r89/evaluation_results.csv
round89,frontend_best_mutation_round89_20260613_2357,sub-integer-small-r89,ex260,ex260_r89_support_cluster_anf_yosys_abc_and,1,291,34,9894,student/work/frontend_best_mutation_round89_20260613_2357/sub-integer-small-r89/ex260/verilog/ex260_r89_support_cluster_anf.v,student/work/frontend_best_mutation_round89_20260613_2357/sub-integer-small-r89/ex260/aigs/ex260_r89_support_cluster_anf_yosys_abc_and.aig,student/runs/integer/frontend_best_mutation_round89_20260613_2357/sub-integer-small-r89/ex260/official_eval/ex260_r89_support_cluster_anf_yosys_abc_and/ex260_r89_support_cluster_anf_yosys_abc_and.evaluate.py.log,OK,official_aig=student/runs/integer/frontend_best_mutation_round89_20260613_2357/sub-integer-small-r89/ex260/official_eval/ex260_r89_support_cluster_anf_yosys_abc_and/output/ex260.aig,ex260|signed_low4_high4_multiply_r89_support_clustered_anf|unique_monomial_wire_pool|shared_anf_terms_across_all_outputs|yosys_abc_g_and|abc_xf_official_evaluate|not_r86_bdd_root_not_r87_signcorr_not_r88_diagnostic_only,integer,OK,657,1066,1131,,,student/frontend_campaigns/campaigns/frontend_best_mutation_round89_20260613_2357/agent_shards/sub-integer-small-r89/evaluation_results.csv
round89,frontend_best_mutation_round89_20260613_2357,sub-integer-small-r89,ex266,ex266_r89_sel_x9843_wordbdd_yosys_abc_and,1,159,11,1749,student/work/frontend_best_mutation_round89_20260613_2357/sub-integer-small-r89/ex266/verilog/ex266_r89_sel_x9843_wordbdd.v,student/work/frontend_best_mutation_round89_20260613_2357/sub-integer-small-r89/ex266/aigs/ex266_r89_sel_x9843_wordbdd_yosys_abc_and.aig,student/runs/integer/frontend_best_mutation_round89_20260613_2357/sub-integer-small-r89/ex266/official_eval/ex266_r89_sel_x9843_wordbdd_yosys_abc_and/ex266_r89_sel_x9843_wordbdd_yosys_abc_and.evaluate.py.log,OK,official_aig=student/runs/integer/frontend_best_mutation_round89_20260613_2357/sub-integer-small-r89/ex266/official_eval/ex266_r89_sel_x9843_wordbdd_yosys_abc_and/output/ex266.aig,ex266|unsigned_low5_high5_divide_r89_selector_x9843_wordbdd|r88_best_exception_selector_local_bitbdd|shared_word_mux_over_16_cofactors|yosys_abc_g_and|abc_xf_official_evaluate|not_current_x984_wordmux_not_r86_root_not_r87_threshold,integer,OK,848,1296,1480,,,student/frontend_campaigns/campaigns/frontend_best_mutation_round89_20260613_2357/agent_shards/sub-integer-small-r89/evaluation_results.csv
