round,run_id,agent_id,case,candidate_id,simulator,status,patterns,log_path,notes,sim_tool,sim_status,sim_log,shard_csv,simulation_used,simulation_pass
,,sub-fp8-arith-mutate-r89,ex240,ex240_r89_cancel_packed_select,,,,,official evaluate.py was used for acceptance,not_run,not_run,,student/frontend_campaigns/campaigns/frontend_best_mutation_round89_20260613_2357/agent_shards/sub-fp8-arith-mutate-r89/simulation_results.csv,,
,,sub-fp8-arith-mutate-r89,ex241,ex241_r89_product_round_field_stage,,,,,official evaluate.py was used for acceptance,not_run,not_run,,student/frontend_campaigns/campaigns/frontend_best_mutation_round89_20260613_2357/agent_shards/sub-fp8-arith-mutate-r89/simulation_results.csv,,
,,sub-fp8-arith-mutate-r89,ex245,ex245_r89_active_branch_packed,,,,,official evaluate.py was used for acceptance,not_run,not_run,,student/frontend_campaigns/campaigns/frontend_best_mutation_round89_20260613_2357/agent_shards/sub-fp8-arith-mutate-r89/simulation_results.csv,,
89,frontend_best_mutation_round89_20260613_2357,sub-fp8-top-mutate-r89,ex247,ex247_r89_region_mux_ladder,,,,,official evaluate.py used directly,,,,student/frontend_campaigns/campaigns/frontend_best_mutation_round89_20260613_2357/agent_shards/sub-fp8-top-mutate-r89/simulation_results.csv,0,not_run
89,frontend_best_mutation_round89_20260613_2357,sub-fp8-top-mutate-r89,ex246,ex246_r89_product_decode_bus,,,,,official evaluate.py used directly,,,,student/frontend_campaigns/campaigns/frontend_best_mutation_round89_20260613_2357/agent_shards/sub-fp8-top-mutate-r89/simulation_results.csv,0,not_run
89,frontend_best_mutation_round89_20260613_2357,sub-fp8-top-mutate-r89,ex244,ex244_r89_ordered_mag_bus,,,,,official evaluate.py used directly,,,,student/frontend_campaigns/campaigns/frontend_best_mutation_round89_20260613_2357/agent_shards/sub-fp8-top-mutate-r89/simulation_results.csv,0,not_run
89,frontend_best_mutation_round89_20260613_2357,sub-fp8-top-mutate-r89,ex249,ex249_r89_ordered_mag_active_tail,,,,,official evaluate.py used directly,,,,student/frontend_campaigns/campaigns/frontend_best_mutation_round89_20260613_2357/agent_shards/sub-fp8-top-mutate-r89/simulation_results.csv,0,not_run
