case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,items,notes
ex280,ex280_prefix_parity_interleave_abc_g_aig,,abc_g_aig,student/work/ex280_ex284_frontend_bdd_parity_key_20260608_1735/ex280/verilog/ex280_unknown_bdd_key_prefix_parity_interleave.v,student/work/ex280_ex284_frontend_bdd_parity_key_synthflow_20260608_1743/ex280/aigs/ex280_prefix_parity_interleave_abc_g_aig.aig,772,32,24704,Yosys abc gate set aig,Yosys abc gate set aig
ex281,ex281_prefix_parity_interleave_abc_g_aig,,abc_g_aig,student/work/ex280_ex284_frontend_bdd_parity_key_20260608_1735/ex281/verilog/ex281_unknown_bdd_key_prefix_parity_interleave.v,student/work/ex280_ex284_frontend_bdd_parity_key_synthflow_20260608_1743/ex281/aigs/ex281_prefix_parity_interleave_abc_g_aig.aig,919,37,34003,Yosys abc gate set aig,Yosys abc gate set aig
ex282,ex282_prefix_parity_interleave_synth_preset,,synth_preset,student/work/ex280_ex284_frontend_bdd_parity_key_20260608_1735/ex282/verilog/ex282_unknown_bdd_key_prefix_parity_interleave.v,student/work/ex280_ex284_frontend_bdd_parity_key_synthflow_20260608_1743/ex282/aigs/ex282_prefix_parity_interleave_synth_preset.aig,1071,38,40698,Yosys synth preset with flatten,Yosys synth preset with flatten
ex283,ex283_prefix_parity_interleave_abc_g_aig,,abc_g_aig,student/work/ex280_ex284_frontend_bdd_parity_key_20260608_1735/ex283/verilog/ex283_unknown_bdd_key_prefix_parity_interleave.v,student/work/ex280_ex284_frontend_bdd_parity_key_synthflow_20260608_1743/ex283/aigs/ex283_prefix_parity_interleave_abc_g_aig.aig,1245,43,53535,Yosys abc gate set aig,Yosys abc gate set aig
ex284,ex284_prefix_parity_interleave_abc_g_aig,,abc_g_aig,student/work/ex280_ex284_frontend_bdd_parity_key_20260608_1735/ex284/verilog/ex284_unknown_bdd_key_prefix_parity_interleave.v,student/work/ex280_ex284_frontend_bdd_parity_key_synthflow_20260608_1743/ex284/aigs/ex284_prefix_parity_interleave_abc_g_aig.aig,1431,45,64395,Yosys abc gate set aig,Yosys abc gate set aig
