case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,items,runtime_sec,notes
ex224,ex224_fp16_log2_field_exp_lut_mant_table,fp16_log2,field_exp_lut_mant_table,student/work/ex224_frontend_fp16_log2_fieldsplit_20260607_0840/ex224/verilog/ex224_fp16_log2_field_exp_lut_mant_table.v,student/work/ex224_frontend_fp16_log2_fieldsplit_20260607_0840/ex224/aigs/ex224_fp16_log2_field_exp_lut_mant_table.aig,1,1,1,6340,21,133140,64708,2.057551,0,0,semantic_hybrid,"field split all groups: sign casez, out_exp case LUT, out_mant 10-bit table; exp_items=8248; mant_items=31777",10.928,"field split all groups: sign casez, out_exp case LUT, out_mant 10-bit table; exp_items=8248; mant_items=31777"
ex224,ex224_fp16_log2_field_exp_run_mant_table,fp16_log2,field_exp_run_mant_table,student/work/ex224_frontend_fp16_log2_fieldsplit_20260607_0840/ex224/verilog/ex224_fp16_log2_field_exp_run_mant_table.v,student/work/ex224_frontend_fp16_log2_fieldsplit_20260607_0840/ex224/aigs/ex224_fp16_log2_field_exp_run_mant_table.aig,1,1,1,6307,22,138754,64708,2.144310,0,0,semantic_hybrid,"field split all groups: sign casez, out_exp balanced run-tree, out_mant 10-bit table; exp_items=91; exp_runs=35; mant_items=31777",9.769,"field split all groups: sign casez, out_exp balanced run-tree, out_mant 10-bit table; exp_items=91; exp_runs=35; mant_items=31777"
