case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex289,ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_onehot_group,unknown_duality_symcof,split2_f00_bits_0_1_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_split2_selectors_20260609_1110/ex289/verilog/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_split2_selectors_20260609_1110/ex289/aigs/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_onehot_group.aig,1,1,1,1097,21,23037,6.542,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=173:178:178:154:157:170:170:141:157:141:137:146:146:150; total_group_nodes=2198; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_14_onehot_group,unknown_duality_symcof,split2_f00_bits_0_1_12_13_14_onehot_group,student/work/ex289_frontend_duality_symcof_split2_selectors_20260609_1110/ex289/verilog/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_14_onehot_group.v,student/work/ex289_frontend_duality_symcof_split2_selectors_20260609_1110/ex289/aigs/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_14_onehot_group.aig,1,1,1,1218,21,25578,6.233,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:1:11:12:13; inner_bits=2:3:4:5:6:7:8:9:10:14; classes=28; group_nodes=131:138:138:119:117:130:130:99:117:99:99:108:108:108:112:121:121:110:94:109:109:95:94:95:95:110:110:101; total_group_nodes=3117; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_f00_bits_0_1_3_12_13_onehot_group,unknown_duality_symcof,split2_f00_bits_0_1_3_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_split2_selectors_20260609_1110/ex289/verilog/ex289_unknown_duality_symcof_split2_f00_bits_0_1_3_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_split2_selectors_20260609_1110/ex289/aigs/ex289_unknown_duality_symcof_split2_f00_bits_0_1_3_12_13_onehot_group.aig,1,1,1,1325,19,25175,6.351,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:1:2:11:12; inner_bits=3:4:5:6:7:8:9:10:13:14; classes=28; group_nodes=121:126:126:114:129:132:132:117:106:117:117:105:117:126:126:114:106:105:117:114:102:107:107:104:111:116:116:109; total_group_nodes=3239; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_f00_bits_0_1_11_12_13_onehot_group,unknown_duality_symcof,split2_f00_bits_0_1_11_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_split2_selectors_20260609_1110/ex289/verilog/ex289_unknown_duality_symcof_split2_f00_bits_0_1_11_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_split2_selectors_20260609_1110/ex289/aigs/ex289_unknown_duality_symcof_split2_f00_bits_0_1_11_12_13_onehot_group.aig,1,1,1,1759,21,36939,6.721,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:1:10:11:12; inner_bits=2:3:4:5:6:7:8:9:13:14; classes=28; group_nodes=119:128:128:112:137:138:138:127:116:128:128:108:128:141:141:119:116:108:128:119:99:108:108:104:117:128:128:131; total_group_nodes=3430; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_f00_bits_0_1_13_14_onehot_group,unknown_duality_symcof,split2_f00_bits_0_1_13_14_onehot_group,student/work/ex289_frontend_duality_symcof_split2_selectors_20260609_1110/ex289/verilog/ex289_unknown_duality_symcof_split2_f00_bits_0_1_13_14_onehot_group.v,student/work/ex289_frontend_duality_symcof_split2_selectors_20260609_1110/ex289/aigs/ex289_unknown_duality_symcof_split2_f00_bits_0_1_13_14_onehot_group.aig,1,1,1,1366,21,28686,6.966,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:1:12:13; inner_bits=2:3:4:5:6:7:8:9:10:11:14; classes=16; group_nodes=201:210:210:164:202:213:213:176:178:191:191:176:157:182:182:158; total_group_nodes=3004; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_f00_bits_0_1_3_13_onehot_group,unknown_duality_symcof,split2_f00_bits_0_1_3_13_onehot_group,student/work/ex289_frontend_duality_symcof_split2_selectors_20260609_1110/ex289/verilog/ex289_unknown_duality_symcof_split2_f00_bits_0_1_3_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_split2_selectors_20260609_1110/ex289/aigs/ex289_unknown_duality_symcof_split2_f00_bits_0_1_3_13_onehot_group.aig,1,1,1,1320,22,29040,6.989,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:1:2:12; inner_bits=3:4:5:6:7:8:9:10:11:13:14; classes=16; group_nodes=174:187:187:166:196:207:207:177:169:188:188:163:187:204:204:180; total_group_nodes=2984; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_onehot_group,unknown_duality_symcof,split2_f10_bits_0_1_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_split2_selectors_20260609_1110/ex289/verilog/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_split2_selectors_20260609_1110/ex289/aigs/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_onehot_group.aig,1,1,1,1114,21,23394,6.757,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f10; mux_style=onehot; bdd_share=group; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=190:196:196:180:183:199:199:169:183:169:168:178:178:187; total_group_nodes=2575; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_14_onehot_group,unknown_duality_symcof,split2_f10_bits_0_1_12_13_14_onehot_group,student/work/ex289_frontend_duality_symcof_split2_selectors_20260609_1110/ex289/verilog/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_14_onehot_group.v,student/work/ex289_frontend_duality_symcof_split2_selectors_20260609_1110/ex289/aigs/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_14_onehot_group.aig,1,1,1,1244,21,26124,6.507,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f10; mux_style=onehot; bdd_share=group; outer_bits=0:1:11:12:13; inner_bits=2:3:4:5:6:7:8:9:10:14; classes=28; group_nodes=150:158:158:139:135:155:155:122:135:122:124:138:138:142:133:141:141:136:123:139:139:122:123:122:126:142:142:137; total_group_nodes=3837; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_f10_bits_0_1_3_12_13_onehot_group,unknown_duality_symcof,split2_f10_bits_0_1_3_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_split2_selectors_20260609_1110/ex289/verilog/ex289_unknown_duality_symcof_split2_f10_bits_0_1_3_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_split2_selectors_20260609_1110/ex289/aigs/ex289_unknown_duality_symcof_split2_f10_bits_0_1_3_12_13_onehot_group.aig,1,1,1,1349,20,26980,6.660,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f10; mux_style=onehot; bdd_share=group; outer_bits=0:1:2:11:12; inner_bits=3:4:5:6:7:8:9:10:13:14; classes=28; group_nodes=139:144:144:136:143:147:147:141:132:144:144:128:140:152:152:140:132:128:140:140:129:135:135:136:141:147:147:143; total_group_nodes=3926; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_f10_bits_0_1_11_12_13_onehot_group,unknown_duality_symcof,split2_f10_bits_0_1_11_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_split2_selectors_20260609_1110/ex289/verilog/ex289_unknown_duality_symcof_split2_f10_bits_0_1_11_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_split2_selectors_20260609_1110/ex289/aigs/ex289_unknown_duality_symcof_split2_f10_bits_0_1_11_12_13_onehot_group.aig,1,1,1,1897,21,39837,6.795,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f10; mux_style=onehot; bdd_share=group; outer_bits=0:1:10:11:12; inner_bits=2:3:4:5:6:7:8:9:13:14; classes=28; group_nodes=131:141:141:125:130:134:134:128:134:142:142:120:137:149:149:127:134:120:137:127:118:122:122:120:125:133:133:133; total_group_nodes=3688; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
