case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex264,ex264_smul_baugh_wooley_wallace_synth_preset_d11,signed low8_high8:a*b,baugh_wooley_wallace+synth_preset_d11,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/verilog/ex264_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/aigs/ex264_smul_baugh_wooley_wallace_synth_preset_d11.aig,1,1,1,490,30,14700,9724,1.511724,0,0,1.925,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=synth_preset_d11
ex264,ex264_smul_baugh_wooley_wallace_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/verilog/ex264_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/aigs/ex264_smul_baugh_wooley_wallace_synth_preset_d13.aig,1,1,1,490,30,14700,9724,1.511724,0,0,1.949,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_synth_preset_d15,signed low8_high8:a*b,baugh_wooley_wallace+synth_preset_d15,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/verilog/ex264_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/aigs/ex264_smul_baugh_wooley_wallace_synth_preset_d15.aig,1,1,1,490,30,14700,9724,1.511724,0,0,1.948,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=synth_preset_d15
ex264,ex264_smul_baugh_wooley_wallace_synth_preset_d18,signed low8_high8:a*b,baugh_wooley_wallace+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/verilog/ex264_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/aigs/ex264_smul_baugh_wooley_wallace_synth_preset_d18.aig,1,1,1,490,30,14700,9724,1.511724,0,0,1.913,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_synth_preset_d20,signed low8_high8:a*b,baugh_wooley_wallace+synth_preset_d20,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/verilog/ex264_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/aigs/ex264_smul_baugh_wooley_wallace_synth_preset_d20.aig,1,1,1,490,30,14700,9724,1.511724,0,0,1.927,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=synth_preset_d20
ex264,ex264_smul_baugh_wooley_wallace_synth_preset_d24,signed low8_high8:a*b,baugh_wooley_wallace+synth_preset_d24,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/verilog/ex264_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/aigs/ex264_smul_baugh_wooley_wallace_synth_preset_d24.aig,1,1,1,490,30,14700,9724,1.511724,0,0,1.914,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=synth_preset_d24
ex264,ex264_smul_baugh_wooley_wallace_synth_preset_d28,signed low8_high8:a*b,baugh_wooley_wallace+synth_preset_d28,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/verilog/ex264_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/aigs/ex264_smul_baugh_wooley_wallace_synth_preset_d28.aig,1,1,1,490,30,14700,9724,1.511724,0,0,1.943,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=synth_preset_d28
ex264,ex264_smul_baugh_wooley_wallace_abc_g_aig_d9,signed low8_high8:a*b,baugh_wooley_wallace+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/verilog/ex264_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/aigs/ex264_smul_baugh_wooley_wallace_abc_g_aig_d9.aig,1,1,1,496,31,15376,9724,1.581242,0,0,1.779,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=abc_g_aig_d9
ex264,ex264_smul_baugh_wooley_wallace_abc_g_aig_d11,signed low8_high8:a*b,baugh_wooley_wallace+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/verilog/ex264_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/aigs/ex264_smul_baugh_wooley_wallace_abc_g_aig_d11.aig,1,1,1,496,31,15376,9724,1.581242,0,0,1.779,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=abc_g_aig_d11
ex264,ex264_smul_baugh_wooley_wallace_abc_g_aig_d13,signed low8_high8:a*b,baugh_wooley_wallace+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/verilog/ex264_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/aigs/ex264_smul_baugh_wooley_wallace_abc_g_aig_d13.aig,1,1,1,496,31,15376,9724,1.581242,0,0,1.770,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=abc_g_aig_d13
ex264,ex264_smul_baugh_wooley_wallace_abc_g_aig_d15,signed low8_high8:a*b,baugh_wooley_wallace+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/verilog/ex264_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_flow_20260609_0252/ex264/aigs/ex264_smul_baugh_wooley_wallace_abc_g_aig_d15.aig,1,1,1,496,31,15376,9724,1.581242,0,0,1.780,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=abc_g_aig_d15
