case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex224,ex224_fp16_log2_casez_sign_bits10_11_t16,fp16_log2,casez_sign_bits10_11_t16,student/work/ex224_frontend_fp16_bitlogic5_20260607_0001/ex224/verilog/ex224_fp16_log2_casez_sign_bits10_11_t16.v,student/work/ex224_frontend_fp16_bitlogic5_20260607_0001/ex224/aigs/ex224_fp16_log2_casez_sign_bits10_11_t16.aig,1,1,6284,21,131964,64708,2.039377,0,0,structural_exact,"per-output-bit run-cover hybrid; bits=11,10; threshold=16; table_items=31777; casez_sign=exp0_or_positive_exp1_to14 | bit=11; threshold=16; const_groups=59; range_groups=5; table_groups=0; range_items=18; table_items=0 | bit=10; threshold=16; const_groups=56; range_groups=8; table_groups=0; range_items=35; table_items=0"
