case,metric,key,value,detail
ex286,independent_block_scatter,block4,8069,groups=0:1:2:3|4:5:6:7|8:9:10:11|12;popcount_bad=4294;first=x=0x11;expected=0x440;pred=0x840
ex286,prefix_count_transport,out_prefix1,5073/8192,suffix12
ex286,prefix_count_transport,out_prefix2,3791/8192,suffix11
ex286,prefix_count_transport,out_prefix4,3096/8192,suffix9
ex286,prefix_count_transport,out_prefix8,3449/8192,prefix8
ex286,prefix_count_transport,out_prefix12,5037/8192,prefix12
ex287,onehot_map,input_to_output_slot,6:13:9:5:11:11:9:9:3:3:4:3:5:9,single-token output slot by input bit
ex287,output_state_insertion,natural,2237,0:states=1:conflicts=0;1:states=2:conflicts=0;2:states=4:conflicts=0;3:states=8:conflicts=0;4:states=16:conflicts=0;5:states=32:conflicts=0;6:states=48:conflicts=0;7:states=88:conflicts=11;8:states=114:conflicts=22;9:states=238:conflicts=32;10:states=350:conflicts=67;11:states=682:conflicts=181;12:states=1046:conflicts=301;13:states=1817:conflicts=1623
ex287,output_state_insertion,reverse,3823,13:states=1:conflicts=0;12:states=2:conflicts=0;11:states=4:conflicts=0;10:states=8:conflicts=0;9:states=16:conflicts=0;8:states=26:conflicts=6;7:states=38:conflicts=16;6:states=85:conflicts=17;5:states=130:conflicts=21;4:states=244:conflicts=78;3:states=309:conflicts=201;2:states=649:conflicts=300;1:states=1041:conflicts=797;0:states=1893:conflicts=2387
ex287,output_state_insertion,onehot,4473,8:states=1:conflicts=0;9:states=2:conflicts=0;11:states=3:conflicts=0;10:states=5:conflicts=1;3:states=10:conflicts=3;12:states=22:conflicts=0;0:states=42:conflicts=9;2:states=86:conflicts=15;6:states=174:conflicts=22;7:states=336:conflicts=59;13:states=506:conflicts=115;4:states=817:conflicts=325;5:states=1465:conflicts=1116;1:states=1869:conflicts=2808
ex287,output_state_insertion,onehot_rev,3765,1:states=1:conflicts=0;4:states=2:conflicts=0;5:states=4:conflicts=0;2:states=6:conflicts=0;6:states=12:conflicts=0;7:states=20:conflicts=6;13:states=28:conflicts=12;0:states=59:conflicts=13;3:states=119:conflicts=22;12:states=238:conflicts=36;10:states=404:conflicts=55;8:states=790:conflicts=148;9:states=1328:conflicts=974;11:states=1928:conflicts=2499
ex287,slot_candidate_sizes,twohot_profile,9:8:10:9:11:11:10:10:10:10:9:7:10:9,candidate positions per input bit from one-hot/two-hot outputs
ex287,small_slot_matching,cap1,16326,x=0x3;y=0xc;weight=2
ex287,small_slot_matching,cap2,16188,x=0x3;y=0xc;weight=2
ex287,small_slot_matching,cap3,16064,x=0x3;y=0xc;weight=2
ex287,small_slot_matching,cap4,15858,x=0x3;y=0xc;weight=2
ex287,small_slot_matching,cap5,13524,x=0x3;y=0xc;weight=2
ex287,small_slot_matching,cap6,10137,x=0xc;y=0x3000;weight=2
ex287,small_slot_matching,cap8,4798,x=0x19;y=0x54;weight=3
ex287,generalized_symmetry,input_swap_output_perm,3,4:5->outperm:0:1:2:3:4:5:6:7:8:9:10:11:12:13;6:7->outperm:0:1:2:3:4:5:6:7:8:9:10:11:12:13;8:9->outperm:0:1:2:3:4:5:6:7:8:9:10:11:12:13
ex287,layer_rank_simple,w1,1/14,bit_reverse_complement
ex287,layer_rank_simple,w2,3/91,identity
ex287,layer_rank_simple,w3,6/364,identity
ex287,layer_rank_simple,w4,11/1001,identity
ex287,layer_rank_simple,w10,13/1001,identity
ex287,layer_rank_simple,w11,12/364,identity
ex287,layer_rank_simple,w12,9/91,identity
ex287,layer_rank_simple,w13,3/14,identity
ex287,independent_block_scatter,block4,16242,groups=0:1:2:3|4:5:6:7|8:9:10:11|12:13;popcount_bad=9982;first=x=0x11;expected=0x440;pred=0x840
ex287,prefix_count_transport,out_prefix1,8949/16384,suffix13
ex287,prefix_count_transport,out_prefix2,9297/16384,suffix12
ex287,prefix_count_transport,out_prefix4,6582/16384,prefix4
ex287,prefix_count_transport,out_prefix8,6441/16384,prefix8
ex287,prefix_count_transport,out_prefix12,9243/16384,prefix12
ex287,prefix_count_transport,out_prefix13,8927/16384,prefix13
ex288,onehot_map,input_to_output_slot,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,single-token output slot by input bit
ex288,output_state_insertion,natural,6492,0:states=1:conflicts=0;1:states=2:conflicts=0;2:states=4:conflicts=0;3:states=8:conflicts=0;4:states=16:conflicts=0;5:states=32:conflicts=0;6:states=48:conflicts=0;7:states=88:conflicts=11;8:states=114:conflicts=28;9:states=240:conflicts=32;10:states=360:conflicts=43;11:states=721:conflicts=87;12:states=1321:conflicts=332;13:states=2461:conflicts=1510;14:states=4281:conflicts=4449
ex288,output_state_insertion,reverse,6528,14:states=1:conflicts=0;13:states=2:conflicts=0;12:states=4:conflicts=0;11:states=8:conflicts=0;10:states=15:conflicts=1;9:states=30:conflicts=1;8:states=56:conflicts=6;7:states=80:conflicts=22;6:states=175:conflicts=22;5:states=257:conflicts=43;4:states=532:conflicts=61;3:states=695:conflicts=135;2:states=1379:conflicts=348;1:states=2626:conflicts=1059;0:states=4406:conflicts=4830
ex288,output_state_insertion,onehot,7059,12:states=1:conflicts=0;8:states=2:conflicts=0;9:states=4:conflicts=0;11:states=6:conflicts=0;3:states=12:conflicts=0;10:states=24:conflicts=0;13:states=46:conflicts=2;14:states=87:conflicts=10;2:states=175:conflicts=23;6:states=354:conflicts=37;7:states=678:conflicts=117;4:states=1008:conflicts=251;5:states=1979:conflicts=557;1:states=2626:conflicts=1133;0:states=4406:conflicts=4929
ex288,output_state_insertion,onehot_rev,8208,0:states=1:conflicts=0;1:states=2:conflicts=0;4:states=4:conflicts=0;5:states=8:conflicts=0;2:states=12:conflicts=0;6:states=24:conflicts=0;7:states=42:conflicts=9;14:states=57:conflicts=20;3:states=120:conflicts=22;10:states=240:conflicts=30;13:states=477:conflicts=81;11:states=933:conflicts=166;8:states=1778:conflicts=522;9:states=3025:conflicts=2217;12:states=4341:conflicts=5141
ex288,slot_candidate_sizes,twohot_profile,11:11:11:11:12:12:10:10:11:11:10:9:10:10:12,candidate positions per input bit from one-hot/two-hot outputs
ex288,small_slot_matching,cap1,32664,x=0x3;y=0xc;weight=2
ex288,small_slot_matching,cap2,32457,x=0x3;y=0xc;weight=2
ex288,small_slot_matching,cap3,32167,x=0x3;y=0xc;weight=2
ex288,small_slot_matching,cap4,31834,x=0x3;y=0xc;weight=2
ex288,small_slot_matching,cap5,29643,x=0x3;y=0xc;weight=2
ex288,small_slot_matching,cap6,26005,x=0x3;y=0xc;weight=2
ex288,small_slot_matching,cap8,14559,x=0xd;y=0x4081;weight=3
ex288,generalized_symmetry,input_swap_output_perm,3,4:5->outperm:0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;6:7->outperm:0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;8:9->outperm:0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,layer_rank_simple,w1,2/15,reverse
ex288,layer_rank_simple,w2,3/105,identity
ex288,layer_rank_simple,w3,4/455,identity
ex288,layer_rank_simple,w4,15/1365,identity
ex288,layer_rank_simple,w11,14/1365,identity
ex288,layer_rank_simple,w12,11/455,identity
ex288,layer_rank_simple,w13,14/105,identity
ex288,layer_rank_simple,w14,5/15,identity
ex288,independent_block_scatter,block4,32555,groups=0:1:2:3|4:5:6:7|8:9:10:11|12:13:14;popcount_bad=21087;first=x=0x11;expected=0x4400;pred=0x4800
ex288,prefix_count_transport,out_prefix1,18267/32768,suffix14
ex288,prefix_count_transport,out_prefix2,14773/32768,suffix13
ex288,prefix_count_transport,out_prefix4,11931/32768,prefix4
ex288,prefix_count_transport,out_prefix8,11542/32768,prefix8
ex288,prefix_count_transport,out_prefix12,13175/32768,prefix12
ex288,prefix_count_transport,out_prefix14,18215/32768,prefix14
ex289,onehot_map,input_to_output_slot,14:13:9:5:11:11:9:9:7:7:5:5:2:1:5:9,single-token output slot by input bit
ex289,output_state_insertion,natural,11588,0:states=1:conflicts=0;1:states=2:conflicts=0;2:states=4:conflicts=0;3:states=8:conflicts=0;4:states=16:conflicts=0;5:states=32:conflicts=0;6:states=48:conflicts=0;7:states=88:conflicts=11;8:states=114:conflicts=32;9:states=242:conflicts=32;10:states=361:conflicts=43;11:states=731:conflicts=61;12:states=953:conflicts=163;13:states=1875:conflicts=495;14:states=3037:conflicts=1534;15:states=5053:conflicts=9217
ex289,output_state_insertion,reverse,13513,15:states=1:conflicts=0;14:states=2:conflicts=0;13:states=4:conflicts=0;12:states=8:conflicts=0;11:states=16:conflicts=0;10:states=31:conflicts=1;9:states=46:conflicts=3;8:states=87:conflicts=13;7:states=114:conflicts=32;6:states=241:conflicts=33;5:states=359:conflicts=51;4:states=716:conflicts=107;3:states=943:conflicts=192;2:states=1824:conflicts=686;1:states=2885:conflicts=2633;0:states=5079:conflicts=9762
ex289,output_state_insertion,onehot,14905,13:states=1:conflicts=0;12:states=2:conflicts=0;3:states=4:conflicts=0;10:states=8:conflicts=0;11:states=15:conflicts=1;14:states=23:conflicts=2;8:states=46:conflicts=3;9:states=89:conflicts=9;2:states=120:conflicts=17;6:states=247:conflicts=18;7:states=470:conflicts=89;15:states=693:conflicts=217;4:states=1097:conflicts=605;5:states=2215:conflicts=1228;1:states=2885:conflicts=2801;0:states=5079:conflicts=9915
ex289,output_state_insertion,onehot_rev,13536,0:states=1:conflicts=0;1:states=2:conflicts=0;4:states=4:conflicts=0;5:states=8:conflicts=0;2:states=12:conflicts=0;6:states=24:conflicts=0;7:states=42:conflicts=9;15:states=57:conflicts=20;8:states=120:conflicts=21;9:states=240:conflicts=35;3:states=360:conflicts=61;10:states=714:conflicts=137;11:states=1392:conflicts=358;14:states=1828:conflicts=736;12:states=2878:conflicts=2586;13:states=5086:conflicts=9573
ex289,slot_candidate_sizes,twohot_profile,10:10:11:11:12:12:10:10:12:12:10:10:9:10:11:11,candidate positions per input bit from one-hot/two-hot outputs
ex289,small_slot_matching,cap1,65391,x=0x3;y=0xc;weight=2
ex289,small_slot_matching,cap2,65101,x=0x3;y=0xc;weight=2
ex289,small_slot_matching,cap3,64955,x=0x3;y=0xc;weight=2
ex289,small_slot_matching,cap4,64509,x=0x3;y=0xc;weight=2
ex289,small_slot_matching,cap5,63321,x=0x3;y=0xc;weight=2
ex289,small_slot_matching,cap6,62446,x=0x3;y=0xc;weight=2
ex289,small_slot_matching,cap8,36694,x=0xc;y=0x3000;weight=2
ex289,generalized_symmetry,input_swap_output_perm,4,4:5->outperm:0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15;6:7->outperm:0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15;8:9->outperm:0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15;10:11->outperm:0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15
ex289,layer_rank_simple,w1,4/16,reverse
ex289,layer_rank_simple,w2,4/120,identity
ex289,layer_rank_simple,w3,2/560,identity
ex289,layer_rank_simple,w4,14/1820,identity
ex289,layer_rank_simple,w12,20/1820,identity
ex289,layer_rank_simple,w13,13/560,identity
ex289,layer_rank_simple,w14,12/120,identity
ex289,layer_rank_simple,w15,4/16,identity
ex289,independent_block_scatter,block4,65251,groups=0:1:2:3|4:5:6:7|8:9:10:11|12:13:14:15;popcount_bad=43643;first=x=0x11;expected=0x4400;pred=0x4800
ex289,prefix_count_transport,out_prefix1,34807/65536,prefix1
ex289,prefix_count_transport,out_prefix2,32241/65536,suffix14
ex289,prefix_count_transport,out_prefix4,26015/65536,prefix4
ex289,prefix_count_transport,out_prefix8,22099/65536,prefix8
ex289,prefix_count_transport,out_prefix12,26015/65536,suffix4
ex289,prefix_count_transport,out_prefix15,34807/65536,suffix1
