case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,items,classification,notes
ex225,ex225_fp16_log10_manual14_mtbdd12_9_se_mant_msb,fp16_log10,manual14_mtbdd12_9_se_mant_msb,student/work/ex225_frontend_fp16_mtbdd_correction_20260607_1539/ex225/verilog/ex225_fp16_log10_manual14_mtbdd12_9_se_mant_msb.v,student/work/ex225_frontend_fp16_mtbdd_correction_20260607_1539/ex225/aigs/ex225_fp16_log10_manual14_mtbdd12_9_se_mant_msb.aig,1,1,1,11595,23,266685,116676,2.285689,0,0,14.062,"table_items=31777; mtbdd bits=12,9; order=se_mant_msb; nodes=263; manual_bits=14",structural_exact,"exact high/low mantissa correction; table_items=31777; mtbdd bits=12,9; order=se_mant_msb; nodes=263; manual_bits=14"
ex225,ex225_fp16_log10_manual14_mtbdd13_12_9_se_mant_msb,fp16_log10,manual14_mtbdd13_12_9_se_mant_msb,student/work/ex225_frontend_fp16_mtbdd_correction_20260607_1539/ex225/verilog/ex225_fp16_log10_manual14_mtbdd13_12_9_se_mant_msb.v,student/work/ex225_frontend_fp16_mtbdd_correction_20260607_1539/ex225/aigs/ex225_fp16_log10_manual14_mtbdd13_12_9_se_mant_msb.aig,1,1,1,11656,25,291400,116676,2.497514,0,0,15.375,"table_items=31777; mtbdd bits=13,12,9; order=se_mant_msb; nodes=283; manual_bits=14",structural_exact,"exact high/low mantissa correction; table_items=31777; mtbdd bits=13,12,9; order=se_mant_msb; nodes=283; manual_bits=14"
ex225,ex225_fp16_log10_manual14_mtbdd14_13_12_9_se_mant_msb,fp16_log10,manual14_mtbdd14_13_12_9_se_mant_msb,student/work/ex225_frontend_fp16_mtbdd_correction_20260607_1539/ex225/verilog/ex225_fp16_log10_manual14_mtbdd14_13_12_9_se_mant_msb.v,student/work/ex225_frontend_fp16_mtbdd_correction_20260607_1539/ex225/aigs/ex225_fp16_log10_manual14_mtbdd14_13_12_9_se_mant_msb.aig,1,1,1,11625,23,267375,116676,2.291602,0,0,14.239,"table_items=31777; mtbdd bits=14,13,12,9; order=se_mant_msb; nodes=286; manual_bits=",structural_exact,"exact high/low mantissa correction; table_items=31777; mtbdd bits=14,13,12,9; order=se_mant_msb; nodes=286; manual_bits="
ex225,ex225_fp16_log10_manual15_14_13_mtbdd12_9_se_mant_msb,fp16_log10,manual15_14_13_mtbdd12_9_se_mant_msb,student/work/ex225_frontend_fp16_mtbdd_correction_20260607_1539/ex225/verilog/ex225_fp16_log10_manual15_14_13_mtbdd12_9_se_mant_msb.v,student/work/ex225_frontend_fp16_mtbdd_correction_20260607_1539/ex225/aigs/ex225_fp16_log10_manual15_14_13_mtbdd12_9_se_mant_msb.aig,1,1,1,11687,23,268801,116676,2.303824,0,0,15.189,"table_items=31777; mtbdd bits=12,9; order=se_mant_msb; nodes=263; manual_bits=15,14,13",structural_exact,"exact high/low mantissa correction; table_items=31777; mtbdd bits=12,9; order=se_mant_msb; nodes=263; manual_bits=15,14,13"
ex225,ex225_fp16_log10_manual14_mtbdd13_12_9_interleave,fp16_log10,manual14_mtbdd13_12_9_interleave,student/work/ex225_frontend_fp16_mtbdd_correction_20260607_1539/ex225/verilog/ex225_fp16_log10_manual14_mtbdd13_12_9_interleave.v,student/work/ex225_frontend_fp16_mtbdd_correction_20260607_1539/ex225/aigs/ex225_fp16_log10_manual14_mtbdd13_12_9_interleave.aig,1,1,1,11686,24,280464,116676,2.403785,0,0,16.166,"table_items=31777; mtbdd bits=13,12,9; order=interleave; nodes=325; manual_bits=14",structural_exact,"exact high/low mantissa correction; table_items=31777; mtbdd bits=13,12,9; order=interleave; nodes=325; manual_bits=14"
