case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_pfx3_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_pfx3+abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex260/verilog/ex260_smul_baugh_wooley_wallace_pfx3.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex260/aigs/ex260_smul_baugh_wooley_wallace_pfx3_abc_g_aig.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.210,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_pfx3; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_pfx6+abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig.aig,1,1,1,496,29,14384,9724,1.479227,1,0,1.910,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_pfx6_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_pfx6+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_wreduce_abc_g_aig.aig,1,1,1,497,30,14910,9724,1.533320,0,0,1.990,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_pfx6_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_pfx6+synth_preset_d13,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_synth_preset_d13.aig,1,1,1,487,31,15097,9724,1.552550,0,0,2.135,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_pfx6_synth_preset_d18,signed low8_high8:a*b,baugh_wooley_wallace_pfx6+synth_preset_d18,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_synth_preset_d18.aig,1,1,1,487,31,15097,9724,1.552550,0,0,1.976,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_pfx8_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_pfx8+abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx8.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx8_abc_g_aig.aig,1,1,1,495,28,13860,9724,1.425339,1,0,1.964,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx8; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_pfx8_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_pfx8+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx8.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx8_wreduce_abc_g_aig.aig,1,1,1,495,28,13860,9724,1.425339,1,0,1.955,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx8; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_pfx8_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_pfx8+synth_preset_d13,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx8.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx8_synth_preset_d13.aig,1,1,1,495,28,13860,9724,1.425339,1,0,2.042,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx8; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_pfx8_synth_preset_d18,signed low8_high8:a*b,baugh_wooley_wallace_pfx8+synth_preset_d18,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx8.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx8_synth_preset_d18.aig,1,1,1,495,28,13860,9724,1.425339,1,0,1.970,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx8; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,1,1,1,488,28,13664,9724,1.405183,1,0,1.834,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,1,1,1,489,28,13692,9724,1.408063,1,0,1.853,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,1,1,1,489,27,13203,9724,1.357775,1,0,1.980,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,signed low8_high8:a*b,baugh_wooley_wallace_hcla4+synth_preset_d18,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,1,1,1,489,27,13203,9724,1.357775,1,0,2.118,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
