case,domain,run_id,stage,method_hint,method_signature,case_scope,summary_csv,best_adp,source_root,path,notes
ex274,integer,ex270_ex274_square_carryselect2_20260609_1138,frontend,square_carryselect2,ex274|frontend|square_carryselect2,"ex270,ex271,ex272,ex273,ex274",student/runs/integer/ex270_ex274_square_carryselect2_20260609_1138/results/summary.csv,42416,student/runs,student/runs/integer/ex270_ex274_square_carryselect2_20260609_1138/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex270_ex274_square_carryselect_20260609_1138,frontend,square_carryselect,ex274|frontend|square_carryselect,"ex270,ex271,ex272,ex273,ex274",student/runs/integer/ex270_ex274_square_carryselect_20260609_1138/results/summary.csv,44114,student/runs,student/runs/integer/ex270_ex274_square_carryselect_20260609_1138/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex270_ex274_square_defaultflows_20260609_1138,frontend,square_defaultflows,ex274|frontend|square_defaultflows,"ex270,ex271,ex272,ex273,ex274",student/runs/integer/ex270_ex274_square_defaultflows_20260609_1138/results/summary.csv,44528,student/runs,student/runs/integer/ex270_ex274_square_defaultflows_20260609_1138/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex270_ex274_square_directflows_20260609_1138,frontend,square_directflows,ex274|frontend|square_directflows,"ex270,ex271,ex272,ex273,ex274",student/runs/integer/ex270_ex274_square_directflows_20260609_1138/results/summary.csv,104924,student/runs,student/runs/integer/ex270_ex274_square_directflows_20260609_1138/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex270_ex274_square_lutflows_20260609_1138,frontend,square_lutflows,ex274|frontend|square_lutflows,"ex270,ex271,ex272,ex273,ex274",student/runs/integer/ex270_ex274_square_lutflows_20260609_1138/results/summary.csv,102778,student/runs,student/runs/integer/ex270_ex274_square_lutflows_20260609_1138/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_bdd_cmpmix_20260609_1345,frontend,frontend_square_bdd_cmpmix,ex274|frontend|frontend_square_bdd_cmpmix,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_bdd_cmpmix_20260609_1345/results/summary.csv,41615,student/runs,student/runs/integer/ex273_ex274_frontend_square_bdd_cmpmix_20260609_1345/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_bdd_order_20260609_1345,frontend,frontend_square_bdd_order,ex274|frontend|frontend_square_bdd_order,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_bdd_order_20260609_1345/results/summary.csv,42126,student/runs,student/runs/integer/ex273_ex274_frontend_square_bdd_order_20260609_1345/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_bddtop56_probe_20260609_1350,frontend,frontend_square_bddtop56_probe,ex274|frontend|frontend_square_bddtop56_probe,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/results/summary.csv,46000,student/runs,student/runs/integer/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_bddtop_hcla_20260609_1350,frontend,frontend_square_bddtop_hcla,ex274|frontend|frontend_square_bddtop_hcla,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_bddtop_hcla_20260609_1350/results/summary.csv,43648,student/runs,student/runs/integer/ex273_ex274_frontend_square_bddtop_hcla_20260609_1350/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_best_delaytarget_20260609_1345,frontend,frontend_square_best_delaytarget,ex274|frontend|frontend_square_best_delaytarget,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/results/summary.csv,41370,student/runs,student/runs/integer/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_best_lowdelay_20260609_1350,frontend,frontend_square_best_lowdelay,ex274|frontend|frontend_square_best_lowdelay,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/results/summary.csv,41370,student/runs,student/runs/integer/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_block4_decomp_20260609_1240,frontend,frontend_square_block4_decomp,ex274|frontend|frontend_square_block4_decomp,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_block4_decomp_20260609_1240/results/summary.csv,42416,student/runs,student/runs/integer/ex273_ex274_frontend_square_block4_decomp_20260609_1240/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_booth_radix4_20260609_1345,frontend,frontend_square_booth_radix4,ex274|frontend|frontend_square_booth_radix4,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_booth_radix4_20260609_1345/results/summary.csv,131181,student/runs,student/runs/integer/ex273_ex274_frontend_square_booth_radix4_20260609_1345/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_cmptop_trunc_20260609_1345,frontend,frontend_square_cmptop_trunc,ex274|frontend|frontend_square_cmptop_trunc,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_cmptop_trunc_20260609_1345/results/summary.csv,41412,student/runs,student/runs/integer/ex273_ex274_frontend_square_cmptop_trunc_20260609_1345/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_colcsel_bddtop_20260609_1345,frontend,frontend_square_colcsel_bddtop,ex274|frontend|frontend_square_colcsel_bddtop,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_colcsel_bddtop_20260609_1345/results/summary.csv,214109,student/runs,student/runs/integer/ex273_ex274_frontend_square_colcsel_bddtop_20260609_1345/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_factored_fa_20260609_1345,frontend,frontend_square_factored_fa,ex274|frontend|frontend_square_factored_fa,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_factored_fa_20260609_1345/results/summary.csv,55693,student/runs,student/runs/integer/ex273_ex274_frontend_square_factored_fa_20260609_1345/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_highcofactor_lowsq_20260609_1240,frontend,frontend_square_highcofactor_lowsq,ex274|frontend|frontend_square_highcofactor_lowsq,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_highcofactor_lowsq_20260609_1240/results/summary.csv,42416,student/runs,student/runs/integer/ex273_ex274_frontend_square_highcofactor_lowsq_20260609_1240/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_highgap_struct_20260609_1738,frontend,frontend_square_highgap_struct,ex274|frontend|frontend_square_highgap_struct,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_highgap_struct_20260609_1738/results/summary.csv,56434,student/runs,student/runs/integer/ex273_ex274_frontend_square_highgap_struct_20260609_1738/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240,frontend,frontend_square_hybrid_bddtop,ex274|frontend|frontend_square_hybrid_bddtop,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/results/summary.csv,42416,student/runs,student/runs/integer/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240,frontend,frontend_square_hybrid_bddtop_cselgroups,ex274|frontend|frontend_square_hybrid_bddtop_cselgroups,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/results/summary.csv,42416,student/runs,student/runs/integer/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240,frontend,frontend_square_hybrid_bddtop_deep,ex274|frontend|frontend_square_hybrid_bddtop_deep,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/results/summary.csv,42416,student/runs,student/runs/integer/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240,frontend,frontend_square_hybrid_bddtop_fine,ex274|frontend|frontend_square_hybrid_bddtop_fine,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/results/summary.csv,42416,student/runs,student/runs/integer/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_hybrid_bddtop_perbit_20260609_1240,frontend,frontend_square_hybrid_bddtop_perbit,ex274|frontend|frontend_square_hybrid_bddtop_perbit,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_hybrid_bddtop_perbit_20260609_1240/results/summary.csv,42416,student/runs,student/runs/integer/ex273_ex274_frontend_square_hybrid_bddtop_perbit_20260609_1240/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240,frontend,frontend_square_hybrid_bddtop_trunc,ex274|frontend|frontend_square_hybrid_bddtop_trunc,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/results/summary.csv,41370,student/runs,student/runs/integer/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_midbdd_20260609_1758,frontend,frontend_square_midbdd,ex274|frontend|frontend_square_midbdd,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_midbdd_20260609_1758/results/summary.csv,84680,student/runs,student/runs/integer/ex273_ex274_frontend_square_midbdd_20260609_1758/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_msb_split_20260609_1345,frontend,frontend_square_msb_split,ex274|frontend|frontend_square_msb_split,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_msb_split_20260609_1345/results/summary.csv,56086,student/runs,student/runs/integer/ex273_ex274_frontend_square_msb_split_20260609_1345/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_order_counter4x_20260609_1240,frontend,frontend_square_order_counter4x,ex274|frontend|frontend_square_order_counter4x,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_order_counter4x_20260609_1240/results/summary.csv,42416,student/runs,student/runs/integer/ex273_ex274_frontend_square_order_counter4x_20260609_1240/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_rangetop_20260609_1345,frontend,frontend_square_rangetop,ex274|frontend|frontend_square_rangetop,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_rangetop_20260609_1345/results/summary.csv,41580,student/runs,student/runs/integer/ex273_ex274_frontend_square_rangetop_20260609_1345/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_synth_and_probe_20260609_1350,frontend,frontend_square_synth_and_probe,ex274|frontend|frontend_square_synth_and_probe,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_synth_and_probe_20260609_1350/results/summary.csv,53177,student/runs,student/runs/integer/ex273_ex274_frontend_square_synth_and_probe_20260609_1350/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_triangular_fix_20260609_1345,frontend,frontend_square_triangular_fix,ex274|frontend|frontend_square_triangular_fix,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_triangular_fix_20260609_1345/results/summary.csv,58020,student/runs,student/runs/integer/ex273_ex274_frontend_square_triangular_fix_20260609_1345/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_trunc_hcla_20260609_1345,frontend,frontend_square_trunc_hcla,ex274|frontend|frontend_square_trunc_hcla,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_trunc_hcla_20260609_1345/results/summary.csv,43903,student/runs,student/runs/integer/ex273_ex274_frontend_square_trunc_hcla_20260609_1345/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_yosys_boothflow_20260609_1350,frontend,frontend_square_yosys_boothflow,ex274|frontend|frontend_square_yosys_boothflow,"ex273,ex274",student/runs/integer/ex273_ex274_frontend_square_yosys_boothflow_20260609_1350/results/summary.csv,79612,student/runs,student/runs/integer/ex273_ex274_frontend_square_yosys_boothflow_20260609_1350/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_square_constcofactor_small_20260609_1138,frontend,square_constcofactor_small,ex274|frontend|square_constcofactor_small,"ex273,ex274",student/runs/integer/ex273_ex274_square_constcofactor_small_20260609_1138/results/summary.csv,63700,student/runs,student/runs/integer/ex273_ex274_square_constcofactor_small_20260609_1138/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_square_large_csel_20260609_1138,frontend,square_large_csel,ex274|frontend|square_large_csel,"ex273,ex274",student/runs/integer/ex273_ex274_square_large_csel_20260609_1138/results/summary.csv,42416,student/runs,student/runs/integer/ex273_ex274_square_large_csel_20260609_1138/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex274_frontend_square_hybrid_bddrel_20260609_1240,frontend,frontend_square_hybrid_bddrel,ex274|frontend|frontend_square_hybrid_bddrel,ex274,student/runs/integer/ex274_frontend_square_hybrid_bddrel_20260609_1240/results/summary.csv,42416,student/runs,student/runs/integer/ex274_frontend_square_hybrid_bddrel_20260609_1240/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex274_frontend_square_hybrid_bddtop_flowcheck_20260609_1240,frontend,frontend_square_hybrid_bddtop_flowcheck,ex274|frontend|frontend_square_hybrid_bddtop_flowcheck,ex274,student/runs/integer/ex274_frontend_square_hybrid_bddtop_flowcheck_20260609_1240/results/summary.csv,42416,student/runs,student/runs/integer/ex274_frontend_square_hybrid_bddtop_flowcheck_20260609_1240/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240,frontend,frontend_square_hybrid_bddtop_trunc_csel,ex274|frontend|frontend_square_hybrid_bddtop_trunc_csel,ex274,student/runs/integer/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/results/summary.csv,41370,student/runs,student/runs/integer/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex274_frontend_square_trunc_csel_fine2_20260609_1345,frontend,frontend_square_trunc_csel_fine2,ex274|frontend|frontend_square_trunc_csel_fine2,ex274,student/runs/integer/ex274_frontend_square_trunc_csel_fine2_20260609_1345/results/summary.csv,42546,student/runs,student/runs/integer/ex274_frontend_square_trunc_csel_fine2_20260609_1345/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,newseeds_integer_v3a_20260614_1952,frontend,newseeds_integer_v3a,ex274|frontend|newseeds_integer_v3a,,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/summary.csv,23966,student/runs,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/summary.csv,auto-indexed from existing artifacts
ex274,integer,ex255_ex279_backend_portfolio_v2_cycles3_jobs20_20260612_0954,backend,backend_portfolio_v2_cycles3_jobs20,ex274|backend|backend_portfolio_v2_cycles3_jobs20,"ex255,ex256,ex257,ex258,ex259,ex260,ex261,ex262,ex263,ex264,ex265,ex266,ex267,ex268,ex269,ex270,ex271,ex272,ex273,ex274,ex275,ex276,ex277,ex278,ex279",,,student/work,student/work/ex255_ex279_backend_portfolio_v2_cycles3_jobs20_20260612_0954,auto-indexed from existing artifacts
ex274,integer,ex255_ex279_backend_portfolio_v2_cycles3_jobs25_20260612_0404_curr,backend,backend_portfolio_v2_cycles3_jobs25_20260612_0404_curr,ex274|backend|backend_portfolio_v2_cycles3_jobs25_20260612_0404_curr,"ex255,ex256,ex257,ex258,ex259,ex260,ex261,ex262,ex263,ex264,ex265,ex266,ex267,ex268,ex269,ex270,ex271,ex272,ex273,ex274,ex275,ex276,ex277,ex278,ex279",,,student/work,student/work/ex255_ex279_backend_portfolio_v2_cycles3_jobs25_20260612_0404_curr,auto-indexed from existing artifacts
ex274,integer,ex266_ex276_frontend_highgap_struct2_20260609_1750,frontend,frontend_highgap_struct2,ex274|frontend|frontend_highgap_struct2,"ex266,ex267,ex268,ex269,ex270,ex271,ex272,ex273,ex274,ex275,ex276",,,student/work,student/work/ex266_ex276_frontend_highgap_struct2_20260609_1750,auto-indexed from existing artifacts
ex274,integer,ex270_ex273_ex274_square_counter4_20260609_1138,frontend,square_counter4,ex274|frontend|square_counter4,"ex270,ex273,ex274",,,student/work,student/work/ex270_ex273_ex274_square_counter4_20260609_1138,auto-indexed from existing artifacts
ex274,integer,ex270_ex274_frontend_square_constcofactor_20260609_1138,frontend,frontend_square_constcofactor,ex274|frontend|frontend_square_constcofactor,"ex270,ex271,ex272,ex273,ex274",,,student/work,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138,auto-indexed from existing artifacts
ex274,integer,ex270_ex274_frontend_square_structures_20260609_1138,frontend,frontend_square_structures,ex274|frontend|frontend_square_structures,"ex270,ex271,ex272,ex273,ex274",,,student/work,student/work/ex270_ex274_frontend_square_structures_20260609_1138,auto-indexed from existing artifacts
ex274,integer,ex270_ex274_frontend_square_structures_20260609_1138_core,frontend,frontend_square_structures_20260609_1138_core,ex274|frontend|frontend_square_structures_20260609_1138_core,"ex270,ex271,ex272,ex273,ex274",,,student/work,student/work/ex270_ex274_frontend_square_structures_20260609_1138_core,auto-indexed from existing artifacts
ex274,integer,ex270_ex274_frontend_square_structures_20260609_1138_delayflows,frontend,frontend_square_structures_20260609_1138_delayflows,ex274|frontend|frontend_square_structures_20260609_1138_delayflows,"ex270,ex271,ex272,ex273,ex274",,,student/work,student/work/ex270_ex274_frontend_square_structures_20260609_1138_delayflows,auto-indexed from existing artifacts
ex274,integer,ex270_ex274_frontend_square_structures_20260609_1138_full2,frontend,frontend_square_structures_20260609_1138_full2,ex274|frontend|frontend_square_structures_20260609_1138_full2,"ex270,ex271,ex272,ex273,ex274",,,student/work,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2,auto-indexed from existing artifacts
ex274,integer,ex270_ex274_frontend_square_structures_20260609_1138_smoke,frontend,frontend_square_structures_20260609_1138_smoke,ex274|frontend|frontend_square_structures_20260609_1138_smoke,"ex270,ex271,ex272,ex273,ex274",,,student/work,student/work/ex270_ex274_frontend_square_structures_20260609_1138_smoke,auto-indexed from existing artifacts
ex274,integer,ex270_ex274_frontend_square_structures_20260609_1138_smoke2,frontend,frontend_square_structures_20260609_1138_smoke2,ex274|frontend|frontend_square_structures_20260609_1138_smoke2,"ex270,ex271,ex272,ex273,ex274",,,student/work,student/work/ex270_ex274_frontend_square_structures_20260609_1138_smoke2,auto-indexed from existing artifacts
ex274,integer,ex270_ex274_square_carryselect2_20260609_1138,frontend,square_carryselect2,ex274|frontend|square_carryselect2,"ex270,ex271,ex272,ex273,ex274",,,student/work,student/work/ex270_ex274_square_carryselect2_20260609_1138,auto-indexed from existing artifacts
ex274,integer,ex270_ex274_square_carryselect_20260609_1138,frontend,square_carryselect,ex274|frontend|square_carryselect,"ex270,ex271,ex272,ex273,ex274",,,student/work,student/work/ex270_ex274_square_carryselect_20260609_1138,auto-indexed from existing artifacts
ex274,integer,ex270_ex274_square_defaultflows_20260609_1138,frontend,square_defaultflows,ex274|frontend|square_defaultflows,"ex270,ex271,ex272,ex273,ex274",,,student/work,student/work/ex270_ex274_square_defaultflows_20260609_1138,auto-indexed from existing artifacts
ex274,integer,ex270_ex274_square_directflows_20260609_1138,frontend,square_directflows,ex274|frontend|square_directflows,"ex270,ex271,ex272,ex273,ex274",,,student/work,student/work/ex270_ex274_square_directflows_20260609_1138,auto-indexed from existing artifacts
ex274,integer,ex270_ex274_square_lutflows_20260609_1138,frontend,square_lutflows,ex274|frontend|square_lutflows,"ex270,ex271,ex272,ex273,ex274",,,student/work,student/work/ex270_ex274_square_lutflows_20260609_1138,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_bdd_cmpmix_20260609_1345,frontend,frontend_square_bdd_cmpmix,ex274|frontend|frontend_square_bdd_cmpmix,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_bdd_cmpmix_20260609_1345,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_bdd_order_20260609_1345,frontend,frontend_square_bdd_order,ex274|frontend|frontend_square_bdd_order,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_bdd_order_20260609_1345,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_bdd_probe_20260609_1240,frontend,frontend_square_bdd_probe,ex274|frontend|frontend_square_bdd_probe,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_bdd_probe_20260609_1240,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_bdd_reverse_20260609_1240,frontend,frontend_square_bdd_reverse,ex274|frontend|frontend_square_bdd_reverse,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_bdd_reverse_20260609_1240,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_bddtop56_probe_20260609_1350,frontend,frontend_square_bddtop56_probe,ex274|frontend|frontend_square_bddtop56_probe,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_bddtop_hcla_20260609_1350,frontend,frontend_square_bddtop_hcla,ex274|frontend|frontend_square_bddtop_hcla,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_bddtop_hcla_20260609_1350,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_best_delaytarget_20260609_1345,frontend,frontend_square_best_delaytarget,ex274|frontend|frontend_square_best_delaytarget,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_best_lowdelay_20260609_1350,frontend,frontend_square_best_lowdelay,ex274|frontend|frontend_square_best_lowdelay,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_block4_decomp_20260609_1240,frontend,frontend_square_block4_decomp,ex274|frontend|frontend_square_block4_decomp,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_block4_decomp_20260609_1240,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_booth_radix4_20260609_1345,frontend,frontend_square_booth_radix4,ex274|frontend|frontend_square_booth_radix4,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_booth_radix4_20260609_1345,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_cmptop_trunc_20260609_1345,frontend,frontend_square_cmptop_trunc,ex274|frontend|frontend_square_cmptop_trunc,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_cmptop_trunc_20260609_1345,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_colcsel_bddtop_20260609_1345,frontend,frontend_square_colcsel_bddtop,ex274|frontend|frontend_square_colcsel_bddtop,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_colcsel_bddtop_20260609_1345,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_factored_fa_20260609_1345,frontend,frontend_square_factored_fa,ex274|frontend|frontend_square_factored_fa,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_factored_fa_20260609_1345,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_highcofactor_lowsq_20260609_1240,frontend,frontend_square_highcofactor_lowsq,ex274|frontend|frontend_square_highcofactor_lowsq,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_highcofactor_lowsq_20260609_1240,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_highgap_struct_20260609_1738,frontend,frontend_square_highgap_struct,ex274|frontend|frontend_square_highgap_struct,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240,frontend,frontend_square_hybrid_bddtop,ex274|frontend|frontend_square_hybrid_bddtop,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_hybrid_bddtop_20260609_1240,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240,frontend,frontend_square_hybrid_bddtop_cselgroups,ex274|frontend|frontend_square_hybrid_bddtop_cselgroups,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240,frontend,frontend_square_hybrid_bddtop_deep,ex274|frontend|frontend_square_hybrid_bddtop_deep,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_hybrid_bddtop_deep_20260609_1240,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240,frontend,frontend_square_hybrid_bddtop_fine,ex274|frontend|frontend_square_hybrid_bddtop_fine,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_hybrid_bddtop_perbit_20260609_1240,frontend,frontend_square_hybrid_bddtop_perbit,ex274|frontend|frontend_square_hybrid_bddtop_perbit,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_hybrid_bddtop_perbit_20260609_1240,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240,frontend,frontend_square_hybrid_bddtop_trunc,ex274|frontend|frontend_square_hybrid_bddtop_trunc,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_midbdd_20260609_1758,frontend,frontend_square_midbdd,ex274|frontend|frontend_square_midbdd,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_midbdd_20260609_1758,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_msb_split_20260609_1345,frontend,frontend_square_msb_split,ex274|frontend|frontend_square_msb_split,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_msb_split_20260609_1345,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_order_counter4x_20260609_1240,frontend,frontend_square_order_counter4x,ex274|frontend|frontend_square_order_counter4x,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_rangetop_20260609_1345,frontend,frontend_square_rangetop,ex274|frontend|frontend_square_rangetop,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_rangetop_20260609_1345,auto-indexed from existing artifacts
ex274,integer,ex273_ex274_frontend_square_synth_and_probe_20260609_1350,frontend,frontend_square_synth_and_probe,ex274|frontend|frontend_square_synth_and_probe,"ex273,ex274",,,student/work,student/work/ex273_ex274_frontend_square_synth_and_probe_20260609_1350,auto-indexed from existing artifacts
