case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex273,ex273_square_wallace_square_outside_csel6_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel6+abc_g_aig,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel6_abc_g_aig.aig,1,1,1,718,39,28002,15078,1.857143,0,0,0.763,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel6; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_csel10_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel10+synth_preset_d20,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel10.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel10_synth_preset_d20.aig,1,1,1,714,40,28560,15078,1.894150,0,0,0.929,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel10; flow=synth_preset_d20
ex273,ex273_square_wallace_square_outside_csel12_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel12+abc_g_aig,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel12.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel12_abc_g_aig.aig,1,1,1,700,45,31500,15078,2.089136,0,0,0.762,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel12; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_csel12_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel12+wreduce_abc_g_aig,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel12.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel12_wreduce_abc_g_aig.aig,1,1,1,705,45,31725,15078,2.104059,0,0,0.795,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel12; flow=wreduce_abc_g_aig
ex273,ex273_square_wallace_square_outside_csel12_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel12+synth_preset,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel12.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel12_synth_preset.aig,1,1,1,703,45,31635,15078,2.098090,0,0,0.998,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel12; flow=synth_preset
ex273,ex273_square_wallace_square_outside_csel12_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel12+synth_preset_d20,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel12.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel12_synth_preset_d20.aig,1,1,1,703,45,31635,15078,2.098090,0,0,0.973,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel12; flow=synth_preset_d20
ex273,ex273_square_wallace_square_outside_csel14_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel14+abc_g_aig,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel14.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel14_abc_g_aig.aig,1,1,1,698,46,32108,15078,2.129460,0,0,0.804,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel14; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_csel14_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel14+wreduce_abc_g_aig,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel14.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel14_wreduce_abc_g_aig.aig,1,1,1,701,47,32947,15078,2.185104,0,0,0.769,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel14; flow=wreduce_abc_g_aig
ex273,ex273_square_wallace_square_outside_csel14_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel14+synth_preset,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel14.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel14_synth_preset.aig,1,1,1,699,46,32154,15078,2.132511,0,0,0.909,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel14; flow=synth_preset
ex273,ex273_square_wallace_square_outside_csel14_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel14+synth_preset_d20,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel14.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel14_synth_preset_d20.aig,1,1,1,699,46,32154,15078,2.132511,0,0,0.944,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel14; flow=synth_preset_d20
ex273,ex273_square_wallace_square_outside_csel16_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel16+abc_g_aig,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel16.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel16_abc_g_aig.aig,1,1,1,724,37,26788,15078,1.776628,0,0,0.745,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel16; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_csel16_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel16+wreduce_abc_g_aig,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel16.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel16_wreduce_abc_g_aig.aig,1,1,1,728,37,26936,15078,1.786444,0,0,0.768,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel16; flow=wreduce_abc_g_aig
ex273,ex273_square_wallace_square_outside_csel16_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel16+synth_preset,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel16.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel16_synth_preset.aig,1,1,1,726,37,26862,15078,1.781536,0,0,0.922,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel16; flow=synth_preset
ex273,ex273_square_wallace_square_outside_csel16_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel16+synth_preset_d20,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel16.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel16_synth_preset_d20.aig,1,1,1,726,37,26862,15078,1.781536,0,0,0.924,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel16; flow=synth_preset_d20
ex274,ex274_square_wallace_square_outside_csel6_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel6+abc_g_aig,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel6_abc_g_aig.aig,1,1,1,967,44,42548,21630,1.967083,0,0,3.360,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel6; flow=abc_g_aig
ex274,ex274_square_wallace_square_outside_csel6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel6+wreduce_abc_g_aig,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel6_wreduce_abc_g_aig.aig,1,1,1,970,44,42680,21630,1.973185,0,0,3.389,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel6; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_outside_csel6_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel6+synth_preset,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel6_synth_preset.aig,1,1,1,964,44,42416,21630,1.960980,0,0,3.531,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel6; flow=synth_preset
ex274,ex274_square_wallace_square_outside_csel6_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel6+synth_preset_d20,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel6_synth_preset_d20.aig,1,1,1,964,44,42416,21630,1.960980,0,0,3.580,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel6; flow=synth_preset_d20
ex274,ex274_square_wallace_square_outside_csel8_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel8+abc_g_aig,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel8_abc_g_aig.aig,1,1,1,957,49,46893,21630,2.167961,0,0,3.371,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel8; flow=abc_g_aig
ex274,ex274_square_wallace_square_outside_csel8_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel8+wreduce_abc_g_aig,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel8_wreduce_abc_g_aig.aig,1,1,1,961,49,47089,21630,2.177023,0,0,3.419,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel8; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_outside_csel8_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel8+synth_preset,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel8_synth_preset.aig,1,1,1,957,48,45936,21630,2.123717,0,0,3.577,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel8; flow=synth_preset
ex274,ex274_square_wallace_square_outside_csel8_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel8+synth_preset_d20,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel8_synth_preset_d20.aig,1,1,1,957,48,45936,21630,2.123717,0,0,3.591,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel8; flow=synth_preset_d20
ex274,ex274_square_wallace_square_outside_csel10_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel10+abc_g_aig,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel10.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel10_abc_g_aig.aig,1,1,1,969,45,43605,21630,2.015950,0,0,3.403,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel10; flow=abc_g_aig
ex274,ex274_square_wallace_square_outside_csel10_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel10+wreduce_abc_g_aig,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel10.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel10_wreduce_abc_g_aig.aig,1,1,1,963,47,45261,21630,2.092510,0,0,3.457,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel10; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_outside_csel10_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel10+synth_preset,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel10.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel10_synth_preset.aig,1,1,1,965,45,43425,21630,2.007628,0,0,3.585,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel10; flow=synth_preset
ex274,ex274_square_wallace_square_outside_csel10_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel10+synth_preset_d20,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel10.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel10_synth_preset_d20.aig,1,1,1,965,45,43425,21630,2.007628,0,0,3.584,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel10; flow=synth_preset_d20
ex274,ex274_square_wallace_square_outside_csel12_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel12+abc_g_aig,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel12.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel12_abc_g_aig.aig,1,1,1,955,50,47750,21630,2.207582,0,0,3.378,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel12; flow=abc_g_aig
ex274,ex274_square_wallace_square_outside_csel12_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel12+wreduce_abc_g_aig,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel12.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel12_wreduce_abc_g_aig.aig,1,1,1,955,51,48705,21630,2.251734,0,0,3.438,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel12; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_outside_csel12_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel12+synth_preset,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel12.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel12_synth_preset.aig,1,1,1,958,50,47900,21630,2.214517,0,0,3.607,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel12; flow=synth_preset
ex274,ex274_square_wallace_square_outside_csel12_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel12+synth_preset_d20,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel12.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel12_synth_preset_d20.aig,1,1,1,958,50,47900,21630,2.214517,0,0,3.583,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel12; flow=synth_preset_d20
ex274,ex274_square_wallace_square_outside_csel14_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel14+abc_g_aig,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel14.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel14_abc_g_aig.aig,1,1,1,948,52,49296,21630,2.279057,0,0,3.487,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel14; flow=abc_g_aig
ex274,ex274_square_wallace_square_outside_csel14_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel14+wreduce_abc_g_aig,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel14.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel14_wreduce_abc_g_aig.aig,1,1,1,949,54,51246,21630,2.369209,0,0,3.417,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel14; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_outside_csel14_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel14+synth_preset,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel14.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel14_synth_preset.aig,1,1,1,943,53,49979,21630,2.310633,0,0,3.703,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel14; flow=synth_preset
ex274,ex274_square_wallace_square_outside_csel14_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel14+synth_preset_d20,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel14.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel14_synth_preset_d20.aig,1,1,1,943,53,49979,21630,2.310633,0,0,3.673,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel14; flow=synth_preset_d20
ex274,ex274_square_wallace_square_outside_csel16_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel16+abc_g_aig,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel16.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel16_abc_g_aig.aig,1,1,1,941,58,54578,21630,2.523255,0,0,3.324,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel16; flow=abc_g_aig
ex274,ex274_square_wallace_square_outside_csel16_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel16+wreduce_abc_g_aig,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel16.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel16_wreduce_abc_g_aig.aig,1,1,1,944,56,52864,21630,2.444013,0,0,3.358,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel16; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_outside_csel16_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel16+synth_preset,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel16.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel16_synth_preset.aig,1,1,1,942,55,51810,21630,2.395284,0,0,3.516,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel16; flow=synth_preset
ex274,ex274_square_wallace_square_outside_csel16_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel16+synth_preset_d20,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel16.v,student/work/ex273_ex274_square_large_csel_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel16_synth_preset_d20.aig,1,1,1,942,55,51810,21630,2.395284,0,0,3.514,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel16; flow=synth_preset_d20
