round,run_id,agent_id,case,candidate_id,simulator,status,log_path,notes,shard_csv
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex223,ex223_r79_split_hi1_rest_abc_g_aig,not_run,not_run,,official evaluate.py used for equivalence/QoR; iverilog reserved for debug,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/simulation_results.csv
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex223,ex223_r79_split_hi3_rest_abc_g_aig,not_run,not_run,,official evaluate.py used for equivalence/QoR; iverilog reserved for debug,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/simulation_results.csv
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex223,ex223_r79_split_hi4_rest_abc_g_aig,not_run,not_run,,official evaluate.py used for equivalence/QoR; iverilog reserved for debug,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/simulation_results.csv
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex223,ex223_r79_split_b15_b14_low_abc_g_aig,not_run,not_run,,official evaluate.py used for equivalence/QoR; iverilog reserved for debug,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/simulation_results.csv
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex223,ex223_r79_split_b13_single_abc_g_aig,not_run,not_run,,official evaluate.py used for equivalence/QoR; iverilog reserved for debug,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/simulation_results.csv
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex223,ex223_r79_split_b12_single_abc_g_aig,not_run,not_run,,official evaluate.py used for equivalence/QoR; iverilog reserved for debug,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/simulation_results.csv
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex223,ex223_r79_split_hi2_keep_highrun_abc_g_aig,not_run,not_run,,official evaluate.py used for equivalence/QoR; iverilog reserved for debug,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/simulation_results.csv
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex223,ex223_r79_split_hi3_keep_highrun_abc_g_aig,not_run,not_run,,official evaluate.py used for equivalence/QoR; iverilog reserved for debug,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/simulation_results.csv
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex225,ex225_r79_split_hi1_rest_abc_g_aig,not_run,not_run,,official evaluate.py used for equivalence/QoR; iverilog reserved for debug,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/simulation_results.csv
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex225,ex225_r79_split_hi3_rest_abc_g_aig,not_run,not_run,,official evaluate.py used for equivalence/QoR; iverilog reserved for debug,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/simulation_results.csv
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex225,ex225_r79_split_hi4_rest_abc_g_aig,not_run,not_run,,official evaluate.py used for equivalence/QoR; iverilog reserved for debug,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/simulation_results.csv
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex225,ex225_r79_split_b15_b14_low_abc_g_aig,not_run,not_run,,official evaluate.py used for equivalence/QoR; iverilog reserved for debug,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/simulation_results.csv
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex225,ex225_r79_split_b13_single_abc_g_aig,not_run,not_run,,official evaluate.py used for equivalence/QoR; iverilog reserved for debug,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/simulation_results.csv
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex225,ex225_r79_split_b12_single_abc_g_aig,not_run,not_run,,official evaluate.py used for equivalence/QoR; iverilog reserved for debug,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/simulation_results.csv
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex225,ex225_r79_split_hi2_keep_highrun_abc_g_aig,not_run,not_run,,official evaluate.py used for equivalence/QoR; iverilog reserved for debug,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/simulation_results.csv
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex225,ex225_r79_split_hi3_keep_highrun_abc_g_aig,not_run,not_run,,official evaluate.py used for equivalence/QoR; iverilog reserved for debug,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/simulation_results.csv
