case,domain,agent_id,candidate_id,method_signature,hypothesis,representation,shared_structure,verilog_path,aig_path,evaluate_log,equivalent,simulation_pass,area,delay,adp,frontend_best_adp,new_best_adp,old_best_adp,old_frontend_adp,reference_adp,improvement_vs_frontend,beats_reference,notes
ex285,unknown,local-ex285-gia-r44,ex285_r44_resyn2rs_area_from_frontend_best,ex285|frontend_best_structural_remap|abc_diverse_resyn2rs_area|preserve_frontend_source_shared_logic|parent_ex285_r43_dc2_scorr_resyn_from_frontend_best|resyn2rs_area|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow resyn2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex285_frontend_gt2_gia_iter_round44_20260613_0845/local-ex285-gia-r44/ex285/aigs/ex285_r44_resyn2rs_area_from_frontend_best.aig,student/work/ex285_frontend_gt2_gia_iter_round44_20260613_0845/local-ex285-gia-r44/ex285/logs/ex285_r44_resyn2rs_area_from_frontend_best.evaluate.py.log,1,not_run,652,17,11084,11084,11084,11101,11101,5499,17,0,official evaluate.py OK; abc_log=student/work/ex285_frontend_gt2_gia_iter_round44_20260613_0845/local-ex285-gia-r44/ex285/logs/ex285_r44_resyn2rs_area_from_frontend_best.abc.log; gen_sec=0.186; eval_sec=0.234; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex285,unknown,local-ex285-gia-r44,ex285_r44_dc2_scorr_resyn_from_frontend_best,ex285|frontend_best_structural_remap|abc_diverse_dc2_scorr_resyn|preserve_frontend_source_shared_logic|parent_ex285_r43_dc2_scorr_resyn_from_frontend_best|dc2_scorr_resyn|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow dc2_scorr_resyn,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex285_frontend_gt2_gia_iter_round44_20260613_0845/local-ex285-gia-r44/ex285/aigs/ex285_r44_dc2_scorr_resyn_from_frontend_best.aig,student/work/ex285_frontend_gt2_gia_iter_round44_20260613_0845/local-ex285-gia-r44/ex285/logs/ex285_r44_dc2_scorr_resyn_from_frontend_best.evaluate.py.log,1,not_run,651,17,11067,11067,11067,11101,11101,5499,34,0,official evaluate.py OK; abc_log=student/work/ex285_frontend_gt2_gia_iter_round44_20260613_0845/local-ex285-gia-r44/ex285/logs/ex285_r44_dc2_scorr_resyn_from_frontend_best.abc.log; gen_sec=0.114; eval_sec=0.214; flow=strash; dc2; scorr; dc2; balance; rewrite -z; balance
ex285,unknown,local-ex285-gia-r44,ex285_r44_dc2_lcorr_resyn_from_frontend_best,ex285|frontend_best_structural_remap|abc_diverse_dc2_lcorr_resyn|preserve_frontend_source_shared_logic|parent_ex285_r43_dc2_scorr_resyn_from_frontend_best|dc2_lcorr_resyn|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow dc2_lcorr_resyn,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex285_frontend_gt2_gia_iter_round44_20260613_0845/local-ex285-gia-r44/ex285/aigs/ex285_r44_dc2_lcorr_resyn_from_frontend_best.aig,student/work/ex285_frontend_gt2_gia_iter_round44_20260613_0845/local-ex285-gia-r44/ex285/logs/ex285_r44_dc2_lcorr_resyn_from_frontend_best.evaluate.py.log,1,not_run,651,17,11067,11067,11067,11101,11101,5499,34,0,official evaluate.py OK; abc_log=student/work/ex285_frontend_gt2_gia_iter_round44_20260613_0845/local-ex285-gia-r44/ex285/logs/ex285_r44_dc2_lcorr_resyn_from_frontend_best.abc.log; gen_sec=0.118; eval_sec=0.230; flow=strash; dc2; lcorr; dc2; balance; rewrite -z; balance
ex285,unknown,local-ex285-gia-r44,ex285_r44_rw_resub_loop5_from_frontend_best,ex285|frontend_best_structural_remap|abc_diverse_rw_resub_loop5|preserve_frontend_source_shared_logic|parent_ex285_r43_dc2_scorr_resyn_from_frontend_best|rw_resub_loop5|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow rw_resub_loop5,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex285_frontend_gt2_gia_iter_round44_20260613_0845/local-ex285-gia-r44/ex285/aigs/ex285_r44_rw_resub_loop5_from_frontend_best.aig,student/work/ex285_frontend_gt2_gia_iter_round44_20260613_0845/local-ex285-gia-r44/ex285/logs/ex285_r44_rw_resub_loop5_from_frontend_best.evaluate.py.log,1,not_run,652,17,11084,11084,11084,11101,11101,5499,17,0,official evaluate.py OK; abc_log=student/work/ex285_frontend_gt2_gia_iter_round44_20260613_0845/local-ex285-gia-r44/ex285/logs/ex285_r44_rw_resub_loop5_from_frontend_best.abc.log; gen_sec=0.114; eval_sec=0.233; flow=strash; rewrite; rewrite -z; resub -K 6 -N 2; rewrite -z; resub -K 8 -N 2; refactor -z; rewrite -z; balance
