case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes,pool_source,source_csv
ex288,ex288_unknown_15x15_low_split_default,unknown_15x15,low_split_default,student/work/reverse_unknown_20260603_1812/ex288/verilog/ex288_unknown_15x15_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex288/aigs/ex288_unknown_15x15_low_split_default.aig,1,1,1,6919,20,138380,18.085,rotate=0; outer=low; outer_bits=7; inner_bits=8; full_default_groups=0; exceptions=32361,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex288,ex288_unknown_15x15_value_case,unknown_15x15,value_case,student/work/reverse_unknown_20260603_1812/ex288/verilog/ex288_unknown_15x15_value_case.v,student/work/reverse_unknown_20260603_1812/ex288/aigs/ex288_unknown_15x15_value_case.aig,1,1,1,14913,24,357912,16.154,32768,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex288,ex288_unknown_15x15_high_split_default,unknown_15x15,high_split_default,student/work/reverse_unknown_20260603_1812/ex288/verilog/ex288_unknown_15x15_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex288/aigs/ex288_unknown_15x15_high_split_default.aig,1,1,1,19230,21,403830,18.070,rotate=0; outer=high; outer_bits=8; inner_bits=7; full_default_groups=0; exceptions=32022,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex288,ex288_unknown_15x15_expr_default_exception,unknown_15x15,expr_default_exception,student/work/reverse_unknown_20260603_1812/ex288/verilog/ex288_unknown_15x15_expr_default_exception.v,student/work/reverse_unknown_20260603_1812/ex288/aigs/ex288_unknown_15x15_expr_default_exception.aig,1,1,1,49196,23,1131508,78.897,expr=input; matches=138; exceptions=32630,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex289,ex289_unknown_16x16_decision_tree_greedy,unknown_16x16,decision_tree_greedy,student/work/reverse_unknown_20260603_1812/ex289/verilog/ex289_unknown_16x16_decision_tree_greedy.v,student/work/reverse_unknown_20260603_1812/ex289/aigs/ex289_unknown_16x16_decision_tree_greedy.aig,1,1,1,2203,21,46263,161.023,nodes=65535; leaves=65536,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex289,ex289_unknown_16x16_rotate_high_split_default,unknown_16x16,rotate_high_split_default,student/work/reverse_unknown_20260603_1812/ex289/verilog/ex289_unknown_16x16_rotate_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex289/aigs/ex289_unknown_16x16_rotate_high_split_default.aig,1,1,1,3348,15,50220,21.405,rotate=12; outer=high; outer_bits=8; inner_bits=8; full_default_groups=0; exceptions=61440,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex289,ex289_unknown_16x16_rotate_low_split_default,unknown_16x16,rotate_low_split_default,student/work/reverse_unknown_20260603_1812/ex289/verilog/ex289_unknown_16x16_rotate_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex289/aigs/ex289_unknown_16x16_rotate_low_split_default.aig,1,1,1,3348,15,50220,22.757,rotate=4; outer=low; outer_bits=8; inner_bits=8; full_default_groups=0; exceptions=61440,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex289,ex289_unknown_16x16_low_split_default,unknown_16x16,low_split_default,student/work/reverse_unknown_20260603_1812/ex289/verilog/ex289_unknown_16x16_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex289/aigs/ex289_unknown_16x16_low_split_default.aig,1,1,1,6279,20,125580,22.983,rotate=0; outer=low; outer_bits=8; inner_bits=8; full_default_groups=0; exceptions=64324,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex289,ex289_unknown_16x16_high_split_default,unknown_16x16,high_split_default,student/work/reverse_unknown_20260603_1812/ex289/verilog/ex289_unknown_16x16_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex289/aigs/ex289_unknown_16x16_high_split_default.aig,1,1,1,21904,21,459984,28.646,rotate=0; outer=high; outer_bits=8; inner_bits=8; full_default_groups=0; exceptions=64324,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex289,ex289_unknown_16x16_value_case,unknown_16x16,value_case,student/work/reverse_unknown_20260603_1812/ex289/verilog/ex289_unknown_16x16_value_case.v,student/work/reverse_unknown_20260603_1812/ex289/aigs/ex289_unknown_16x16_value_case.aig,1,1,1,22347,27,603369,22.472,65536,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex289,ex289_unknown_16x16_expr_default_exception,unknown_16x16,expr_default_exception,student/work/reverse_unknown_20260603_1812/ex289/verilog/ex289_unknown_16x16_expr_default_exception.v,student/work/reverse_unknown_20260603_1812/ex289/aigs/ex289_unknown_16x16_expr_default_exception.aig,1,1,1,59403,25,1485075,155.577,expr=bit_reverse; matches=162; exceptions=65374,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex290,ex290_unknown_12x12_rotate_high_split_default,unknown_12x12,rotate_high_split_default,student/work/reverse_unknown_20260603_1812/ex290/verilog/ex290_unknown_12x12_rotate_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex290/aigs/ex290_unknown_12x12_rotate_high_split_default.aig,1,1,1,4484,16,71744,3.512,rotate=9; outer=high; outer_bits=6; inner_bits=6; full_default_groups=0; exceptions=3786,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex290,ex290_unknown_12x12_rotate_low_split_default,unknown_12x12,rotate_low_split_default,student/work/reverse_unknown_20260603_1812/ex290/verilog/ex290_unknown_12x12_rotate_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex290/aigs/ex290_unknown_12x12_rotate_low_split_default.aig,1,1,1,4484,16,71744,2.965,rotate=3; outer=low; outer_bits=6; inner_bits=6; full_default_groups=0; exceptions=3786,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex290,ex290_unknown_12x12_low_split_default,unknown_12x12,low_split_default,student/work/reverse_unknown_20260603_1812/ex290/verilog/ex290_unknown_12x12_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex290/aigs/ex290_unknown_12x12_low_split_default.aig,1,1,1,6132,16,98112,3.737,rotate=0; outer=low; outer_bits=6; inner_bits=6; full_default_groups=0; exceptions=3874,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex290,ex290_unknown_12x12_decision_tree_greedy,unknown_12x12,decision_tree_greedy,student/work/reverse_unknown_20260603_1812/ex290/verilog/ex290_unknown_12x12_decision_tree_greedy.v,student/work/reverse_unknown_20260603_1812/ex290/aigs/ex290_unknown_12x12_decision_tree_greedy.aig,1,1,1,6093,19,115767,8.593,nodes=3324; leaves=3325,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex290,ex290_unknown_12x12_high_split_default,unknown_12x12,high_split_default,student/work/reverse_unknown_20260603_1812/ex290/verilog/ex290_unknown_12x12_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex290/aigs/ex290_unknown_12x12_high_split_default.aig,1,1,1,8249,18,148482,3.890,rotate=0; outer=high; outer_bits=6; inner_bits=6; full_default_groups=0; exceptions=3862,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex290,ex290_unknown_12x12_expr_default_exception,unknown_12x12,expr_default_exception,student/work/reverse_unknown_20260603_1812/ex290/verilog/ex290_unknown_12x12_expr_default_exception.v,student/work/reverse_unknown_20260603_1812/ex290/aigs/ex290_unknown_12x12_expr_default_exception.aig,1,1,1,8436,19,160284,3.618,expr=ones; matches=120; exceptions=3976,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex290,ex290_unknown_12x12_value_case,unknown_12x12,value_case,student/work/reverse_unknown_20260603_1812/ex290/verilog/ex290_unknown_12x12_value_case.v,student/work/reverse_unknown_20260603_1812/ex290/aigs/ex290_unknown_12x12_value_case.aig,1,1,1,8436,19,160284,3.537,4096,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex291,ex291_unknown_13x13_rotate_high_split_default,unknown_13x13,rotate_high_split_default,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex291/aigs/ex291_unknown_13x13_rotate_high_split_default.aig,1,1,1,6624,16,105984,5.952,rotate=10; outer=high; outer_bits=7; inner_bits=6; full_default_groups=0; exceptions=7533,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex291,ex291_unknown_13x13_low_split_default,unknown_13x13,low_split_default,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex291/aigs/ex291_unknown_13x13_low_split_default.aig,1,1,1,8408,18,151344,5.322,rotate=0; outer=low; outer_bits=6; inner_bits=7; full_default_groups=0; exceptions=7886,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex291,ex291_unknown_13x13_rotate_low_split_default,unknown_13x13,rotate_low_split_default,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex291/aigs/ex291_unknown_13x13_rotate_low_split_default.aig,1,1,1,8913,17,151521,5.636,rotate=4; outer=low; outer_bits=6; inner_bits=7; full_default_groups=0; exceptions=7722,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex291,ex291_unknown_13x13_decision_tree_greedy,unknown_13x13,decision_tree_greedy,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_decision_tree_greedy.v,student/work/reverse_unknown_20260603_1812/ex291/aigs/ex291_unknown_13x13_decision_tree_greedy.aig,1,1,1,8418,20,168360,16.206,nodes=6245; leaves=6246,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex291,ex291_unknown_13x13_high_split_default,unknown_13x13,high_split_default,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex291/aigs/ex291_unknown_13x13_high_split_default.aig,1,1,1,15711,19,298509,8.587,rotate=0; outer=high; outer_bits=7; inner_bits=6; full_default_groups=0; exceptions=7777,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex291,ex291_unknown_13x13_expr_default_exception,unknown_13x13,expr_default_exception,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_expr_default_exception.v,student/work/reverse_unknown_20260603_1812/ex291/aigs/ex291_unknown_13x13_expr_default_exception.aig,1,1,1,16111,22,354442,8.183,expr=ones; matches=150; exceptions=8042,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex291,ex291_unknown_13x13_value_case,unknown_13x13,value_case,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_value_case.v,student/work/reverse_unknown_20260603_1812/ex291/aigs/ex291_unknown_13x13_value_case.aig,1,1,1,16111,22,354442,8.005,8192,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex292,ex292_unknown_14x14_rotate_high_split_default,unknown_14x14,rotate_high_split_default,student/work/reverse_unknown_20260603_1812/ex292/verilog/ex292_unknown_14x14_rotate_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex292/aigs/ex292_unknown_14x14_rotate_high_split_default.aig,1,1,1,9350,18,168300,12.026,rotate=11; outer=high; outer_bits=7; inner_bits=7; full_default_groups=0; exceptions=15547,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex292,ex292_unknown_14x14_rotate_low_split_default,unknown_14x14,rotate_low_split_default,student/work/reverse_unknown_20260603_1812/ex292/verilog/ex292_unknown_14x14_rotate_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex292/aigs/ex292_unknown_14x14_rotate_low_split_default.aig,1,1,1,9350,18,168300,11.181,rotate=4; outer=low; outer_bits=7; inner_bits=7; full_default_groups=0; exceptions=15547,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex292,ex292_unknown_14x14_decision_tree_greedy,unknown_14x14,decision_tree_greedy,student/work/reverse_unknown_20260603_1812/ex292/verilog/ex292_unknown_14x14_decision_tree_greedy.v,student/work/reverse_unknown_20260603_1812/ex292/aigs/ex292_unknown_14x14_decision_tree_greedy.aig,1,1,1,12031,21,252651,38.692,nodes=12184; leaves=12185,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex292,ex292_unknown_14x14_low_split_default,unknown_14x14,low_split_default,student/work/reverse_unknown_20260603_1812/ex292/verilog/ex292_unknown_14x14_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex292/aigs/ex292_unknown_14x14_low_split_default.aig,1,1,1,14369,20,287380,11.634,rotate=0; outer=low; outer_bits=7; inner_bits=7; full_default_groups=0; exceptions=15806,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex292,ex292_unknown_14x14_high_split_default,unknown_14x14,high_split_default,student/work/reverse_unknown_20260603_1812/ex292/verilog/ex292_unknown_14x14_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex292/aigs/ex292_unknown_14x14_high_split_default.aig,1,1,1,30712,20,614240,18.248,rotate=0; outer=high; outer_bits=7; inner_bits=7; full_default_groups=0; exceptions=15833,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex292,ex292_unknown_14x14_expr_default_exception,unknown_14x14,expr_default_exception,student/work/reverse_unknown_20260603_1812/ex292/verilog/ex292_unknown_14x14_expr_default_exception.v,student/work/reverse_unknown_20260603_1812/ex292/aigs/ex292_unknown_14x14_expr_default_exception.aig,1,1,1,31145,24,747480,18.149,expr=ones; matches=197; exceptions=16187,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex292,ex292_unknown_14x14_value_case,unknown_14x14,value_case,student/work/reverse_unknown_20260603_1812/ex292/verilog/ex292_unknown_14x14_value_case.v,student/work/reverse_unknown_20260603_1812/ex292/aigs/ex292_unknown_14x14_value_case.aig,1,1,1,31145,24,747480,17.135,16384,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex293,ex293_unknown_15x15_rotate_low_split_default,unknown_15x15,rotate_low_split_default,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_rotate_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex293/aigs/ex293_unknown_15x15_rotate_low_split_default.aig,1,1,1,8158,18,146844,18.367,rotate=3; outer=low; outer_bits=7; inner_bits=8; full_default_groups=0; exceptions=31465,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex293,ex293_unknown_15x15_rotate_high_split_default,unknown_15x15,rotate_high_split_default,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_rotate_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex293/aigs/ex293_unknown_15x15_rotate_high_split_default.aig,1,1,1,8395,18,151110,15.929,rotate=11; outer=high; outer_bits=8; inner_bits=7; full_default_groups=0; exceptions=31025,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex293,ex293_unknown_15x15_decision_tree_greedy,unknown_15x15,decision_tree_greedy,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_decision_tree_greedy.v,student/work/reverse_unknown_20260603_1812/ex293/aigs/ex293_unknown_15x15_decision_tree_greedy.aig,1,1,1,14914,21,313194,76.912,nodes=23938; leaves=23939,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex293,ex293_unknown_15x15_low_split_default,unknown_15x15,low_split_default,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex293/aigs/ex293_unknown_15x15_low_split_default.aig,1,1,1,17168,21,360528,20.529,rotate=0; outer=low; outer_bits=7; inner_bits=8; full_default_groups=0; exceptions=31811,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex293,ex293_unknown_15x15_high_split_default,unknown_15x15,high_split_default,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex293/aigs/ex293_unknown_15x15_high_split_default.aig,1,1,1,57364,22,1262008,37.865,rotate=0; outer=high; outer_bits=8; inner_bits=7; full_default_groups=0; exceptions=31642,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex293,ex293_unknown_15x15_expr_default_exception,unknown_15x15,expr_default_exception,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_expr_default_exception.v,student/work/reverse_unknown_20260603_1812/ex293/aigs/ex293_unknown_15x15_expr_default_exception.aig,1,1,1,58213,25,1455325,33.833,expr=ones; matches=476; exceptions=32292,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex293,ex293_unknown_15x15_value_case,unknown_15x15,value_case,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_value_case.v,student/work/reverse_unknown_20260603_1812/ex293/aigs/ex293_unknown_15x15_value_case.aig,1,1,1,58213,25,1455325,33.512,32768,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex294,ex294_unknown_16x16_rotate_high_split_default,unknown_16x16,rotate_high_split_default,student/work/reverse_unknown_20260603_1812/ex294/verilog/ex294_unknown_16x16_rotate_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex294/aigs/ex294_unknown_16x16_rotate_high_split_default.aig,1,1,1,18382,19,349258,43.448,rotate=13; outer=high; outer_bits=8; inner_bits=8; full_default_groups=0; exceptions=63253,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex294,ex294_unknown_16x16_rotate_low_split_default,unknown_16x16,rotate_low_split_default,student/work/reverse_unknown_20260603_1812/ex294/verilog/ex294_unknown_16x16_rotate_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex294/aigs/ex294_unknown_16x16_rotate_low_split_default.aig,1,1,1,18382,19,349258,43.163,rotate=5; outer=low; outer_bits=8; inner_bits=8; full_default_groups=0; exceptions=63253,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex294,ex294_unknown_16x16_decision_tree_greedy,unknown_16x16,decision_tree_greedy,student/work/reverse_unknown_20260603_1812/ex294/verilog/ex294_unknown_16x16_decision_tree_greedy.v,student/work/reverse_unknown_20260603_1812/ex294/aigs/ex294_unknown_16x16_decision_tree_greedy.aig,1,1,1,19444,22,427768,182.490,nodes=44216; leaves=44217,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex294,ex294_unknown_16x16_low_split_default,unknown_16x16,low_split_default,student/work/reverse_unknown_20260603_1812/ex294/verilog/ex294_unknown_16x16_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex294/aigs/ex294_unknown_16x16_low_split_default.aig,1,1,1,29876,22,657272,43.529,rotate=0; outer=low; outer_bits=8; inner_bits=8; full_default_groups=0; exceptions=64108,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex294,ex294_unknown_16x16_high_split_default,unknown_16x16,high_split_default,student/work/reverse_unknown_20260603_1812/ex294/verilog/ex294_unknown_16x16_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex294/aigs/ex294_unknown_16x16_high_split_default.aig,1,1,1,112075,23,2577725,80.575,rotate=0; outer=high; outer_bits=8; inner_bits=8; full_default_groups=0; exceptions=63918,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex294,ex294_unknown_16x16_expr_default_exception,unknown_16x16,expr_default_exception,student/work/reverse_unknown_20260603_1812/ex294/verilog/ex294_unknown_16x16_expr_default_exception.v,student/work/reverse_unknown_20260603_1812/ex294/aigs/ex294_unknown_16x16_expr_default_exception.aig,1,1,1,112261,28,3143308,67.990,expr=ones; matches=496; exceptions=65040,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex294,ex294_unknown_16x16_value_case,unknown_16x16,value_case,student/work/reverse_unknown_20260603_1812/ex294/verilog/ex294_unknown_16x16_value_case.v,student/work/reverse_unknown_20260603_1812/ex294/aigs/ex294_unknown_16x16_value_case.aig,1,1,1,112261,28,3143308,65.822,65536,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex295,ex295_unknown_12x12_low_split_default,unknown_12x12,low_split_default,student/work/reverse_unknown_20260603_1812/ex295/verilog/ex295_unknown_12x12_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex295/aigs/ex295_unknown_12x12_low_split_default.aig,1,1,1,8692,18,156456,3.786,rotate=0; outer=low; outer_bits=6; inner_bits=6; full_default_groups=0; exceptions=3877,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex295,ex295_unknown_12x12_high_split_default,unknown_12x12,high_split_default,student/work/reverse_unknown_20260603_1812/ex295/verilog/ex295_unknown_12x12_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex295/aigs/ex295_unknown_12x12_high_split_default.aig,1,1,1,8693,18,156474,3.770,rotate=0; outer=high; outer_bits=6; inner_bits=6; full_default_groups=0; exceptions=3877,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex295,ex295_unknown_12x12_decision_tree_greedy,unknown_12x12,decision_tree_greedy,student/work/reverse_unknown_20260603_1812/ex295/verilog/ex295_unknown_12x12_decision_tree_greedy.v,student/work/reverse_unknown_20260603_1812/ex295/aigs/ex295_unknown_12x12_decision_tree_greedy.aig,1,1,1,9838,19,186922,8.094,nodes=3088; leaves=3089,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex295,ex295_unknown_12x12_value_case,unknown_12x12,value_case,student/work/reverse_unknown_20260603_1812/ex295/verilog/ex295_unknown_12x12_value_case.v,student/work/reverse_unknown_20260603_1812/ex295/aigs/ex295_unknown_12x12_value_case.aig,1,1,1,9174,21,192654,3.688,4096,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex295,ex295_unknown_12x12_expr_default_exception,unknown_12x12,expr_default_exception,student/work/reverse_unknown_20260603_1812/ex295/verilog/ex295_unknown_12x12_expr_default_exception.v,student/work/reverse_unknown_20260603_1812/ex295/aigs/ex295_unknown_12x12_expr_default_exception.aig,1,1,1,10695,21,224595,11.340,expr=input; matches=277; exceptions=3819,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex296,ex296_unknown_13x13_high_split_default,unknown_13x13,high_split_default,student/work/reverse_unknown_20260603_1812/ex296/verilog/ex296_unknown_13x13_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex296/aigs/ex296_unknown_13x13_high_split_default.aig,1,1,1,9032,17,153544,5.515,rotate=0; outer=high; outer_bits=7; inner_bits=6; full_default_groups=0; exceptions=7549,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex296,ex296_unknown_13x13_rotate_high_split_default,unknown_13x13,rotate_high_split_default,student/work/reverse_unknown_20260603_1812/ex296/verilog/ex296_unknown_13x13_rotate_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex296/aigs/ex296_unknown_13x13_rotate_high_split_default.aig,1,1,1,9986,17,169762,6.493,rotate=2; outer=high; outer_bits=7; inner_bits=6; full_default_groups=0; exceptions=7498,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex296,ex296_unknown_13x13_rotate_low_split_default,unknown_13x13,rotate_low_split_default,student/work/reverse_unknown_20260603_1812/ex296/verilog/ex296_unknown_13x13_rotate_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex296/aigs/ex296_unknown_13x13_rotate_low_split_default.aig,1,1,1,9897,19,188043,6.344,rotate=7; outer=low; outer_bits=6; inner_bits=7; full_default_groups=0; exceptions=7729,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex296,ex296_unknown_13x13_value_case,unknown_13x13,value_case,student/work/reverse_unknown_20260603_1812/ex296/verilog/ex296_unknown_13x13_value_case.v,student/work/reverse_unknown_20260603_1812/ex296/aigs/ex296_unknown_13x13_value_case.aig,1,1,1,9258,21,194418,5.324,8192,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex296,ex296_unknown_13x13_low_split_default,unknown_13x13,low_split_default,student/work/reverse_unknown_20260603_1812/ex296/verilog/ex296_unknown_13x13_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex296/aigs/ex296_unknown_13x13_low_split_default.aig,1,1,1,11424,19,217056,6.145,rotate=0; outer=low; outer_bits=6; inner_bits=7; full_default_groups=0; exceptions=7909,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex296,ex296_unknown_13x13_decision_tree_greedy,unknown_13x13,decision_tree_greedy,student/work/reverse_unknown_20260603_1812/ex296/verilog/ex296_unknown_13x13_decision_tree_greedy.v,student/work/reverse_unknown_20260603_1812/ex296/aigs/ex296_unknown_13x13_decision_tree_greedy.aig,1,1,1,11392,20,227840,14.257,nodes=4769; leaves=4770,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex296,ex296_unknown_13x13_expr_default_exception,unknown_13x13,expr_default_exception,student/work/reverse_unknown_20260603_1812/ex296/verilog/ex296_unknown_13x13_expr_default_exception.v,student/work/reverse_unknown_20260603_1812/ex296/aigs/ex296_unknown_13x13_expr_default_exception.aig,1,1,1,12964,23,298172,21.832,expr=input; matches=269; exceptions=7923,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex297,ex297_unknown_14x14_low_split_default,unknown_14x14,low_split_default,student/work/reverse_unknown_20260603_1812/ex297/verilog/ex297_unknown_14x14_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex297/aigs/ex297_unknown_14x14_low_split_default.aig,1,1,1,32553,21,683613,18.655,rotate=0; outer=low; outer_bits=7; inner_bits=7; full_default_groups=0; exceptions=15812,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
ex297,ex297_unknown_14x14_rotate_high_split_default,unknown_14x14,rotate_high_split_default,student/work/reverse_unknown_20260603_1812/ex297/verilog/ex297_unknown_14x14_rotate_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex297/aigs/ex297_unknown_14x14_rotate_high_split_default.aig,1,1,1,32609,21,684789,20.119,rotate=1; outer=high; outer_bits=7; inner_bits=7; full_default_groups=0; exceptions=15812,unknown function structural Verilog seed,unknown_verilog_20260603_1812,unknown_verilog_20260603_1812.csv
