case,candidate_id,family_id,parent_id,parent_hash,source,tool,tool_chain,command,command_expanded,params_json,aig_path,aig_hash,verilog_path,seed_origin,area,delay,adp,parent_area,parent_delay,parent_adp,delta_area,delta_delay,delta_adp,equivalent,round,phase,tier,runtime_sec,is_pareto,is_near_pareto,is_active,is_new_pareto,duplicate_of,notes
ex200,ex200_r000_seed_seed_pcurrent_a3717_d17_adp63189_759c0927,current,,,seed,seed,seed,seed,seed,{},student/work/ex200_backend_portfolio_v1_seed_smoke_20260610_1658/ex200/seeds/ex200_r000_seed_seed_pcurrent_a3717_d17_adp63189_759c0927.aig,759c0927c8b8029d657e815faf635c93dcf22ee25cb4721f0371bcc8e03ca31d,student/seeds/bf16/ex200_ex219_current/ex200/verilog/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.v,student/seeds/bf16/ex200_ex219_current/results/best.csv,3717,17,63189,,,,,,,1,0,seed,seed,0.613,1,0,1,,,truth table equals DAZ + exp + BF16 RNE + FTZ; semantic default-one parallel casez saturation items=3863; exact over 65536 inputs
ex200,ex200_r000_seed_seed_palt01_a3717_d17_adp63189_759c0927,alt01,,,seed,seed,seed,seed,seed,{},student/work/ex200_backend_portfolio_v1_seed_smoke_20260610_1658/ex200/seeds/ex200_r000_seed_seed_palt01_a3717_d17_adp63189_759c0927.aig,759c0927c8b8029d657e815faf635c93dcf22ee25cb4721f0371bcc8e03ca31d,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex200/verilog/ex200_bf16_exp_semantic_exp_default_one_casez_saturation.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3717,17,63189,,,,,,,1,0,seed,seed,0.655,1,0,1,,,truth table equals DAZ + exp + BF16 RNE + FTZ; semantic default-one casez saturation items=3863; exact over 65536 inputs
ex200,ex200_r000_seed_seed_palt02_a3725_d17_adp63325_1df714cd,alt02,,,seed,seed,seed,seed,seed,{},student/work/ex200_backend_portfolio_v1_seed_smoke_20260610_1658/ex200/seeds/ex200_r000_seed_seed_palt02_a3725_d17_adp63325_1df714cd.aig,1df714cdf95e230a18baed59caed866aa7e4c91f9cad87032f5a46ba56e43275,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex200/verilog/ex200_bf16_exp_semantic_exp_default_one_overrides.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3725,17,63325,,,,,,,1,0,seed,seed,0.641,0,1,1,,,truth table equals DAZ + exp + BF16 RNE + FTZ; semantic default-one override cases=4085; exact over 65536 inputs
ex200,ex200_r000_seed_seed_palt03_a3726_d17_adp63342_7f9256b6,alt03,,,seed,seed,seed,seed,seed,{},student/work/ex200_backend_portfolio_v1_seed_smoke_20260610_1658/ex200/seeds/ex200_r000_seed_seed_palt03_a3726_d17_adp63342_7f9256b6.aig,7f9256b6066e4492f0c8281e96adfef31cee58575e0beaf8bab1bbd0250c7272,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex200/verilog/ex200_bf16_exp_semantic_exp_default_one_per_exp_mode.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3726,17,63342,,,,,,,1,0,seed,seed,0.641,0,1,1,,,truth table equals DAZ + exp + BF16 RNE + FTZ; semantic default-one per-exp mode exceptions items=3210; exact over 65536 inputs
ex200,ex200_r000_seed_seed_palt04_a3728_d17_adp63376_a0b1c0a5,alt04,,,seed,seed,seed,seed,seed,{},student/work/ex200_backend_portfolio_v1_seed_smoke_20260610_1658/ex200/seeds/ex200_r000_seed_seed_palt04_a3728_d17_adp63376_a0b1c0a5.aig,a0b1c0a5ce916683d82a4b232194b205066bd896da5215fa8d3c7cb06cc8a93d,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex200/verilog/ex200_bf16_exp_semantic_exp_default_one_casez_active_first.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3728,17,63376,,,,,,,1,0,seed,seed,0.640,0,1,1,,,truth table equals DAZ + exp + BF16 RNE + FTZ; semantic default-one casez active-first items=3863; exact over 65536 inputs
