case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,items,notes
ex295,ex295_unknown_rot_rep_bdd_interleave,rotation_representative_bdd,interleave,student/work/ex295_ex297_ex299_frontend_rotation_rep_bdd_20260609_0550/ex295/verilog/ex295_unknown_rot_rep_bdd_interleave.v,student/work/ex295_ex297_ex299_frontend_rotation_rep_bdd_20260609_0550/ex295/aigs/ex295_unknown_rot_rep_bdd_interleave.aig,11112,19,211128,order_name=interleave; order=0:11:1:10:2:9:3:8:4:7:5:6; rep0_nodes=580; rep1_nodes=577; emitted_nodes=6942; hash=ba4dbece14e5,unknown rotation representative-bit BDD Verilog seed
ex297,ex297_unknown_rot_rep_bdd_center,rotation_representative_bdd,center,student/work/ex295_ex297_ex299_frontend_rotation_rep_bdd_20260609_0550/ex297/verilog/ex297_unknown_rot_rep_bdd_center.v,student/work/ex295_ex297_ex299_frontend_rotation_rep_bdd_20260609_0550/ex297/aigs/ex297_unknown_rot_rep_bdd_center.aig,40859,24,980616,order_name=center; order=6:7:5:8:4:9:3:10:2:11:1:12:0:13; rep0_nodes=1808; rep1_nodes=1756; emitted_nodes=24948; hash=5f020cc3cb88,unknown rotation representative-bit BDD Verilog seed
ex299,ex299_unknown_rot_rep_bdd_center,rotation_representative_bdd,center,student/work/ex295_ex297_ex299_frontend_rotation_rep_bdd_20260609_0550/ex299/verilog/ex299_unknown_rot_rep_bdd_center.v,student/work/ex295_ex297_ex299_frontend_rotation_rep_bdd_20260609_0550/ex299/aigs/ex299_unknown_rot_rep_bdd_center.aig,144261,28,4039308,order_name=center; order=7:8:6:9:5:10:4:11:3:12:2:13:1:14:0:15; rep0_nodes=5845; rep1_nodes=5619; emitted_nodes=91712; hash=ef36b0c9813e,unknown rotation representative-bit BDD Verilog seed
