case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_mod_deg2,unknown_muxcoord_anf,prefix_parity_reduce_full_mod_deg2,student/work/ex280_ex284_frontend_muxcoord_full_smoke_20260609_0117/ex280/verilog/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_mod_deg2.v,student/work/ex280_ex284_frontend_muxcoord_full_smoke_20260609_0117/ex280/aigs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_mod_deg2.aig,1,1,1,373,25,9325,1.261,transform=prefix_parity_reduce; coord_mode=full_mod; degree=2; coord_width=17; features=154; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11; inconsistent=0x0; used_features=77; term_counts=1:3:5:7:9:11:13:19:23:24:27:26; hash=d3ff182b5c57,unknown mux-coordinate ANF Verilog seed
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_deg2,unknown_muxcoord_anf,prefix_parity_reduce_full_clamp_deg2,student/work/ex280_ex284_frontend_muxcoord_full_smoke_20260609_0117/ex280/verilog/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_deg2.v,student/work/ex280_ex284_frontend_muxcoord_full_smoke_20260609_0117/ex280/aigs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_deg2.aig,1,1,1,389,28,10892,1.248,transform=prefix_parity_reduce; coord_mode=full_clamp; degree=2; coord_width=17; features=154; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11; inconsistent=0x0; used_features=75; term_counts=1:3:5:7:9:11:13:19:20:24:22:22; hash=b1319c0c8750,unknown mux-coordinate ANF Verilog seed
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_deg2,unknown_muxcoord_anf,prefix_parity_reduce_full_wrap_low_zero_high_deg2,student/work/ex280_ex284_frontend_muxcoord_full_smoke_20260609_0117/ex280/verilog/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_deg2.v,student/work/ex280_ex284_frontend_muxcoord_full_smoke_20260609_0117/ex280/aigs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_deg2.aig,1,1,1,429,33,14157,1.288,transform=prefix_parity_reduce; coord_mode=full_wrap_low_zero_high; degree=2; coord_width=17; features=154; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11; inconsistent=0x0; used_features=78; term_counts=1:3:5:7:9:11:13:19:22:24:26:26; hash=c534ed864b76,unknown mux-coordinate ANF Verilog seed
ex284,ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_mod_deg2,unknown_muxcoord_anf,prefix_parity_reduce_full_mod_deg2,student/work/ex280_ex284_frontend_muxcoord_full_smoke_20260609_0117/ex284/verilog/ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_mod_deg2.v,student/work/ex280_ex284_frontend_muxcoord_full_smoke_20260609_0117/ex284/aigs/ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_mod_deg2.aig,1,1,1,548,39,21372,25.762,transform=prefix_parity_reduce; coord_mode=full_mod; degree=2; coord_width=21; features=232; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15; inconsistent=0x0; used_features=131; term_counts=1:3:5:7:9:11:13:15:17:19:21:27:31:32:35:34; hash=a9ff3338392c,unknown mux-coordinate ANF Verilog seed
ex284,ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_deg2,unknown_muxcoord_anf,prefix_parity_reduce_full_clamp_deg2,student/work/ex280_ex284_frontend_muxcoord_full_smoke_20260609_0117/ex284/verilog/ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_deg2.v,student/work/ex280_ex284_frontend_muxcoord_full_smoke_20260609_0117/ex284/aigs/ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_deg2.aig,1,1,1,513,40,20520,26.233,transform=prefix_parity_reduce; coord_mode=full_clamp; degree=2; coord_width=21; features=232; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15; inconsistent=0x0; used_features=129; term_counts=1:3:5:7:9:11:13:15:17:19:21:27:28:32:30:30; hash=cfd3cefc63e8,unknown mux-coordinate ANF Verilog seed
ex284,ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_deg2,unknown_muxcoord_anf,prefix_parity_reduce_full_wrap_low_zero_high_deg2,student/work/ex280_ex284_frontend_muxcoord_full_smoke_20260609_0117/ex284/verilog/ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_deg2.v,student/work/ex280_ex284_frontend_muxcoord_full_smoke_20260609_0117/ex284/aigs/ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_deg2.aig,1,1,1,580,35,20300,25.258,transform=prefix_parity_reduce; coord_mode=full_wrap_low_zero_high; degree=2; coord_width=21; features=232; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15; inconsistent=0x0; used_features=132; term_counts=1:3:5:7:9:11:13:15:17:19:21:27:30:32:34:34; hash=e74ae4e7fc8c,unknown mux-coordinate ANF Verilog seed
