case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex286,ex286_unknown_symcof_interleave_f10_k3,unknown_symmetry_cofactor_classonehot,interleave_f10_k3,student/work/ex286_frontend_multipair_symcof_20260609_0623/ex286/verilog/ex286_unknown_symcof_interleave_f10_k3.v,student/work/ex286_frontend_multipair_symcof_20260609_0623/ex286/aigs/ex286_unknown_symcof_interleave_f10_k3.aig,1,1,1,1441,17,24497,1.453,"pairs=4:5,6:7; order=interleave; policy=f10; outer_bits=0:12:1; inner_bits=2:3:4:5:6:7:8:9:10:11; classes=8; group_nodes=250:258:242:258:264:244:268:260; total_group_nodes=2044; hash=94535030b86b",unknown symmetry cofactor class-onehot Verilog seed
ex286,ex286_unknown_symcof_interleave_f10_k4,unknown_symmetry_cofactor_classonehot,interleave_f10_k4,student/work/ex286_frontend_multipair_symcof_20260609_0623/ex286/verilog/ex286_unknown_symcof_interleave_f10_k4.v,student/work/ex286_frontend_multipair_symcof_20260609_0623/ex286/aigs/ex286_unknown_symcof_interleave_f10_k4.aig,1,1,1,1448,17,24616,1.451,"pairs=4:5,6:7; order=interleave; policy=f10; outer_bits=0:12:1:11; inner_bits=2:3:4:5:6:7:8:9:10; classes=16; group_nodes=144:160:156:165:165:145:172:170:157:150:130:149:157:154:155:143; total_group_nodes=2472; hash=c9c47d8c9e58",unknown symmetry cofactor class-onehot Verilog seed
ex286,ex286_unknown_symcof_interleave_f10_k5,unknown_symmetry_cofactor_classonehot,interleave_f10_k5,student/work/ex286_frontend_multipair_symcof_20260609_0623/ex286/verilog/ex286_unknown_symcof_interleave_f10_k5.v,student/work/ex286_frontend_multipair_symcof_20260609_0623/ex286/aigs/ex286_unknown_symcof_interleave_f10_k5.aig,1,1,1,1577,16,25232,1.578,"pairs=4:5,6:7; order=interleave; policy=f10; outer_bits=0:12:1:11:2; inner_bits=3:4:5:6:7:8:9:10; classes=32; group_nodes=97:94:106:93:98:81:96:96:83:81:57:79:95:95:84:83:74:96:92:95:97:99:105:119:104:89:91:97:87:93:96:86; total_group_nodes=2938; hash=02f859856326",unknown symmetry cofactor class-onehot Verilog seed
ex286,ex286_unknown_symcof_interleave_f10_k6,unknown_symmetry_cofactor_classonehot,interleave_f10_k6,student/work/ex286_frontend_multipair_symcof_20260609_0623/ex286/verilog/ex286_unknown_symcof_interleave_f10_k6.v,student/work/ex286_frontend_multipair_symcof_20260609_0623/ex286/aigs/ex286_unknown_symcof_interleave_f10_k6.aig,1,1,1,1811,14,25354,1.831,"pairs=4:5,6:7; order=interleave; policy=f10; outer_bits=0:12:1:11:2:10; inner_bits=3:4:5:6:7:8:9; classes=64; group_nodes=69:58:70:47:66:51:72:60:52:54:32:52:42:54:50:51:45:71:54:64:63:69:77:86:63:42:54:42:40:45:60:47:54:54:63:54:65:46:47:48:42:35:36:42:69:58:54:51:48:47:55:49:57:49:49:51:64:59:60:71:62:53:57:47; total_group_nodes=3498; hash=fa351ca9e437",unknown symmetry cofactor class-onehot Verilog seed
ex286,ex286_unknown_symcof_interleave_f00_k3,unknown_symmetry_cofactor_classonehot,interleave_f00_k3,student/work/ex286_frontend_multipair_symcof_20260609_0623/ex286/verilog/ex286_unknown_symcof_interleave_f00_k3.v,student/work/ex286_frontend_multipair_symcof_20260609_0623/ex286/aigs/ex286_unknown_symcof_interleave_f00_k3.aig,1,1,1,1424,17,24208,1.425,"pairs=4:5,6:7; order=interleave; policy=f00; outer_bits=0:12:1; inner_bits=2:3:4:5:6:7:8:9:10:11; classes=8; group_nodes=238:243:231:243:249:230:252:243; total_group_nodes=1929; hash=dda9e15c8de8",unknown symmetry cofactor class-onehot Verilog seed
ex286,ex286_unknown_symcof_interleave_f00_k4,unknown_symmetry_cofactor_classonehot,interleave_f00_k4,student/work/ex286_frontend_multipair_symcof_20260609_0623/ex286/verilog/ex286_unknown_symcof_interleave_f00_k4.v,student/work/ex286_frontend_multipair_symcof_20260609_0623/ex286/aigs/ex286_unknown_symcof_interleave_f00_k4.aig,1,1,1,1449,16,23184,1.435,"pairs=4:5,6:7; order=interleave; policy=f00; outer_bits=0:12:1:11; inner_bits=2:3:4:5:6:7:8:9:10; classes=16; group_nodes=134:147:145:152:150:133:157:153:148:141:123:139:150:143:143:133; total_group_nodes=2291; hash=9fd478cb0a63",unknown symmetry cofactor class-onehot Verilog seed
ex286,ex286_unknown_symcof_interleave_f00_k5,unknown_symmetry_cofactor_classonehot,interleave_f00_k5,student/work/ex286_frontend_multipair_symcof_20260609_0623/ex286/verilog/ex286_unknown_symcof_interleave_f00_k5.v,student/work/ex286_frontend_multipair_symcof_20260609_0623/ex286/aigs/ex286_unknown_symcof_interleave_f00_k5.aig,1,1,1,1567,15,23505,1.501,"pairs=4:5,6:7; order=interleave; policy=f00; outer_bits=0:12:1:11:2; inner_bits=3:4:5:6:7:8:9:10; classes=32; group_nodes=87:87:95:86:90:72:89:83:77:75:53:73:88:87:76:77:69:84:86:83:83:87:91:103:96:83:84:88:84:82:87:76; total_group_nodes=2661; hash=f2aad25b0ed3",unknown symmetry cofactor class-onehot Verilog seed
ex286,ex286_unknown_symcof_interleave_f00_k6,unknown_symmetry_cofactor_classonehot,interleave_f00_k6,student/work/ex286_frontend_multipair_symcof_20260609_0623/ex286/verilog/ex286_unknown_symcof_interleave_f00_k6.v,student/work/ex286_frontend_multipair_symcof_20260609_0623/ex286/aigs/ex286_unknown_symcof_interleave_f00_k6.aig,1,1,1,1786,15,26790,1.717,"pairs=4:5,6:7; order=interleave; policy=f00; outer_bits=0:12:1:11:2:10; inner_bits=3:4:5:6:7:8:9; classes=64; group_nodes=59:54:60:43:60:43:65:49:48:49:29:47:37:47:43:45:41:60:50:52:51:58:63:70:56:39:47:39:37:38:52:40:48:49:54:49:61:40:43:41:36:32:32:37:62:51:48:45:43:40:48:42:50:42:42:43:56:53:54:62:59:47:52:41; total_group_nodes=3073; hash=7085b50022a7",unknown symmetry cofactor class-onehot Verilog seed
