case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex285,ex285_interleave_f10_synth_preset,unknown_symmetry_canonical_bdd,synth_preset,student/work/ex285_ex289_frontend_symmetry_bdd_20260608_1429/ex285/verilog/ex285_unknown_symbdd_interleave_f10.v,student/work/ex285_ex289_frontend_symmetry_bdd_synthflow_20260608_1449/ex285/aigs/ex285_interleave_f10_synth_preset.aig,1,1,1037,17,17629,5499,3.205856,0,0,synthflow_exact,Yosys synth preset with flatten
ex286,ex286_interleave_zero_abc_g_aig,unknown_symmetry_canonical_bdd,abc_g_aig,student/work/ex285_ex289_frontend_symmetry_bdd_20260608_1429/ex286/verilog/ex286_unknown_symbdd_interleave_zero.v,student/work/ex285_ex289_frontend_symmetry_bdd_synthflow_20260608_1449/ex286/aigs/ex286_interleave_zero_abc_g_aig.aig,1,1,1435,17,24395,2376,10.267256,0,0,synthflow_exact,Yosys abc gate set aig
ex287,ex287_interleave_f10_synth_preset,unknown_symmetry_canonical_bdd,synth_preset,student/work/ex285_ex289_frontend_symmetry_bdd_20260608_1429/ex287/verilog/ex287_unknown_symbdd_interleave_f10.v,student/work/ex285_ex289_frontend_symmetry_bdd_synthflow_20260608_1449/ex287/aigs/ex287_interleave_f10_synth_preset.aig,1,1,1723,18,31014,5782,5.363888,0,0,synthflow_exact,Yosys synth preset with flatten
ex288,ex288_interleave_f10_synth_preset,unknown_symmetry_canonical_bdd,synth_preset,student/work/ex285_ex289_frontend_symmetry_bdd_20260608_1429/ex288/verilog/ex288_unknown_symbdd_interleave_f10.v,student/work/ex285_ex289_frontend_symmetry_bdd_synthflow_20260608_1449/ex288/aigs/ex288_interleave_f10_synth_preset.aig,1,1,1877,19,35663,16394,2.175369,0,0,synthflow_exact,Yosys synth preset with flatten
ex289,ex289_interleave_f00_synth_preset,unknown_symmetry_canonical_bdd,synth_preset,student/work/ex285_ex289_frontend_symmetry_bdd_20260608_1429/ex289/verilog/ex289_unknown_symbdd_interleave_f00.v,student/work/ex285_ex289_frontend_symmetry_bdd_synthflow_20260608_1449/ex289/aigs/ex289_interleave_f00_synth_preset.aig,1,1,1733,21,36393,13620,2.672026,0,0,synthflow_exact,Yosys synth preset with flatten
