case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_center_hcla4_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_center_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex260/verilog/ex260_smul_baugh_wooley_wallace_center_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex260/aigs/ex260_smul_baugh_wooley_wallace_center_hcla4_abc_g_aig.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.217,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_center_hcla4; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_center_rhcla4_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_center_rhcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_center_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_center_rhcla4_synth_preset_d13.aig,1,1,1,487,28,13636,9724,1.402304,1,0,2.086,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_center_rhcla4; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_evenodd_hcla4_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_evenodd_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_evenodd_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_evenodd_hcla4_abc_g_aig.aig,1,1,1,489,28,13692,9724,1.408063,1,0,1.925,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_evenodd_hcla4; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_evenodd_hcla4_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_evenodd_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_evenodd_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_evenodd_hcla4_wreduce_abc_g_aig.aig,1,1,1,490,28,13720,9724,1.410942,1,0,1.969,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_evenodd_hcla4; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_evenodd_hcla4_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_evenodd_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_evenodd_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_evenodd_hcla4_synth_preset_d13.aig,1,1,1,487,28,13636,9724,1.402304,1,0,1.976,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_evenodd_hcla4; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_evenodd_rhcla4_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_evenodd_rhcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_evenodd_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_evenodd_rhcla4_abc_g_aig.aig,1,1,1,492,27,13284,9724,1.366104,1,0,1.798,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_evenodd_rhcla4; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_evenodd_rhcla4_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_evenodd_rhcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_evenodd_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_evenodd_rhcla4_wreduce_abc_g_aig.aig,1,1,1,491,27,13257,9724,1.363328,1,0,1.825,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_evenodd_rhcla4; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_evenodd_rhcla4_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_evenodd_rhcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_evenodd_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_evenodd_rhcla4_synth_preset_d13.aig,1,1,1,490,28,13720,9724,1.410942,1,0,1.945,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_evenodd_rhcla4; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,1,1,1,492,27,13284,9724,1.366104,1,0,2.420,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_rev_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,1,1,1,491,28,13748,9724,1.413821,1,0,2.671,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_rev_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,1,1,1,481,28,13468,9724,1.385027,1,0,3.179,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_outside_rhcla4_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_outside_rhcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_outside_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_outside_rhcla4_abc_g_aig.aig,1,1,1,489,27,13203,9724,1.357775,1,0,2.437,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_outside_rhcla4; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_outside_rhcla4_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_outside_rhcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_outside_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_outside_rhcla4_wreduce_abc_g_aig.aig,1,1,1,494,27,13338,9724,1.371658,1,0,2.652,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_outside_rhcla4; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_outside_rhcla4_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_outside_rhcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_outside_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_outside_rhcla4_synth_preset_d13.aig,1,1,1,490,28,13720,9724,1.410942,1,0,2.062,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_outside_rhcla4; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_rev_rhcla3_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_rev_rhcla3+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_rhcla3.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_rhcla3_abc_g_aig.aig,1,1,1,486,30,14580,9724,1.499383,1,0,1.923,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_rhcla3; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rev_rhcla3_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_rev_rhcla3+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_rhcla3.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_rhcla3_wreduce_abc_g_aig.aig,1,1,1,492,27,13284,9724,1.366104,1,0,1.930,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_rhcla3; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rev_rhcla3_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_rev_rhcla3+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_rhcla3.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_rhcla3_synth_preset_d13.aig,1,1,1,487,27,13149,9724,1.352221,1,0,2.074,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_rhcla3; flow=synth_preset_d13
