case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex275,ex275_isqrt_prefix3_ge_tree_msb_abc_g_aig,unsigned_floor_isqrt,prefix3_ge_tree_msb+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_prefix3_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_prefix3_ge_tree_msb_abc_g_aig.aig,1,1,1,46,9,414,204,2.029412,0,0,0.222,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_ge_tree_msb; flow=abc_g_aig
ex276,ex276_isqrt_prefix3_ge_tree_lsb_arith_wreduce_aig,unsigned_floor_isqrt,prefix3_ge_tree_lsb+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix3_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix3_ge_tree_lsb_arith_wreduce_aig.aig,1,1,1,109,12,1308,632,2.069620,0,0,0.298,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_ge_tree_lsb; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix3_ge_tree_lsb_synth_preset,unsigned_floor_isqrt,prefix3_ge_tree_lsb+synth_preset,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix3_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix3_ge_tree_lsb_synth_preset.aig,1,1,1,108,12,1296,632,2.050633,0,0,0.387,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_ge_tree_lsb; flow=synth_preset
ex276,ex276_isqrt_prefix3_ge_tree_lsb_synth_preset_d6,unsigned_floor_isqrt,prefix3_ge_tree_lsb+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix3_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix3_ge_tree_lsb_synth_preset_d6.aig,1,1,1,108,12,1296,632,2.050633,0,0,0.368,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_ge_tree_lsb; flow=synth_preset_d6
ex276,ex276_isqrt_prefix3_ge_tree_lsb_synth_preset_d8,unsigned_floor_isqrt,prefix3_ge_tree_lsb+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix3_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix3_ge_tree_lsb_synth_preset_d8.aig,1,1,1,108,12,1296,632,2.050633,0,0,0.372,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_ge_tree_lsb; flow=synth_preset_d8
ex276,ex276_isqrt_prefix3_ge_tree_lsb_synth_preset_d10,unsigned_floor_isqrt,prefix3_ge_tree_lsb+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix3_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix3_ge_tree_lsb_synth_preset_d10.aig,1,1,1,108,12,1296,632,2.050633,0,0,0.387,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_ge_tree_lsb; flow=synth_preset_d10
ex276,ex276_isqrt_prefix4_ge_tree_lsb_abc_g_aig,unsigned_floor_isqrt,prefix4_ge_tree_lsb+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_tree_lsb_abc_g_aig.aig,1,1,1,113,12,1356,632,2.145570,0,0,0.272,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_tree_lsb; flow=abc_g_aig
ex276,ex276_isqrt_prefix4_ge_tree_lsb_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_ge_tree_lsb+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_tree_lsb_wreduce_abc_g_aig.aig,1,1,1,106,12,1272,632,2.012658,0,0,0.259,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_tree_lsb; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix4_ge_tree_lsb_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_ge_tree_lsb+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_tree_lsb_arith_wreduce_aig.aig,1,1,1,109,12,1308,632,2.069620,0,0,0.259,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_tree_lsb; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix4_ge_tree_lsb_synth_preset,unsigned_floor_isqrt,prefix4_ge_tree_lsb+synth_preset,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_tree_lsb_synth_preset.aig,1,1,1,103,11,1133,632,1.792722,0,0,0.327,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_tree_lsb; flow=synth_preset
ex276,ex276_isqrt_prefix4_ge_tree_lsb_synth_preset_d6,unsigned_floor_isqrt,prefix4_ge_tree_lsb+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_tree_lsb_synth_preset_d6.aig,1,1,1,103,11,1133,632,1.792722,0,0,0.326,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_tree_lsb; flow=synth_preset_d6
ex276,ex276_isqrt_prefix4_ge_tree_lsb_synth_preset_d8,unsigned_floor_isqrt,prefix4_ge_tree_lsb+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_tree_lsb_synth_preset_d8.aig,1,1,1,103,11,1133,632,1.792722,0,0,0.331,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_tree_lsb; flow=synth_preset_d8
ex276,ex276_isqrt_prefix4_ge_tree_lsb_synth_preset_d10,unsigned_floor_isqrt,prefix4_ge_tree_lsb+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_tree_lsb_synth_preset_d10.aig,1,1,1,103,11,1133,632,1.792722,0,0,0.327,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_tree_lsb; flow=synth_preset_d10
ex276,ex276_isqrt_prefix5_ge_tree_lsb_abc_g_aig,unsigned_floor_isqrt,prefix5_ge_tree_lsb+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix5_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix5_ge_tree_lsb_abc_g_aig.aig,1,1,1,118,11,1298,632,2.053797,0,0,0.238,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_ge_tree_lsb; flow=abc_g_aig
ex276,ex276_isqrt_prefix5_ge_tree_lsb_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_ge_tree_lsb+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix5_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix5_ge_tree_lsb_wreduce_abc_g_aig.aig,1,1,1,121,11,1331,632,2.106013,0,0,0.249,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_ge_tree_lsb; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix5_ge_tree_lsb_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_ge_tree_lsb+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix5_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix5_ge_tree_lsb_arith_wreduce_aig.aig,1,1,1,118,11,1298,632,2.053797,0,0,0.256,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_ge_tree_lsb; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix5_ge_tree_lsb_synth_preset,unsigned_floor_isqrt,prefix5_ge_tree_lsb+synth_preset,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix5_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix5_ge_tree_lsb_synth_preset.aig,1,1,1,115,12,1380,632,2.183544,0,0,0.360,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_ge_tree_lsb; flow=synth_preset
ex276,ex276_isqrt_prefix5_ge_tree_lsb_synth_preset_d6,unsigned_floor_isqrt,prefix5_ge_tree_lsb+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix5_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix5_ge_tree_lsb_synth_preset_d6.aig,1,1,1,115,12,1380,632,2.183544,0,0,0.368,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_ge_tree_lsb; flow=synth_preset_d6
ex276,ex276_isqrt_prefix5_ge_tree_lsb_synth_preset_d8,unsigned_floor_isqrt,prefix5_ge_tree_lsb+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix5_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix5_ge_tree_lsb_synth_preset_d8.aig,1,1,1,115,12,1380,632,2.183544,0,0,0.328,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_ge_tree_lsb; flow=synth_preset_d8
ex276,ex276_isqrt_prefix5_ge_tree_lsb_synth_preset_d10,unsigned_floor_isqrt,prefix5_ge_tree_lsb+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix5_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix5_ge_tree_lsb_synth_preset_d10.aig,1,1,1,115,12,1380,632,2.183544,0,0,0.333,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_ge_tree_lsb; flow=synth_preset_d10
ex276,ex276_isqrt_prefix4_ge_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix4_ge_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_abc_g_aig.aig,1,1,1,113,11,1243,632,1.966772,0,0,0.264,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=abc_g_aig
ex276,ex276_isqrt_prefix4_ge_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_ge_bitwise+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_wreduce_abc_g_aig.aig,1,1,1,113,11,1243,632,1.966772,0,0,0.301,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix4_ge_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_ge_bitwise+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_arith_wreduce_aig.aig,1,1,1,113,11,1243,632,1.966772,0,0,0.307,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix4_ge_bitwise_synth_preset,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset.aig,1,1,1,101,10,1010,632,1.598101,0,0,0.339,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=synth_preset
ex276,ex276_isqrt_prefix4_ge_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset_d6.aig,1,1,1,101,10,1010,632,1.598101,0,0,0.355,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=synth_preset_d6
ex276,ex276_isqrt_prefix4_ge_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset_d8.aig,1,1,1,101,10,1010,632,1.598101,0,0,0.350,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=synth_preset_d8
ex276,ex276_isqrt_prefix4_ge_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset_d10.aig,1,1,1,101,10,1010,632,1.598101,0,0,0.340,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=synth_preset_d10
ex276,ex276_isqrt_prefix4_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_bitwise_abc_g_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.287,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=abc_g_aig
ex276,ex276_isqrt_prefix4_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_bitwise_wreduce_abc_g_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.278,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix4_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_bitwise+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_bitwise_arith_wreduce_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.315,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix4_bitwise_synth_preset,unsigned_floor_isqrt,prefix4_bitwise+synth_preset,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.363,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset
ex276,ex276_isqrt_prefix4_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset_d6.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.347,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset_d6
ex276,ex276_isqrt_prefix4_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset_d8.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.351,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset_d8
ex276,ex276_isqrt_prefix4_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset_d10.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.399,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset_d10
ex276,ex276_isqrt_bdd_outside_abc_g_aig,unsigned_floor_isqrt,bdd_outside+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_bdd_outside_abc_g_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.225,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=abc_g_aig
ex276,ex276_isqrt_bdd_outside_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_outside+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_bdd_outside_wreduce_abc_g_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.265,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_bdd_outside_arith_wreduce_aig,unsigned_floor_isqrt,bdd_outside+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_bdd_outside_arith_wreduce_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.237,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=arith_wreduce_aig
ex276,ex276_isqrt_bdd_outside_synth_preset,unsigned_floor_isqrt,bdd_outside+synth_preset,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.354,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset
ex276,ex276_isqrt_bdd_outside_synth_preset_d6,unsigned_floor_isqrt,bdd_outside+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset_d6.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.349,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset_d6
ex276,ex276_isqrt_bdd_outside_synth_preset_d8,unsigned_floor_isqrt,bdd_outside+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset_d8.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.315,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset_d8
ex276,ex276_isqrt_bdd_outside_synth_preset_d10,unsigned_floor_isqrt,bdd_outside+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset_d10.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.309,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset_d10
