case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,items,classification,notes
ex225,ex225_fp16_log10_manual_ex225_bitvec12_9_bit14_logic,fp16_log10,manual_ex225_bitvec12_9_bit14_logic,student/work/ex225_frontend_fp16_manual_logic_20260607_1338/ex225/verilog/ex225_fp16_log10_manual_ex225_bitvec12_9_bit14_logic.v,student/work/ex225_frontend_fp16_manual_logic_20260607_1338/ex225/aigs/ex225_fp16_log10_manual_ex225_bitvec12_9_bit14_logic.aig,1,1,1,11647,23,267881,116676,2.295939,0,0,14.624,"manual_bits=14; bitvec_bits=12,9; table_items=31777; bits=12,9; threshold=32; const_groups=47; range_groups=17; table_groups=0; range_items=72; table_items=0",structural_exact,"per-output-bit run-cover hybrid; manual_bits=14; bitvec_bits=12,9; table_items=31777; bits=12,9; threshold=32; const_groups=47; range_groups=17; table_groups=0; range_items=72; table_items=0"
