case,domain,agent_id,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex246,float_fp8,local-fp8-extra-r48,ex246_r48_resub_deep_rf_from_frontend_best,1,328,21,6888,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/aigs/ex246_r48_resub_deep_rf_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_resub_deep_rf_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_resub_deep_rf_from_frontend_best.abc.log; gen_sec=0.099; eval_sec=0.534; flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
ex246,float_fp8,local-fp8-extra-r48,ex246_r48_dc2_scorr_resyn_from_frontend_best,1,327,22,7194,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/aigs/ex246_r48_dc2_scorr_resyn_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_dc2_scorr_resyn_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_dc2_scorr_resyn_from_frontend_best.abc.log; gen_sec=0.116; eval_sec=0.524; flow=strash; dc2; scorr; dc2; balance; rewrite -z; balance
ex246,float_fp8,local-fp8-extra-r48,ex246_r48_dc2_lcorr_resyn_from_frontend_best,1,327,22,7194,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/aigs/ex246_r48_dc2_lcorr_resyn_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_dc2_lcorr_resyn_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_dc2_lcorr_resyn_from_frontend_best.abc.log; gen_sec=0.119; eval_sec=0.486; flow=strash; dc2; lcorr; dc2; balance; rewrite -z; balance
ex246,float_fp8,local-fp8-extra-r48,ex246_r48_rw_resub_loop5_from_frontend_best,1,328,21,6888,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/aigs/ex246_r48_rw_resub_loop5_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_rw_resub_loop5_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_rw_resub_loop5_from_frontend_best.abc.log; gen_sec=0.076; eval_sec=0.517; flow=strash; rewrite; rewrite -z; resub -K 6 -N 2; rewrite -z; resub -K 8 -N 2; refactor -z; rewrite -z; balance
ex246,float_fp8,local-fp8-extra-r48,ex246_r48_area_then_delay_recover_from_frontend_best,1,327,22,7194,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/aigs/ex246_r48_area_then_delay_recover_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_area_then_delay_recover_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_area_then_delay_recover_from_frontend_best.abc.log; gen_sec=0.131; eval_sec=0.515; flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance; rewrite; rewrite -z; balance
ex246,float_fp8,local-fp8-extra-r48,ex246_r48_gia_dc2_put_from_frontend_best,1,328,21,6888,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/aigs/ex246_r48_gia_dc2_put_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_gia_dc2_put_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_gia_dc2_put_from_frontend_best.abc.log; gen_sec=0.075; eval_sec=0.515; flow=strash; &get; &dc2; &put; balance
ex246,float_fp8,local-fp8-extra-r48,ex246_r48_gia_dch_put_from_frontend_best,1,328,21,6888,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/aigs/ex246_r48_gia_dch_put_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_gia_dch_put_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_gia_dch_put_from_frontend_best.abc.log; gen_sec=0.086; eval_sec=0.515; flow=strash; &get; &dch; &put; balance
ex246,float_fp8,local-fp8-extra-r48,ex246_r48_gia_dc2_rw_from_frontend_best,1,328,21,6888,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/aigs/ex246_r48_gia_dc2_rw_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_gia_dc2_rw_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_gia_dc2_rw_from_frontend_best.abc.log; gen_sec=0.106; eval_sec=0.546; flow=strash; &get; &dc2; &put; rewrite; rewrite -z; balance
ex246,float_fp8,local-fp8-extra-r48,ex246_r48_if4_dc2_from_frontend_best,1,327,22,7194,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/aigs/ex246_r48_if4_dc2_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_if4_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_if4_dc2_from_frontend_best.abc.log; gen_sec=0.099; eval_sec=0.543; flow=strash; if -K 4; strash; dc2; balance
ex246,float_fp8,local-fp8-extra-r48,ex246_r48_if5_dc2_from_frontend_best,1,327,22,7194,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/aigs/ex246_r48_if5_dc2_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_if5_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_if5_dc2_from_frontend_best.abc.log; gen_sec=0.067; eval_sec=0.499; flow=strash; if -K 5; strash; dc2; balance
ex246,float_fp8,local-fp8-extra-r48,ex246_r48_if6_dc2_from_frontend_best,1,327,22,7194,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/aigs/ex246_r48_if6_dc2_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_if6_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_if6_dc2_from_frontend_best.abc.log; gen_sec=0.099; eval_sec=0.508; flow=strash; if -K 6; strash; dc2; balance
ex246,float_fp8,local-fp8-extra-r48,ex246_r48_dc2_if6_dc2_from_frontend_best,1,327,22,7194,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/aigs/ex246_r48_dc2_if6_dc2_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_dc2_if6_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_dc2_if6_dc2_from_frontend_best.abc.log; gen_sec=0.095; eval_sec=0.542; flow=strash; dc2; if -K 6; strash; dc2; balance
