case,domain,agent_id,candidate_id,hypothesis,representation,shared_structure,method_signature,verilog_path,aig_path,equivalent,simulation_pass,area,delay,adp,evaluate_log,notes
ex249,float_fp8,local-synthflow-r28,ex249_r28_abc_bal_rw_from_frontend_best,frontend synth-flow micro from current best,ABC flow abc_bal_rw from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex249|frontend_synthflow_micro_from_current_best|abc_flow_abc_bal_rw|preserve_current_frontend_structure_rebalance_rewrite|abc_bal_rw|official_evaluate|full_word,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/aigs/ex249_r28_abc_bal_rw_from_frontend_best.aig,1,not_run,168,26,4368,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_bal_rw_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_bal_rw_from_frontend_best.abc.log; flow=strash; balance; rewrite; balance
ex249,float_fp8,local-synthflow-r28,ex249_r28_abc_rwz_rf_from_frontend_best,frontend synth-flow micro from current best,ABC flow abc_rwz_rf from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex249|frontend_synthflow_micro_from_current_best|abc_flow_abc_rwz_rf|preserve_current_frontend_structure_rebalance_rewrite|abc_rwz_rf|official_evaluate|full_word,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/aigs/ex249_r28_abc_rwz_rf_from_frontend_best.aig,1,not_run,168,26,4368,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_rwz_rf_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_rwz_rf_from_frontend_best.abc.log; flow=strash; balance; rewrite -z; refactor -z; balance; rewrite -z; balance
ex249,float_fp8,local-synthflow-r28,ex249_r28_abc_dc2_from_frontend_best,frontend synth-flow micro from current best,ABC flow abc_dc2 from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex249|frontend_synthflow_micro_from_current_best|abc_flow_abc_dc2|preserve_current_frontend_structure_rebalance_rewrite|abc_dc2|official_evaluate|full_word,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/aigs/ex249_r28_abc_dc2_from_frontend_best.aig,1,not_run,168,29,4872,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_dc2_from_frontend_best.abc.log; flow=strash; dc2; balance
ex249,float_fp8,local-synthflow-r28,ex249_r28_abc_dch_from_frontend_best,frontend synth-flow micro from current best,ABC flow abc_dch from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex249|frontend_synthflow_micro_from_current_best|abc_flow_abc_dch|preserve_current_frontend_structure_rebalance_rewrite|abc_dch|official_evaluate|full_word,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/aigs/ex249_r28_abc_dch_from_frontend_best.aig,1,not_run,168,26,4368,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_dch_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_dch_from_frontend_best.abc.log; flow=strash; dch; balance
ex249,float_fp8,local-synthflow-r28,ex249_r28_abc_drw_from_frontend_best,frontend synth-flow micro from current best,ABC flow abc_drw from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex249|frontend_synthflow_micro_from_current_best|abc_flow_abc_drw|preserve_current_frontend_structure_rebalance_rewrite|abc_drw|official_evaluate|full_word,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/aigs/ex249_r28_abc_drw_from_frontend_best.aig,1,not_run,168,26,4368,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_drw_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_drw_from_frontend_best.abc.log; flow=strash; drw; balance
ex249,float_fp8,local-synthflow-r28,ex249_r28_abc_drwz_from_frontend_best,frontend synth-flow micro from current best,ABC flow abc_drwz from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex249|frontend_synthflow_micro_from_current_best|abc_flow_abc_drwz|preserve_current_frontend_structure_rebalance_rewrite|abc_drwz|official_evaluate|full_word,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/aigs/ex249_r28_abc_drwz_from_frontend_best.aig,1,not_run,168,29,4872,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_drwz_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_drwz_from_frontend_best.abc.log; flow=strash; drw -z; balance
ex241,float_fp8,local-synthflow-r28,ex241_r28_abc_bal_rw_from_frontend_best,frontend synth-flow micro from current best,ABC flow abc_bal_rw from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex241|frontend_synthflow_micro_from_current_best|abc_flow_abc_bal_rw|preserve_current_frontend_structure_rebalance_rewrite|abc_bal_rw|official_evaluate|full_word,student/work/ex241_ex242_ex243_frontend_fp8_nested_tables_fix_20260608_1330/ex241/verilog/ex241_semantic_mul_product_nested_exp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/aigs/ex241_r28_abc_bal_rw_from_frontend_best.aig,1,not_run,534,29,15486,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_bal_rw_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_bal_rw_from_frontend_best.abc.log; flow=strash; balance; rewrite; balance
ex241,float_fp8,local-synthflow-r28,ex241_r28_abc_rwz_rf_from_frontend_best,frontend synth-flow micro from current best,ABC flow abc_rwz_rf from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex241|frontend_synthflow_micro_from_current_best|abc_flow_abc_rwz_rf|preserve_current_frontend_structure_rebalance_rewrite|abc_rwz_rf|official_evaluate|full_word,student/work/ex241_ex242_ex243_frontend_fp8_nested_tables_fix_20260608_1330/ex241/verilog/ex241_semantic_mul_product_nested_exp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/aigs/ex241_r28_abc_rwz_rf_from_frontend_best.aig,1,not_run,532,28,14896,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_rwz_rf_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_rwz_rf_from_frontend_best.abc.log; flow=strash; balance; rewrite -z; refactor -z; balance; rewrite -z; balance
ex241,float_fp8,local-synthflow-r28,ex241_r28_abc_dc2_from_frontend_best,frontend synth-flow micro from current best,ABC flow abc_dc2 from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex241|frontend_synthflow_micro_from_current_best|abc_flow_abc_dc2|preserve_current_frontend_structure_rebalance_rewrite|abc_dc2|official_evaluate|full_word,student/work/ex241_ex242_ex243_frontend_fp8_nested_tables_fix_20260608_1330/ex241/verilog/ex241_semantic_mul_product_nested_exp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/aigs/ex241_r28_abc_dc2_from_frontend_best.aig,1,not_run,529,29,15341,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_dc2_from_frontend_best.abc.log; flow=strash; dc2; balance
ex241,float_fp8,local-synthflow-r28,ex241_r28_abc_dch_from_frontend_best,frontend synth-flow micro from current best,ABC flow abc_dch from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex241|frontend_synthflow_micro_from_current_best|abc_flow_abc_dch|preserve_current_frontend_structure_rebalance_rewrite|abc_dch|official_evaluate|full_word,student/work/ex241_ex242_ex243_frontend_fp8_nested_tables_fix_20260608_1330/ex241/verilog/ex241_semantic_mul_product_nested_exp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/aigs/ex241_r28_abc_dch_from_frontend_best.aig,1,not_run,527,29,15283,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_dch_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_dch_from_frontend_best.abc.log; flow=strash; dch; balance
ex241,float_fp8,local-synthflow-r28,ex241_r28_abc_drw_from_frontend_best,frontend synth-flow micro from current best,ABC flow abc_drw from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex241|frontend_synthflow_micro_from_current_best|abc_flow_abc_drw|preserve_current_frontend_structure_rebalance_rewrite|abc_drw|official_evaluate|full_word,student/work/ex241_ex242_ex243_frontend_fp8_nested_tables_fix_20260608_1330/ex241/verilog/ex241_semantic_mul_product_nested_exp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/aigs/ex241_r28_abc_drw_from_frontend_best.aig,1,not_run,534,29,15486,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_drw_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_drw_from_frontend_best.abc.log; flow=strash; drw; balance
ex241,float_fp8,local-synthflow-r28,ex241_r28_abc_drwz_from_frontend_best,frontend synth-flow micro from current best,ABC flow abc_drwz from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex241|frontend_synthflow_micro_from_current_best|abc_flow_abc_drwz|preserve_current_frontend_structure_rebalance_rewrite|abc_drwz|official_evaluate|full_word,student/work/ex241_ex242_ex243_frontend_fp8_nested_tables_fix_20260608_1330/ex241/verilog/ex241_semantic_mul_product_nested_exp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/aigs/ex241_r28_abc_drwz_from_frontend_best.aig,1,not_run,534,29,15486,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_drwz_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_drwz_from_frontend_best.abc.log; flow=strash; drw -z; balance
ex242,float_fp8,local-synthflow-r28,ex242_r28_abc_bal_rw_from_frontend_best,frontend synth-flow micro from current best,ABC flow abc_bal_rw from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex242|frontend_synthflow_micro_from_current_best|abc_flow_abc_bal_rw|preserve_current_frontend_structure_rebalance_rewrite|abc_bal_rw|official_evaluate|full_word,student/work/ex242_frontend_fp8_div_clean_sparse_20260608_1330/ex242/verilog/ex242_semantic_div_field_sparse_clean.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/aigs/ex242_r28_abc_bal_rw_from_frontend_best.aig,1,not_run,1266,20,25320,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/logs/ex242_r28_abc_bal_rw_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/logs/ex242_r28_abc_bal_rw_from_frontend_best.abc.log; flow=strash; balance; rewrite; balance
ex242,float_fp8,local-synthflow-r28,ex242_r28_abc_rwz_rf_from_frontend_best,frontend synth-flow micro from current best,ABC flow abc_rwz_rf from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex242|frontend_synthflow_micro_from_current_best|abc_flow_abc_rwz_rf|preserve_current_frontend_structure_rebalance_rewrite|abc_rwz_rf|official_evaluate|full_word,student/work/ex242_frontend_fp8_div_clean_sparse_20260608_1330/ex242/verilog/ex242_semantic_div_field_sparse_clean.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/aigs/ex242_r28_abc_rwz_rf_from_frontend_best.aig,1,not_run,1262,20,25240,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/logs/ex242_r28_abc_rwz_rf_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/logs/ex242_r28_abc_rwz_rf_from_frontend_best.abc.log; flow=strash; balance; rewrite -z; refactor -z; balance; rewrite -z; balance
ex242,float_fp8,local-synthflow-r28,ex242_r28_abc_dc2_from_frontend_best,frontend synth-flow micro from current best,ABC flow abc_dc2 from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex242|frontend_synthflow_micro_from_current_best|abc_flow_abc_dc2|preserve_current_frontend_structure_rebalance_rewrite|abc_dc2|official_evaluate|full_word,student/work/ex242_frontend_fp8_div_clean_sparse_20260608_1330/ex242/verilog/ex242_semantic_div_field_sparse_clean.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/aigs/ex242_r28_abc_dc2_from_frontend_best.aig,1,not_run,1256,21,26376,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/logs/ex242_r28_abc_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/logs/ex242_r28_abc_dc2_from_frontend_best.abc.log; flow=strash; dc2; balance
ex242,float_fp8,local-synthflow-r28,ex242_r28_abc_dch_from_frontend_best,frontend synth-flow micro from current best,ABC flow abc_dch from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex242|frontend_synthflow_micro_from_current_best|abc_flow_abc_dch|preserve_current_frontend_structure_rebalance_rewrite|abc_dch|official_evaluate|full_word,student/work/ex242_frontend_fp8_div_clean_sparse_20260608_1330/ex242/verilog/ex242_semantic_div_field_sparse_clean.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/aigs/ex242_r28_abc_dch_from_frontend_best.aig,1,not_run,1257,20,25140,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/logs/ex242_r28_abc_dch_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/logs/ex242_r28_abc_dch_from_frontend_best.abc.log; flow=strash; dch; balance
ex242,float_fp8,local-synthflow-r28,ex242_r28_abc_drw_from_frontend_best,frontend synth-flow micro from current best,ABC flow abc_drw from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex242|frontend_synthflow_micro_from_current_best|abc_flow_abc_drw|preserve_current_frontend_structure_rebalance_rewrite|abc_drw|official_evaluate|full_word,student/work/ex242_frontend_fp8_div_clean_sparse_20260608_1330/ex242/verilog/ex242_semantic_div_field_sparse_clean.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/aigs/ex242_r28_abc_drw_from_frontend_best.aig,1,not_run,1266,20,25320,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/logs/ex242_r28_abc_drw_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/logs/ex242_r28_abc_drw_from_frontend_best.abc.log; flow=strash; drw; balance
ex242,float_fp8,local-synthflow-r28,ex242_r28_abc_drwz_from_frontend_best,frontend synth-flow micro from current best,ABC flow abc_drwz from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex242|frontend_synthflow_micro_from_current_best|abc_flow_abc_drwz|preserve_current_frontend_structure_rebalance_rewrite|abc_drwz|official_evaluate|full_word,student/work/ex242_frontend_fp8_div_clean_sparse_20260608_1330/ex242/verilog/ex242_semantic_div_field_sparse_clean.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/aigs/ex242_r28_abc_drwz_from_frontend_best.aig,1,not_run,1266,21,26586,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/logs/ex242_r28_abc_drwz_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/logs/ex242_r28_abc_drwz_from_frontend_best.abc.log; flow=strash; drw -z; balance
