case,candidate_id,area,delay,adp,reference_adp,adp_ratio_to_reference,current_best_adp,delta_vs_current,beats_current,variant,items,notes
ex280,ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic,162,31,5022,2415,2.079503,5365,-343,1,prefix_parity_reduce_full_clamp_basic,transform=prefix_parity_reduce; coord_mode=full_clamp; style=basic; coord_width=17; candidate_basis=2062; raw_pair_terms=156; selected_terms=42; unique_products=37; compound_products=12; linear_forms=23; terms_by_bit=1:3:2:2:2:2:2:3:7:6:5:7; hash=f51186a27d5b,unknown quadratic shared-compressor Verilog seed
ex284,ex284_unknown_quadratic_compressor_prefix_parity_full_clamp_basic,215,39,8385,4240,1.977594,8621,-236,1,prefix_parity_full_clamp_basic,transform=prefix_parity; coord_mode=full_clamp; style=basic; coord_width=21; candidate_basis=5003; raw_pair_terms=268; selected_terms=50; unique_products=45; compound_products=16; linear_forms=31; terms_by_bit=1:3:2:2:2:2:2:2:2:2:2:3:7:6:5:7; hash=bed25c6f5bb7,unknown quadratic shared-compressor Verilog seed
