case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,items,notes
ex280,ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_basic,student/work/ex280_ex284_frontend_quadratic_compressor_smoke_20260609_0216/ex280/verilog/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_smoke_20260609_0216/ex280/aigs/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic.aig,162,31,5022,transform=prefix_parity_reduce; coord_mode=full_clamp; style=basic; coord_width=17; candidate_basis=2062; raw_pair_terms=156; selected_terms=42; unique_products=37; compound_products=12; linear_forms=23; terms_by_bit=1:3:2:2:2:2:2:3:7:6:5:7; hash=f51186a27d5b,unknown quadratic shared-compressor Verilog seed
ex284,ex284_unknown_quadratic_compressor_prefix_parity_full_clamp_basic,unknown_quadratic_compressor,prefix_parity_full_clamp_basic,student/work/ex280_ex284_frontend_quadratic_compressor_smoke_20260609_0216/ex284/verilog/ex284_unknown_quadratic_compressor_prefix_parity_full_clamp_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_smoke_20260609_0216/ex284/aigs/ex284_unknown_quadratic_compressor_prefix_parity_full_clamp_basic.aig,215,39,8385,transform=prefix_parity; coord_mode=full_clamp; style=basic; coord_width=21; candidate_basis=5003; raw_pair_terms=268; selected_terms=50; unique_products=45; compound_products=16; linear_forms=31; terms_by_bit=1:3:2:2:2:2:2:2:2:2:2:3:7:6:5:7; hash=bed25c6f5bb7,unknown quadratic shared-compressor Verilog seed
