case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex266,ex266_udiv_bdd_perbit_bitopt_abc_g_aig,unsigned low5_high5:a/b dbz=max,bdd_perbit_bitopt+abc_g_aig,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/verilog/ex266_udiv_bdd_perbit_bitopt.v,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/aigs/ex266_udiv_bdd_perbit_bitopt_abc_g_aig.aig,1,1,1,160,13,2080,848,2.452830,0,0,0.214,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_bitopt; flow=abc_g_aig
ex266,ex266_udiv_bdd_perbit_bitopt_wreduce_abc_g_aig,unsigned low5_high5:a/b dbz=max,bdd_perbit_bitopt+wreduce_abc_g_aig,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/verilog/ex266_udiv_bdd_perbit_bitopt.v,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/aigs/ex266_udiv_bdd_perbit_bitopt_wreduce_abc_g_aig.aig,1,1,1,160,13,2080,848,2.452830,0,0,0.219,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_bitopt; flow=wreduce_abc_g_aig
ex266,ex266_udiv_bdd_perbit_bitopt_synth_preset,unsigned low5_high5:a/b dbz=max,bdd_perbit_bitopt+synth_preset,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/verilog/ex266_udiv_bdd_perbit_bitopt.v,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/aigs/ex266_udiv_bdd_perbit_bitopt_synth_preset.aig,1,1,1,157,14,2198,848,2.591981,0,0,0.295,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_bitopt; flow=synth_preset
ex266,ex266_udiv_bdd_perbit_bitopt_synth_preset_d8,unsigned low5_high5:a/b dbz=max,bdd_perbit_bitopt+synth_preset_d8,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/verilog/ex266_udiv_bdd_perbit_bitopt.v,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/aigs/ex266_udiv_bdd_perbit_bitopt_synth_preset_d8.aig,1,1,1,157,14,2198,848,2.591981,0,0,0.292,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_bitopt; flow=synth_preset_d8
ex266,ex266_udiv_bdd_perbit_bitopt_synth_preset_d10,unsigned low5_high5:a/b dbz=max,bdd_perbit_bitopt+synth_preset_d10,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/verilog/ex266_udiv_bdd_perbit_bitopt.v,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/aigs/ex266_udiv_bdd_perbit_bitopt_synth_preset_d10.aig,1,1,1,157,14,2198,848,2.591981,0,0,0.285,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_bitopt; flow=synth_preset_d10
ex266,ex266_udiv_bdd_perbit_bitopt_synth_preset_d12,unsigned low5_high5:a/b dbz=max,bdd_perbit_bitopt+synth_preset_d12,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/verilog/ex266_udiv_bdd_perbit_bitopt.v,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/aigs/ex266_udiv_bdd_perbit_bitopt_synth_preset_d12.aig,1,1,1,157,14,2198,848,2.591981,0,0,0.289,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_bitopt; flow=synth_preset_d12
ex266,ex266_udiv_bdd_perbit_bitopt_abc_g_aig_d8,unsigned low5_high5:a/b dbz=max,bdd_perbit_bitopt+abc_g_aig_d8,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/verilog/ex266_udiv_bdd_perbit_bitopt.v,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/aigs/ex266_udiv_bdd_perbit_bitopt_abc_g_aig_d8.aig,1,1,1,160,13,2080,848,2.452830,0,0,0.216,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_bitopt; flow=abc_g_aig_d8
ex266,ex266_udiv_bdd_perbit_bitopt_abc_g_aig_d10,unsigned low5_high5:a/b dbz=max,bdd_perbit_bitopt+abc_g_aig_d10,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/verilog/ex266_udiv_bdd_perbit_bitopt.v,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/aigs/ex266_udiv_bdd_perbit_bitopt_abc_g_aig_d10.aig,1,1,1,160,13,2080,848,2.452830,0,0,0.214,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_bitopt; flow=abc_g_aig_d10
