case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex266,ex266_udiv_bdd_perbit_bitopt_abc_g_aig,1,160,13,2080,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/aigs/ex266_udiv_bdd_perbit_bitopt_abc_g_aig.aig,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_bitopt; flow=abc_g_aig
ex266,ex266_udiv_bdd_perbit_bitopt_wreduce_abc_g_aig,1,160,13,2080,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/aigs/ex266_udiv_bdd_perbit_bitopt_wreduce_abc_g_aig.aig,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_bitopt; flow=wreduce_abc_g_aig
ex266,ex266_udiv_bdd_perbit_bitopt_synth_preset,1,157,14,2198,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/aigs/ex266_udiv_bdd_perbit_bitopt_synth_preset.aig,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_bitopt; flow=synth_preset
ex266,ex266_udiv_bdd_perbit_bitopt_synth_preset_d8,1,157,14,2198,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/aigs/ex266_udiv_bdd_perbit_bitopt_synth_preset_d8.aig,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_bitopt; flow=synth_preset_d8
ex266,ex266_udiv_bdd_perbit_bitopt_synth_preset_d10,1,157,14,2198,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/aigs/ex266_udiv_bdd_perbit_bitopt_synth_preset_d10.aig,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_bitopt; flow=synth_preset_d10
ex266,ex266_udiv_bdd_perbit_bitopt_synth_preset_d12,1,157,14,2198,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/aigs/ex266_udiv_bdd_perbit_bitopt_synth_preset_d12.aig,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_bitopt; flow=synth_preset_d12
ex266,ex266_udiv_bdd_perbit_bitopt_abc_g_aig_d8,1,160,13,2080,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/aigs/ex266_udiv_bdd_perbit_bitopt_abc_g_aig_d8.aig,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_bitopt; flow=abc_g_aig_d8
ex266,ex266_udiv_bdd_perbit_bitopt_abc_g_aig_d10,1,160,13,2080,student/work/ex266_frontend_udiv_perbit_bitopt_20260609_0858/ex266/aigs/ex266_udiv_bdd_perbit_bitopt_abc_g_aig_d10.aig,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_bitopt; flow=abc_g_aig_d10
