case,candidate_id,verified_truth,synthesized,equivalent,area,delay,adp,verilog_exists,aig_exists,notes
ex280,ex280_unknown_key_cofactor_bdd_prefix_parity_reduce_top6,1,1,1,752,26,19552,1,1,unknown transformed-key cofactor-BDD Verilog seed
ex281,ex281_unknown_key_cofactor_bdd_prefix_parity_reduce_top6,1,1,1,901,26,23426,1,1,unknown transformed-key cofactor-BDD Verilog seed
ex282,ex282_unknown_key_cofactor_bdd_prefix_parity_reduce_top6,1,1,1,1020,32,32640,1,1,unknown transformed-key cofactor-BDD Verilog seed
ex283,ex283_unknown_key_cofactor_bdd_prefix_parity_reduce_top6,1,1,1,1173,32,37536,1,1,unknown transformed-key cofactor-BDD Verilog seed
ex284,ex284_unknown_key_cofactor_bdd_prefix_parity_reduce_top6,1,1,1,1353,40,54120,1,1,unknown transformed-key cofactor-BDD Verilog seed
