case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex225,ex225_fp16_log10_bitrun_bit11_t8,fp16_log10,bitrun_bit11_t8,student/work/ex225_frontend_fp16_log10_bitrun_20260607_1152/ex225/verilog/ex225_fp16_log10_bitrun_bit11_t8.v,student/work/ex225_frontend_fp16_log10_bitrun_20260607_1152/ex225/aigs/ex225_fp16_log10_bitrun_bit11_t8.aig,1,1,11573,23,266179,116676,2.281352,0,0,structural_exact,per-output-bit run-cover hybrid; bits=11; threshold=8; table_items=31777; bit=11; threshold=8; const_groups=58; range_groups=6; table_groups=0; range_items=21; table_items=0
