case,metric,key,value,detail
ex287,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=asc",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=desc",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=none",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,singleton_vote:identity:bias=asc,80/16384,bit_matches=125294/229376;first=x=0x3;expected=0xc;got=0x2040
ex287,topk_score_family,singleton_vote:identity:bias=desc,80/16384,bit_matches=124350/229376;first=x=0x3;expected=0xc;got=0x2040
ex287,topk_score_family,singleton_vote:identity:bias=none,80/16384,bit_matches=124350/229376;first=x=0x3;expected=0xc;got=0x2040
ex287,topk_score_family,singleton_vote:identity:bias=center,70/16384,bit_matches=124380/229376;first=x=0x3;expected=0xc;got=0x2040
ex287,topk_score_family,singleton_vote:identity:bias=edge,61/16384,bit_matches=124382/229376;first=x=0x3;expected=0xc;got=0x2040
ex287,topk_score_family,"cyclic_window:identity:bias=asc,radius=1",59/16384,bit_matches=124190/229376;first=x=0x1;expected=0x40;got=0x2000
ex287,topk_score_family,"prefix_suffix:reverse:a=1,b=1,bias=asc",57/16384,bit_matches=124342/229376;first=x=0x1;expected=0x40;got=0x2000
ex287,topk_score_family,"prefix_suffix:reverse:a=1,b=1,bias=desc",57/16384,bit_matches=124342/229376;first=x=0x1;expected=0x40;got=0x2000
ex287,topk_score_family,"prefix_suffix:reverse:a=1,b=1,bias=none",57/16384,bit_matches=124342/229376;first=x=0x1;expected=0x40;got=0x2000
ex287,topk_score_family,"cyclic_window:identity:bias=desc,radius=1",51/16384,bit_matches=123748/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"cyclic_window:identity:bias=none,radius=1",51/16384,bit_matches=123748/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"local_window:identity:bias=asc,radius=1",47/16384,bit_matches=124362/229376;first=x=0x1;expected=0x40;got=0x2
ex287,topk_score_family,"local_window:identity:bias=desc,radius=1",47/16384,bit_matches=123634/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"local_window:identity:bias=none,radius=1",47/16384,bit_matches=123634/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,singleton_distance:identity:bias=edge,38/16384,bit_matches=125032/229376;first=x=0x3;expected=0xc;got=0x2001
ex287,topk_score_family,"cyclic_window:reverse:bias=asc,radius=1",38/16384,bit_matches=124484/229376;first=x=0x1;expected=0x40;got=0x2000
ex287,topk_score_family,"prefix_suffix:identity:a=3,b=2,bias=desc",37/16384,bit_matches=125634/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=3,b=2,bias=none",37/16384,bit_matches=125634/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,singleton_distance:identity:bias=asc,37/16384,bit_matches=125238/229376;first=x=0x3;expected=0xc;got=0x3000
ex287,topk_score_family,singleton_distance:identity:bias=desc,37/16384,bit_matches=125194/229376;first=x=0x3;expected=0xc;got=0x3
ex287,topk_score_family,singleton_distance:identity:bias=none,37/16384,bit_matches=125194/229376;first=x=0x3;expected=0xc;got=0x3
ex287,topk_score_family,singleton_distance:identity:bias=center,36/16384,bit_matches=125762/229376;first=x=0x3;expected=0xc;got=0xc0
ex287,layer_image,w0,1,"rows=1;fixed=0=0,1=0,2=0,3=0,4=0,5=0,6=0,7=0,8=0,9=0,10=0,11=0,12=0,13=0"
ex287,layer_image,w1,7,"rows=14;fixed=0=0,1=0,2=0,7=0,8=0,10=0,12=0"
ex287,layer_image,w2,31,rows=91;fixed=
ex287,layer_image,w3,88,rows=364;fixed=
ex287,layer_image,w4,200,rows=1001;fixed=
ex287,layer_image,w5,326,rows=2002;fixed=
ex287,layer_image,w6,427,rows=3003;fixed=
ex287,layer_image,w7,445,rows=3432;fixed=
ex287,layer_image,w8,422,rows=3003;fixed=
ex287,layer_image,w9,318,rows=2002;fixed=
ex287,layer_image,w10,203,rows=1001;fixed=
ex287,layer_image,w11,98,rows=364;fixed=
ex287,layer_image,w12,35,rows=91;fixed=
ex287,layer_image,w13,7,"rows=14;fixed=0=1,3=1,5=1,7=1,9=1,12=1,13=1"
ex287,layer_image,w14,1,"rows=1;fixed=0=1,1=1,2=1,3=1,4=1,5=1,6=1,7=1,8=1,9=1,10=1,11=1,12=1,13=1"
