case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,items,runtime_sec,notes
ex295,ex295_unknown_rot2_rot2_canonical_case,rot2_equivariant_canonical,rot2_canonical_case,student/work/ex295_ex297_ex299_frontend_rot2_canonical_20260608_1150/ex295/verilog/ex295_unknown_rot2_rot2_canonical_case.v,student/work/ex295_ex297_ex299_frontend_rot2_canonical_20260608_1150/ex295/aigs/ex295_unknown_rot2_rot2_canonical_case.aig,1,1,1,3517,85,298945,68064,4.392116,0,0,structural_exact,rot_step=2; orbit_steps=6; canonical_entries=700; exact rot2 equivariance over 4096 inputs,1.964,unknown rot2-equivariant canonical Verilog seed
ex297,ex297_unknown_rot2_rot2_canonical_case,rot2_equivariant_canonical,rot2_canonical_case,student/work/ex295_ex297_ex299_frontend_rot2_canonical_20260608_1150/ex297/verilog/ex297_unknown_rot2_rot2_canonical_case.v,student/work/ex295_ex297_ex299_frontend_rot2_canonical_20260608_1150/ex297/aigs/ex297_unknown_rot2_rot2_canonical_case.aig,1,1,1,10352,112,1159424,225900,5.132466,0,0,structural_exact,rot_step=2; orbit_steps=7; canonical_entries=2344; exact rot2 equivariance over 16384 inputs,9.264,unknown rot2-equivariant canonical Verilog seed
ex299,ex299_unknown_rot2_rot2_canonical_case,rot2_equivariant_canonical,rot2_canonical_case,student/work/ex295_ex297_ex299_frontend_rot2_canonical_20260608_1150/ex299/verilog/ex299_unknown_rot2_rot2_canonical_case.v,student/work/ex295_ex297_ex299_frontend_rot2_canonical_20260608_1150/ex299/aigs/ex299_unknown_rot2_rot2_canonical_case.aig,1,1,1,33880,128,4336640,1013807,4.277579,0,0,structural_exact,rot_step=2; orbit_steps=8; canonical_entries=8230; exact rot2 equivariance over 65536 inputs,54.792,unknown rot2-equivariant canonical Verilog seed
