case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex287,ex287_unknown_symcof_interleave_f00_k5_case,unknown_symmetry_cofactor_classonehot,interleave_f00_k5_case,student/work/ex287_frontend_multipair_symcof_casemux_20260609_0643/ex287/verilog/ex287_unknown_symcof_interleave_f00_k5_case.v,student/work/ex287_frontend_multipair_symcof_casemux_20260609_0643/ex287/aigs/ex287_unknown_symcof_interleave_f00_k5_case.aig,1,1,1,1844,16,29504,2.393,"pairs=4:5,6:7,8:9; order=interleave; policy=f00; mux_style=case; outer_bits=0:13:1:12:2; inner_bits=3:4:5:6:7:8:9:10:11; classes=32; group_nodes=138:138:129:124:162:117:124:96:104:111:104:114:119:106:133:125:133:119:125:113:135:119:119:109:129:114:134:127:110:92:133:117; total_group_nodes=3872; anf_bits=; hash=a5dcebea65a5",unknown symmetry cofactor class-onehot Verilog seed
ex287,ex287_unknown_symcof_interleave_f00_k6_case,unknown_symmetry_cofactor_classonehot,interleave_f00_k6_case,student/work/ex287_frontend_multipair_symcof_casemux_20260609_0643/ex287/verilog/ex287_unknown_symcof_interleave_f00_k6_case.v,student/work/ex287_frontend_multipair_symcof_casemux_20260609_0643/ex287/aigs/ex287_unknown_symcof_interleave_f00_k6_case.aig,1,1,1,2061,14,28854,2.448,"pairs=4:5,6:7,8:9; order=interleave; policy=f00; mux_style=case; outer_bits=0:13:1:12:2:11; inner_bits=3:4:5:6:7:8:9:10; classes=64; group_nodes=85:80:72:67:76:49:77:47:65:73:65:73:57:68:68:84:66:77:68:75:60:68:61:69:74:60:80:60:63:50:89:77:78:80:75:81:117:74:72:59:46:51:42:50:72:46:71:45:74:55:71:55:95:71:74:56:69:71:65:78:63:46:62:45; total_group_nodes=4312; anf_bits=; hash=8b8d99413761",unknown symmetry cofactor class-onehot Verilog seed
