case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,items,classification,notes
ex226,ex226_fp16_sin_odd_positive_table,fp16_sin,odd_positive_table,student/work/ex226_ex229_frontend_fp16_shells_fix_20260607_1128/ex226/verilog/ex226_fp16_sin_odd_positive_table.v,student/work/ex226_ex229_frontend_fp16_shells_fix_20260607_1128/ex226/aigs/ex226_fp16_sin_odd_positive_table.aig,1,1,1,33507,25,837675,587790,1.425126,1,0,25.581,"odd_positive_table_items=30721; active_exps=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",semantic_shell,sin positive-domain table with NaN-aware sign flip
ex227,ex227_fp16_tan_odd_positive_table,fp16_tan,odd_positive_table,student/work/ex226_ex229_frontend_fp16_shells_fix_20260607_1128/ex227/verilog/ex227_fp16_tan_odd_positive_table.v,student/work/ex226_ex229_frontend_fp16_shells_fix_20260607_1128/ex227/aigs/ex227_fp16_tan_odd_positive_table.aig,1,1,1,40882,24,981168,721639,1.359638,1,0,31.224,"odd_positive_table_items=30721; active_exps=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",semantic_shell,tan positive-domain table with NaN-aware sign flip
ex228,ex228_fp16_sinh_odd_sinh_saturation_shell,fp16_sinh,odd_sinh_saturation_shell,student/work/ex226_ex229_frontend_fp16_shells_fix_20260607_1128/ex228/verilog/ex228_fp16_sinh_odd_sinh_saturation_shell.v,student/work/ex226_ex229_frontend_fp16_shells_fix_20260607_1128/ex228/aigs/ex228_fp16_sinh_odd_sinh_saturation_shell.aig,1,1,1,6653,21,139713,101205,1.380495,1,0,8.219,"odd_positive_table_items=18433; active_exps=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",semantic_shell,sinh positive table only below exp>=19 saturation
ex229,ex229_fp16_tanh_odd_tanh_saturation_shell,fp16_tanh,odd_tanh_saturation_shell,student/work/ex226_ex229_frontend_fp16_shells_fix_20260607_1128/ex229/verilog/ex229_fp16_tanh_odd_tanh_saturation_shell.v,student/work/ex226_ex229_frontend_fp16_shells_fix_20260607_1128/ex229/aigs/ex229_fp16_tanh_odd_tanh_saturation_shell.aig,1,1,1,4015,20,80300,57968,1.385247,1,0,6.069,"odd_positive_table_items=17409; active_exps=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",semantic_shell,tanh positive table only below exp>=18 saturation
