case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex275,ex275_isqrt_prefix6_bitwise_abc_g_aig_d10,unsigned_floor_isqrt,prefix6_bitwise+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_prefix6_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_prefix6_bitwise_abc_g_aig_d10.aig,1,1,1,107,13,1391,204,6.818627,0,0,0.295,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix6_bitwise; flow=abc_g_aig_d10
ex275,ex275_isqrt_prefix3_range_abc_g_aig,unsigned_floor_isqrt,prefix3_range+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_prefix3_range_abc_g_aig.aig,1,1,1,49,7,343,204,1.681373,0,0,0.230,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=abc_g_aig
ex275,ex275_isqrt_prefix3_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix3_range+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_prefix3_range_wreduce_abc_g_aig.aig,1,1,1,47,8,376,204,1.843137,0,0,0.232,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=wreduce_abc_g_aig
ex275,ex275_isqrt_prefix3_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix3_range+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_prefix3_range_arith_wreduce_aig.aig,1,1,1,47,8,376,204,1.843137,0,0,0.237,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=arith_wreduce_aig
ex275,ex275_isqrt_prefix3_range_synth_preset,unsigned_floor_isqrt,prefix3_range+synth_preset,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_prefix3_range_synth_preset.aig,1,1,1,48,8,384,204,1.882353,0,0,0.305,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=synth_preset
ex275,ex275_isqrt_prefix3_range_synth_preset_d6,unsigned_floor_isqrt,prefix3_range+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_prefix3_range_synth_preset_d6.aig,1,1,1,48,8,384,204,1.882353,0,0,0.301,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=synth_preset_d6
ex275,ex275_isqrt_prefix3_range_synth_preset_d8,unsigned_floor_isqrt,prefix3_range+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_prefix3_range_synth_preset_d8.aig,1,1,1,48,8,384,204,1.882353,0,0,0.308,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=synth_preset_d8
ex275,ex275_isqrt_prefix3_range_synth_preset_d10,unsigned_floor_isqrt,prefix3_range+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_prefix3_range_synth_preset_d10.aig,1,1,1,48,8,384,204,1.882353,0,0,0.307,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=synth_preset_d10
ex275,ex275_isqrt_prefix3_range_abc_g_aig_d6,unsigned_floor_isqrt,prefix3_range+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_prefix3_range_abc_g_aig_d6.aig,1,1,1,49,7,343,204,1.681373,0,0,0.229,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=abc_g_aig_d6
ex275,ex275_isqrt_prefix3_range_abc_g_aig_d8,unsigned_floor_isqrt,prefix3_range+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_prefix3_range_abc_g_aig_d8.aig,1,1,1,49,7,343,204,1.681373,0,0,0.230,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=abc_g_aig_d8
ex275,ex275_isqrt_prefix3_range_abc_g_aig_d10,unsigned_floor_isqrt,prefix3_range+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_prefix3_range_abc_g_aig_d10.aig,1,1,1,49,7,343,204,1.681373,0,0,0.230,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=abc_g_aig_d10
ex275,ex275_isqrt_prefix5_range_abc_g_aig,unsigned_floor_isqrt,prefix5_range+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_prefix5_range_abc_g_aig.aig,1,1,1,44,8,352,204,1.725490,0,0,0.240,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_range; flow=abc_g_aig
ex275,ex275_isqrt_prefix5_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_range+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_prefix5_range_wreduce_abc_g_aig.aig,1,1,1,62,8,496,204,2.431373,0,0,0.245,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_range; flow=wreduce_abc_g_aig
ex275,ex275_isqrt_prefix5_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_range+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_prefix5_range_arith_wreduce_aig.aig,1,1,1,64,8,512,204,2.509804,0,0,0.276,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_range; flow=arith_wreduce_aig
ex275,ex275_isqrt_prefix5_range_synth_preset,unsigned_floor_isqrt,prefix5_range+synth_preset,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_prefix5_range_synth_preset.aig,1,1,1,67,8,536,204,2.627451,0,0,1.083,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_range; flow=synth_preset
ex275,ex275_isqrt_prefix5_range_synth_preset_d6,unsigned_floor_isqrt,prefix5_range+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_prefix5_range_synth_preset_d6.aig,1,1,1,67,8,536,204,2.627451,0,0,1.592,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_range; flow=synth_preset_d6
ex275,ex275_isqrt_prefix5_range_synth_preset_d8,unsigned_floor_isqrt,prefix5_range+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_prefix5_range_synth_preset_d8.aig,1,1,1,67,8,536,204,2.627451,0,0,2.490,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_range; flow=synth_preset_d8
ex275,ex275_isqrt_prefix5_range_synth_preset_d10,unsigned_floor_isqrt,prefix5_range+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_prefix5_range_synth_preset_d10.aig,1,1,1,67,8,536,204,2.627451,0,0,2.241,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_range; flow=synth_preset_d10
ex275,ex275_isqrt_prefix5_range_abc_g_aig_d6,unsigned_floor_isqrt,prefix5_range+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_prefix5_range_abc_g_aig_d6.aig,1,1,1,44,8,352,204,1.725490,0,0,0.239,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_range; flow=abc_g_aig_d6
ex275,ex275_isqrt_prefix5_range_abc_g_aig_d8,unsigned_floor_isqrt,prefix5_range+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_prefix5_range_abc_g_aig_d8.aig,1,1,1,44,8,352,204,1.725490,0,0,0.230,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_range; flow=abc_g_aig_d8
ex275,ex275_isqrt_prefix5_range_abc_g_aig_d10,unsigned_floor_isqrt,prefix5_range+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_prefix5_range_abc_g_aig_d10.aig,1,1,1,44,8,352,204,1.725490,0,0,0.230,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_range; flow=abc_g_aig_d10
ex275,ex275_isqrt_bdd_outside_abc_g_aig,unsigned_floor_isqrt,bdd_outside+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_bdd_outside_abc_g_aig.aig,1,1,1,53,8,424,204,2.078431,0,0,0.196,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=abc_g_aig
ex275,ex275_isqrt_bdd_outside_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_outside+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_bdd_outside_wreduce_abc_g_aig.aig,1,1,1,53,8,424,204,2.078431,0,0,0.195,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=wreduce_abc_g_aig
ex275,ex275_isqrt_bdd_outside_arith_wreduce_aig,unsigned_floor_isqrt,bdd_outside+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_bdd_outside_arith_wreduce_aig.aig,1,1,1,53,8,424,204,2.078431,0,0,0.200,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=arith_wreduce_aig
ex275,ex275_isqrt_bdd_outside_synth_preset,unsigned_floor_isqrt,bdd_outside+synth_preset,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_bdd_outside_synth_preset.aig,1,1,1,42,8,336,204,1.647059,0,0,0.254,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=synth_preset
ex275,ex275_isqrt_bdd_outside_synth_preset_d6,unsigned_floor_isqrt,bdd_outside+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_bdd_outside_synth_preset_d6.aig,1,1,1,42,8,336,204,1.647059,0,0,0.265,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=synth_preset_d6
ex275,ex275_isqrt_bdd_outside_synth_preset_d8,unsigned_floor_isqrt,bdd_outside+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_bdd_outside_synth_preset_d8.aig,1,1,1,42,8,336,204,1.647059,0,0,0.263,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=synth_preset_d8
ex275,ex275_isqrt_bdd_outside_synth_preset_d10,unsigned_floor_isqrt,bdd_outside+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_bdd_outside_synth_preset_d10.aig,1,1,1,42,8,336,204,1.647059,0,0,0.259,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=synth_preset_d10
ex275,ex275_isqrt_bdd_outside_abc_g_aig_d6,unsigned_floor_isqrt,bdd_outside+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_bdd_outside_abc_g_aig_d6.aig,1,1,1,53,8,424,204,2.078431,0,0,0.223,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=abc_g_aig_d6
ex275,ex275_isqrt_bdd_outside_abc_g_aig_d8,unsigned_floor_isqrt,bdd_outside+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_bdd_outside_abc_g_aig_d8.aig,1,1,1,53,8,424,204,2.078431,0,0,0.196,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=abc_g_aig_d8
ex275,ex275_isqrt_bdd_outside_abc_g_aig_d10,unsigned_floor_isqrt,bdd_outside+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_bdd_outside_abc_g_aig_d10.aig,1,1,1,53,8,424,204,2.078431,0,0,0.195,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=abc_g_aig_d10
ex275,ex275_isqrt_bdd_swapmsb_abc_g_aig,unsigned_floor_isqrt,bdd_swapmsb+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_bdd_swapmsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_bdd_swapmsb_abc_g_aig.aig,1,1,1,50,9,450,204,2.205882,0,0,0.190,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_swapmsb; flow=abc_g_aig
ex275,ex275_isqrt_bdd_swapmsb_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_swapmsb+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_bdd_swapmsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_bdd_swapmsb_wreduce_abc_g_aig.aig,1,1,1,50,9,450,204,2.205882,0,0,0.224,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_swapmsb; flow=wreduce_abc_g_aig
ex275,ex275_isqrt_bdd_swapmsb_arith_wreduce_aig,unsigned_floor_isqrt,bdd_swapmsb+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_bdd_swapmsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_bdd_swapmsb_arith_wreduce_aig.aig,1,1,1,50,9,450,204,2.205882,0,0,0.198,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_swapmsb; flow=arith_wreduce_aig
ex275,ex275_isqrt_bdd_swapmsb_synth_preset,unsigned_floor_isqrt,bdd_swapmsb+synth_preset,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_bdd_swapmsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_bdd_swapmsb_synth_preset.aig,1,1,1,46,9,414,204,2.029412,0,0,0.261,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_swapmsb; flow=synth_preset
ex275,ex275_isqrt_bdd_swapmsb_synth_preset_d6,unsigned_floor_isqrt,bdd_swapmsb+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_bdd_swapmsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_bdd_swapmsb_synth_preset_d6.aig,1,1,1,46,9,414,204,2.029412,0,0,0.253,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_swapmsb; flow=synth_preset_d6
ex275,ex275_isqrt_bdd_swapmsb_synth_preset_d8,unsigned_floor_isqrt,bdd_swapmsb+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_bdd_swapmsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_bdd_swapmsb_synth_preset_d8.aig,1,1,1,46,9,414,204,2.029412,0,0,0.253,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_swapmsb; flow=synth_preset_d8
ex275,ex275_isqrt_bdd_swapmsb_synth_preset_d10,unsigned_floor_isqrt,bdd_swapmsb+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_bdd_swapmsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_bdd_swapmsb_synth_preset_d10.aig,1,1,1,46,9,414,204,2.029412,0,0,0.255,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_swapmsb; flow=synth_preset_d10
ex275,ex275_isqrt_bdd_swapmsb_abc_g_aig_d6,unsigned_floor_isqrt,bdd_swapmsb+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_bdd_swapmsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_bdd_swapmsb_abc_g_aig_d6.aig,1,1,1,50,9,450,204,2.205882,0,0,0.193,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_swapmsb; flow=abc_g_aig_d6
ex275,ex275_isqrt_bdd_swapmsb_abc_g_aig_d8,unsigned_floor_isqrt,bdd_swapmsb+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_bdd_swapmsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_bdd_swapmsb_abc_g_aig_d8.aig,1,1,1,50,9,450,204,2.205882,0,0,0.218,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_swapmsb; flow=abc_g_aig_d8
ex275,ex275_isqrt_bdd_swapmsb_abc_g_aig_d10,unsigned_floor_isqrt,bdd_swapmsb+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_bdd_swapmsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_bdd_swapmsb_abc_g_aig_d10.aig,1,1,1,50,9,450,204,2.205882,0,0,0.194,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_swapmsb; flow=abc_g_aig_d10
ex275,ex275_isqrt_cofbdd4_reverse_abc_g_aig,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd4_reverse_abc_g_aig.aig,1,1,1,55,9,495,204,2.426471,0,0,0.219,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=abc_g_aig
ex275,ex275_isqrt_cofbdd4_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,cofbdd4_reverse+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd4_reverse_wreduce_abc_g_aig.aig,1,1,1,55,9,495,204,2.426471,0,0,0.219,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=wreduce_abc_g_aig
ex275,ex275_isqrt_cofbdd4_reverse_arith_wreduce_aig,unsigned_floor_isqrt,cofbdd4_reverse+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd4_reverse_arith_wreduce_aig.aig,1,1,1,55,9,495,204,2.426471,0,0,0.218,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=arith_wreduce_aig
ex275,ex275_isqrt_cofbdd4_reverse_synth_preset,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd4_reverse_synth_preset.aig,1,1,1,51,8,408,204,2.000000,0,0,0.283,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=synth_preset
ex275,ex275_isqrt_cofbdd4_reverse_synth_preset_d6,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd4_reverse_synth_preset_d6.aig,1,1,1,51,8,408,204,2.000000,0,0,0.282,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=synth_preset_d6
ex275,ex275_isqrt_cofbdd4_reverse_synth_preset_d8,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd4_reverse_synth_preset_d8.aig,1,1,1,51,8,408,204,2.000000,0,0,0.284,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=synth_preset_d8
ex275,ex275_isqrt_cofbdd4_reverse_synth_preset_d10,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_prefix_bitwise_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd4_reverse_synth_preset_d10.aig,1,1,1,51,8,408,204,2.000000,0,0,0.282,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=synth_preset_d10
