case,candidate_id,area,delay,adp,reference_adp,adp_ratio_to_reference,current_best_adp,delta_vs_current,beats_current,variant,items,notes
ex280,ex280_prefix_parity_reduce_full_mod_deg2_abc_g_aig,301,25,7525,2415,3.115942,9325,-1800,1,abc_g_aig,,Yosys abc gate set aig
ex281,ex281_prefix_parity_reduce_full_wrap_low_zero_high_deg2_abc_g_aig,362,29,10498,2336,4.494007,12928,-2430,1,abc_g_aig,,Yosys abc gate set aig
ex282,ex282_prefix_parity_reduce_full_mod_deg2_abc_g_aig,318,31,9858,2704,3.645710,13770,-3912,1,abc_g_aig,,Yosys abc gate set aig
ex283,ex283_prefix_parity_reduce_full_clamp_deg2_abc_g_aig,378,37,13986,3168,4.414773,14580,-594,1,abc_g_aig,,Yosys abc gate set aig
ex284,ex284_prefix_parity_reduce_full_wrap_low_zero_high_deg2_abc_g_aig,429,35,15015,4240,3.541274,17794,-2779,1,abc_g_aig,,Yosys abc gate set aig
