case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex255,ex255_umul_csa_androws_cla_abc_g_aig,unsigned low4_high4:a*b,csa_androws_cla+abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_csa_androws_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_csa_androws_cla_abc_g_aig.aig,1,1,1,87,14,1218,836,1.456938,1,0,0.226,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; focused source=csa_androws_cla; flow=abc_g_aig
ex255,ex255_umul_csa_androws_cla_wreduce_abc_g_aig,unsigned low4_high4:a*b,csa_androws_cla+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_csa_androws_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_csa_androws_cla_wreduce_abc_g_aig.aig,1,1,1,87,14,1218,836,1.456938,1,0,0.199,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; focused source=csa_androws_cla; flow=wreduce_abc_g_aig
ex255,ex255_umul_csa_androws_cla_synth_preset_d13,unsigned low4_high4:a*b,csa_androws_cla+synth_preset_d13,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_csa_androws_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_csa_androws_cla_synth_preset_d13.aig,1,1,1,88,14,1232,836,1.473684,1,0,0.278,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; focused source=csa_androws_cla; flow=synth_preset_d13
ex255,ex255_umul_csa_androws_cla_synth_preset_d18,unsigned low4_high4:a*b,csa_androws_cla+synth_preset_d18,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_csa_androws_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_csa_androws_cla_synth_preset_d18.aig,1,1,1,88,14,1232,836,1.473684,1,0,0.239,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; focused source=csa_androws_cla; flow=synth_preset_d18
ex255,ex255_umul_csa_androws_cla_from2_abc_g_aig,unsigned low4_high4:a*b,csa_androws_cla_from2+abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_csa_androws_cla_from2.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_csa_androws_cla_from2_abc_g_aig.aig,1,1,1,87,14,1218,836,1.456938,1,0,0.212,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; focused source=csa_androws_cla_from2; flow=abc_g_aig
ex255,ex255_umul_csa_androws_cla_from2_wreduce_abc_g_aig,unsigned low4_high4:a*b,csa_androws_cla_from2+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_csa_androws_cla_from2.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_csa_androws_cla_from2_wreduce_abc_g_aig.aig,1,1,1,87,14,1218,836,1.456938,1,0,0.204,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; focused source=csa_androws_cla_from2; flow=wreduce_abc_g_aig
ex255,ex255_umul_csa_androws_cla_from2_synth_preset_d13,unsigned low4_high4:a*b,csa_androws_cla_from2+synth_preset_d13,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_csa_androws_cla_from2.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_csa_androws_cla_from2_synth_preset_d13.aig,1,1,1,87,14,1218,836,1.456938,1,0,0.238,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; focused source=csa_androws_cla_from2; flow=synth_preset_d13
ex255,ex255_umul_csa_androws_cla_from2_synth_preset_d18,unsigned low4_high4:a*b,csa_androws_cla_from2+synth_preset_d18,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_csa_androws_cla_from2.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_csa_androws_cla_from2_synth_preset_d18.aig,1,1,1,87,14,1218,836,1.456938,1,0,0.277,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; focused source=csa_androws_cla_from2; flow=synth_preset_d18
ex255,ex255_umul_csa_androws_cla_from3_abc_g_aig,unsigned low4_high4:a*b,csa_androws_cla_from3+abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_csa_androws_cla_from3.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_csa_androws_cla_from3_abc_g_aig.aig,1,1,1,87,14,1218,836,1.456938,1,0,0.200,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; focused source=csa_androws_cla_from3; flow=abc_g_aig
ex255,ex255_umul_csa_androws_cla_from3_wreduce_abc_g_aig,unsigned low4_high4:a*b,csa_androws_cla_from3+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_csa_androws_cla_from3.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_csa_androws_cla_from3_wreduce_abc_g_aig.aig,1,1,1,87,14,1218,836,1.456938,1,0,0.204,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; focused source=csa_androws_cla_from3; flow=wreduce_abc_g_aig
ex255,ex255_umul_csa_androws_cla_from3_synth_preset_d13,unsigned low4_high4:a*b,csa_androws_cla_from3+synth_preset_d13,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_csa_androws_cla_from3.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_csa_androws_cla_from3_synth_preset_d13.aig,1,1,1,87,14,1218,836,1.456938,1,0,0.267,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; focused source=csa_androws_cla_from3; flow=synth_preset_d13
