case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex255,ex255_umul_csa_androws_cla_abc_g_aig,unsigned low4_high4:a*b,csa_androws_cla+abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_csa_androws_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_csa_androws_cla_abc_g_aig.aig,1,1,1,87,14,1218,836,1.456938,1,0,0.226,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; focused source=csa_androws_cla; flow=abc_g_aig
ex255,ex255_umul_csa_androws_cla_from3_synth_preset_d18,unsigned low4_high4:a*b,csa_androws_cla_from3+synth_preset_d18,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_csa_androws_cla_from3.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_csa_androws_cla_from3_synth_preset_d18.aig,1,1,1,87,14,1218,836,1.456938,1,0,0.261,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; focused source=csa_androws_cla_from3; flow=synth_preset_d18
ex255,ex255_umul_csa_androws_cla_from4_abc_g_aig,unsigned low4_high4:a*b,csa_androws_cla_from4+abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_csa_androws_cla_from4.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_csa_androws_cla_from4_abc_g_aig.aig,1,1,1,87,14,1218,836,1.456938,1,0,0.204,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; focused source=csa_androws_cla_from4; flow=abc_g_aig
ex255,ex255_umul_csa_androws_cla_from4_wreduce_abc_g_aig,unsigned low4_high4:a*b,csa_androws_cla_from4+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_csa_androws_cla_from4.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_csa_androws_cla_from4_wreduce_abc_g_aig.aig,1,1,1,87,14,1218,836,1.456938,1,0,0.222,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; focused source=csa_androws_cla_from4; flow=wreduce_abc_g_aig
ex255,ex255_umul_csa_androws_cla_from4_synth_preset_d13,unsigned low4_high4:a*b,csa_androws_cla_from4+synth_preset_d13,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_csa_androws_cla_from4.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_csa_androws_cla_from4_synth_preset_d13.aig,1,1,1,88,14,1232,836,1.473684,1,0,0.278,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; focused source=csa_androws_cla_from4; flow=synth_preset_d13
ex255,ex255_umul_csa_androws_cla_from4_synth_preset_d18,unsigned low4_high4:a*b,csa_androws_cla_from4+synth_preset_d18,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_csa_androws_cla_from4.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_csa_androws_cla_from4_synth_preset_d18.aig,1,1,1,88,14,1232,836,1.473684,1,0,0.243,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; focused source=csa_androws_cla_from4; flow=synth_preset_d18
ex255,ex255_umul_wallace_bits_cla_abc_g_aig,unsigned low4_high4:a*b,wallace_bits_cla+abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_wallace_bits_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_wallace_bits_cla_abc_g_aig.aig,1,1,1,87,14,1218,836,1.456938,1,0,0.241,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; focused source=wallace_bits_cla; flow=abc_g_aig
ex255,ex255_umul_wallace_bits_cla_wreduce_abc_g_aig,unsigned low4_high4:a*b,wallace_bits_cla+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_wallace_bits_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_wallace_bits_cla_wreduce_abc_g_aig.aig,1,1,1,87,14,1218,836,1.456938,1,0,0.206,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; focused source=wallace_bits_cla; flow=wreduce_abc_g_aig
ex255,ex255_umul_wallace_bits_cla_synth_preset_d13,unsigned low4_high4:a*b,wallace_bits_cla+synth_preset_d13,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_wallace_bits_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_wallace_bits_cla_synth_preset_d13.aig,1,1,1,87,14,1218,836,1.456938,1,0,0.306,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; focused source=wallace_bits_cla; flow=synth_preset_d13
ex255,ex255_umul_wallace_bits_cla_synth_preset_d18,unsigned low4_high4:a*b,wallace_bits_cla+synth_preset_d18,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_wallace_bits_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_wallace_bits_cla_synth_preset_d18.aig,1,1,1,87,14,1218,836,1.456938,1,0,0.275,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; focused source=wallace_bits_cla; flow=synth_preset_d18
ex257,ex257_umul_csa_androws_cla_abc_g_aig,unsigned low6_high6:a*b,csa_androws_cla+abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_csa_androws_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_csa_androws_cla_abc_g_aig.aig,1,1,1,258,21,5418,3952,1.370951,1,0,0.283,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla; flow=abc_g_aig
ex257,ex257_umul_csa_androws_cla_wreduce_abc_g_aig,unsigned low6_high6:a*b,csa_androws_cla+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_csa_androws_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_csa_androws_cla_wreduce_abc_g_aig.aig,1,1,1,258,21,5418,3952,1.370951,1,0,0.297,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla; flow=wreduce_abc_g_aig
ex257,ex257_umul_csa_androws_cla_synth_preset_d13,unsigned low6_high6:a*b,csa_androws_cla+synth_preset_d13,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_csa_androws_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_csa_androws_cla_synth_preset_d13.aig,1,1,1,260,21,5460,3952,1.381579,1,0,0.361,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla; flow=synth_preset_d13
ex257,ex257_umul_csa_androws_cla_synth_preset_d18,unsigned low6_high6:a*b,csa_androws_cla+synth_preset_d18,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_csa_androws_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_csa_androws_cla_synth_preset_d18.aig,1,1,1,260,21,5460,3952,1.381579,1,0,0.357,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla; flow=synth_preset_d18
ex257,ex257_umul_csa_androws_cla_from2_abc_g_aig,unsigned low6_high6:a*b,csa_androws_cla_from2+abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_csa_androws_cla_from2.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_csa_androws_cla_from2_abc_g_aig.aig,1,1,1,261,21,5481,3952,1.386893,1,0,0.292,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla_from2; flow=abc_g_aig
ex257,ex257_umul_csa_androws_cla_from2_wreduce_abc_g_aig,unsigned low6_high6:a*b,csa_androws_cla_from2+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_csa_androws_cla_from2.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_csa_androws_cla_from2_wreduce_abc_g_aig.aig,1,1,1,256,21,5376,3952,1.360324,1,0,0.300,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla_from2; flow=wreduce_abc_g_aig
ex257,ex257_umul_csa_androws_cla_from2_synth_preset_d13,unsigned low6_high6:a*b,csa_androws_cla_from2+synth_preset_d13,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_csa_androws_cla_from2.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_csa_androws_cla_from2_synth_preset_d13.aig,1,1,1,259,21,5439,3952,1.376265,1,0,0.355,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla_from2; flow=synth_preset_d13
ex257,ex257_umul_csa_androws_cla_from2_synth_preset_d18,unsigned low6_high6:a*b,csa_androws_cla_from2+synth_preset_d18,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_csa_androws_cla_from2.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_csa_androws_cla_from2_synth_preset_d18.aig,1,1,1,259,21,5439,3952,1.376265,1,0,0.353,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla_from2; flow=synth_preset_d18
ex257,ex257_umul_csa_androws_cla_from3_abc_g_aig,unsigned low6_high6:a*b,csa_androws_cla_from3+abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_csa_androws_cla_from3.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_csa_androws_cla_from3_abc_g_aig.aig,1,1,1,257,21,5397,3952,1.365638,1,0,0.293,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla_from3; flow=abc_g_aig
ex257,ex257_umul_csa_androws_cla_from3_wreduce_abc_g_aig,unsigned low6_high6:a*b,csa_androws_cla_from3+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_csa_androws_cla_from3.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_csa_androws_cla_from3_wreduce_abc_g_aig.aig,1,1,1,255,21,5355,3952,1.355010,1,0,0.296,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla_from3; flow=wreduce_abc_g_aig
ex257,ex257_umul_csa_androws_cla_from3_synth_preset_d13,unsigned low6_high6:a*b,csa_androws_cla_from3+synth_preset_d13,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_csa_androws_cla_from3.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_csa_androws_cla_from3_synth_preset_d13.aig,1,1,1,263,20,5260,3952,1.330972,1,0,0.395,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla_from3; flow=synth_preset_d13
ex257,ex257_umul_csa_androws_cla_from3_synth_preset_d18,unsigned low6_high6:a*b,csa_androws_cla_from3+synth_preset_d18,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_csa_androws_cla_from3.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_csa_androws_cla_from3_synth_preset_d18.aig,1,1,1,263,20,5260,3952,1.330972,1,0,0.348,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla_from3; flow=synth_preset_d18
ex257,ex257_umul_csa_androws_cla_from4_abc_g_aig,unsigned low6_high6:a*b,csa_androws_cla_from4+abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_csa_androws_cla_from4.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_csa_androws_cla_from4_abc_g_aig.aig,1,1,1,257,21,5397,3952,1.365638,1,0,0.313,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla_from4; flow=abc_g_aig
ex257,ex257_umul_csa_androws_cla_from4_wreduce_abc_g_aig,unsigned low6_high6:a*b,csa_androws_cla_from4+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_csa_androws_cla_from4.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_csa_androws_cla_from4_wreduce_abc_g_aig.aig,1,1,1,254,21,5334,3952,1.349696,1,0,0.294,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla_from4; flow=wreduce_abc_g_aig
ex257,ex257_umul_csa_androws_cla_from4_synth_preset_d13,unsigned low6_high6:a*b,csa_androws_cla_from4+synth_preset_d13,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_csa_androws_cla_from4.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_csa_androws_cla_from4_synth_preset_d13.aig,1,1,1,250,23,5750,3952,1.454960,1,0,0.344,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla_from4; flow=synth_preset_d13
ex257,ex257_umul_csa_androws_cla_from4_synth_preset_d18,unsigned low6_high6:a*b,csa_androws_cla_from4+synth_preset_d18,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_csa_androws_cla_from4.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_csa_androws_cla_from4_synth_preset_d18.aig,1,1,1,250,23,5750,3952,1.454960,1,0,0.341,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla_from4; flow=synth_preset_d18
ex257,ex257_umul_wallace_bits_cla_abc_g_aig,unsigned low6_high6:a*b,wallace_bits_cla+abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_wallace_bits_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_wallace_bits_cla_abc_g_aig.aig,1,1,1,245,23,5635,3952,1.425860,1,0,0.314,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=wallace_bits_cla; flow=abc_g_aig
ex257,ex257_umul_wallace_bits_cla_wreduce_abc_g_aig,unsigned low6_high6:a*b,wallace_bits_cla+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_wallace_bits_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_wallace_bits_cla_wreduce_abc_g_aig.aig,1,1,1,245,23,5635,3952,1.425860,1,0,0.308,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=wallace_bits_cla; flow=wreduce_abc_g_aig
ex257,ex257_umul_wallace_bits_cla_synth_preset_d13,unsigned low6_high6:a*b,wallace_bits_cla+synth_preset_d13,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_wallace_bits_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_wallace_bits_cla_synth_preset_d13.aig,1,1,1,245,24,5880,3952,1.487854,1,0,0.425,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=wallace_bits_cla; flow=synth_preset_d13
ex257,ex257_umul_wallace_bits_cla_synth_preset_d18,unsigned low6_high6:a*b,wallace_bits_cla+synth_preset_d18,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_wallace_bits_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_wallace_bits_cla_synth_preset_d18.aig,1,1,1,245,24,5880,3952,1.487854,1,0,0.402,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=wallace_bits_cla; flow=synth_preset_d18
ex258,ex258_umul_csa_androws_cla_abc_g_aig,unsigned low7_high7:a*b,csa_androws_cla+abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex258/verilog/ex258_umul_csa_androws_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex258/aigs/ex258_umul_csa_androws_cla_abc_g_aig.aig,1,1,1,368,26,9568,6289,1.521387,0,0,0.529,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; focused source=csa_androws_cla; flow=abc_g_aig
ex258,ex258_umul_csa_androws_cla_wreduce_abc_g_aig,unsigned low7_high7:a*b,csa_androws_cla+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex258/verilog/ex258_umul_csa_androws_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex258/aigs/ex258_umul_csa_androws_cla_wreduce_abc_g_aig.aig,1,1,1,368,25,9200,6289,1.462872,1,0,0.531,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; focused source=csa_androws_cla; flow=wreduce_abc_g_aig
ex258,ex258_umul_csa_androws_cla_synth_preset_d13,unsigned low7_high7:a*b,csa_androws_cla+synth_preset_d13,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex258/verilog/ex258_umul_csa_androws_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex258/aigs/ex258_umul_csa_androws_cla_synth_preset_d13.aig,1,1,1,372,25,9300,6289,1.478772,1,0,0.656,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; focused source=csa_androws_cla; flow=synth_preset_d13
ex258,ex258_umul_csa_androws_cla_synth_preset_d18,unsigned low7_high7:a*b,csa_androws_cla+synth_preset_d18,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex258/verilog/ex258_umul_csa_androws_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex258/aigs/ex258_umul_csa_androws_cla_synth_preset_d18.aig,1,1,1,372,25,9300,6289,1.478772,1,0,0.662,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; focused source=csa_androws_cla; flow=synth_preset_d18
ex258,ex258_umul_csa_androws_cla_from2_abc_g_aig,unsigned low7_high7:a*b,csa_androws_cla_from2+abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex258/verilog/ex258_umul_csa_androws_cla_from2.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex258/aigs/ex258_umul_csa_androws_cla_from2_abc_g_aig.aig,1,1,1,375,25,9375,6289,1.490698,1,0,0.509,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; focused source=csa_androws_cla_from2; flow=abc_g_aig
ex258,ex258_umul_csa_androws_cla_from2_wreduce_abc_g_aig,unsigned low7_high7:a*b,csa_androws_cla_from2+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex258/verilog/ex258_umul_csa_androws_cla_from2.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex258/aigs/ex258_umul_csa_androws_cla_from2_wreduce_abc_g_aig.aig,1,1,1,367,26,9542,6289,1.517252,0,0,0.522,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; focused source=csa_androws_cla_from2; flow=wreduce_abc_g_aig
ex258,ex258_umul_csa_androws_cla_from2_synth_preset_d13,unsigned low7_high7:a*b,csa_androws_cla_from2+synth_preset_d13,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex258/verilog/ex258_umul_csa_androws_cla_from2.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex258/aigs/ex258_umul_csa_androws_cla_from2_synth_preset_d13.aig,1,1,1,362,26,9412,6289,1.496581,1,0,0.648,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; focused source=csa_androws_cla_from2; flow=synth_preset_d13
