case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex260/verilog/ex260_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex260/aigs/ex260_smul_baugh_wooley_wallace_abc_g_aig.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.197,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_synth_preset_d18,signed low4_high4:a*b,baugh_wooley_wallace_outside+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_synth_preset_d18.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.238,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_plus_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_plus+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex260/verilog/ex260_smul_baugh_wooley_wallace_plus.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex260/aigs/ex260_smul_baugh_wooley_wallace_plus_abc_g_aig.aig,1,1,1,91,15,1365,657,2.077626,0,0,0.222,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_plus; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_plus_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_plus+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex260/verilog/ex260_smul_baugh_wooley_wallace_plus.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex260/aigs/ex260_smul_baugh_wooley_wallace_plus_wreduce_abc_g_aig.aig,1,1,1,91,15,1365,657,2.077626,0,0,0.247,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_plus; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_plus_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_plus+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex260/verilog/ex260_smul_baugh_wooley_wallace_plus.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex260/aigs/ex260_smul_baugh_wooley_wallace_plus_synth_preset_d13.aig,1,1,1,89,16,1424,657,2.167428,0,0,0.229,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_plus; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_plus_synth_preset_d18,signed low4_high4:a*b,baugh_wooley_wallace_plus+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex260/verilog/ex260_smul_baugh_wooley_wallace_plus.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex260/aigs/ex260_smul_baugh_wooley_wallace_plus_synth_preset_d18.aig,1,1,1,89,16,1424,657,2.167428,0,0,0.229,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_plus; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/verilog/ex261_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/aigs/ex261_smul_baugh_wooley_wallace_abc_g_aig.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.226,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/verilog/ex261_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/aigs/ex261_smul_baugh_wooley_wallace_wreduce_abc_g_aig.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.226,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/verilog/ex261_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/aigs/ex261_smul_baugh_wooley_wallace_synth_preset_d13.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.276,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_wallace+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/verilog/ex261_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/aigs/ex261_smul_baugh_wooley_wallace_synth_preset_d18.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.276,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_rev_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_rev+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_abc_g_aig.aig,1,1,1,161,20,3220,2041,1.577658,0,0,0.224,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_rev+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig.aig,1,1,1,161,20,3220,2041,1.577658,0,0,0.236,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_rev+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_synth_preset_d13.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.277,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_wallace_rev+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_synth_preset_d18.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.274,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_outside_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_outside+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_abc_g_aig.aig,1,1,1,159,20,3180,2041,1.558060,0,0,0.218,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_outside+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig.aig,1,1,1,159,20,3180,2041,1.558060,0,0,0.221,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_outside+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_synth_preset_d13.aig,1,1,1,159,20,3180,2041,1.558060,0,0,0.270,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_outside_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_wallace_outside+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_synth_preset_d18.aig,1,1,1,159,20,3180,2041,1.558060,0,0,0.268,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_plus_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_plus+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/verilog/ex261_smul_baugh_wooley_wallace_plus.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/aigs/ex261_smul_baugh_wooley_wallace_plus_abc_g_aig.aig,1,1,1,156,21,3276,2041,1.605096,0,0,0.220,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_plus; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_plus_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_plus+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/verilog/ex261_smul_baugh_wooley_wallace_plus.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/aigs/ex261_smul_baugh_wooley_wallace_plus_wreduce_abc_g_aig.aig,1,1,1,156,21,3276,2041,1.605096,0,0,0.223,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_plus; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_plus_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_plus+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/verilog/ex261_smul_baugh_wooley_wallace_plus.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/aigs/ex261_smul_baugh_wooley_wallace_plus_synth_preset_d13.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.281,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_plus; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_plus_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_wallace_plus+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/verilog/ex261_smul_baugh_wooley_wallace_plus.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex261/aigs/ex261_smul_baugh_wooley_wallace_plus_synth_preset_d18.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.293,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_plus; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/verilog/ex263_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/aigs/ex263_smul_baugh_wooley_wallace_abc_g_aig.aig,1,1,1,368,26,9568,6840,1.398830,1,0,0.484,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/verilog/ex263_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/aigs/ex263_smul_baugh_wooley_wallace_wreduce_abc_g_aig.aig,1,1,1,368,26,9568,6840,1.398830,1,0,0.532,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/verilog/ex263_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/aigs/ex263_smul_baugh_wooley_wallace_synth_preset_d13.aig,1,1,1,366,26,9516,6840,1.391228,1,0,0.622,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_synth_preset_d18,signed low7_high7:a*b,baugh_wooley_wallace+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/verilog/ex263_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/aigs/ex263_smul_baugh_wooley_wallace_synth_preset_d18.aig,1,1,1,366,26,9516,6840,1.391228,1,0,0.610,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_rev_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_abc_g_aig.aig,1,1,1,368,26,9568,6840,1.398830,1,0,0.481,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig.aig,1,1,1,368,26,9568,6840,1.398830,1,0,0.490,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_rev+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_synth_preset_d13.aig,1,1,1,366,26,9516,6840,1.391228,1,0,0.600,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_synth_preset_d18,signed low7_high7:a*b,baugh_wooley_wallace_rev+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_synth_preset_d18.aig,1,1,1,366,26,9516,6840,1.391228,1,0,0.601,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_outside_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_outside+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_abc_g_aig.aig,1,1,1,367,26,9542,6840,1.395029,1,0,0.477,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_outside+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig.aig,1,1,1,367,26,9542,6840,1.395029,1,0,0.486,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_outside+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_synth_preset_d13.aig,1,1,1,367,26,9542,6840,1.395029,1,0,0.598,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_synth_preset_d18,signed low7_high7:a*b,baugh_wooley_wallace_outside+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_synth_preset_d18.aig,1,1,1,367,26,9542,6840,1.395029,1,0,0.602,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_plus_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_plus+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/verilog/ex263_smul_baugh_wooley_wallace_plus.v,student/work/ex260_ex264_frontend_smul_baugh_order_20260609_0258/ex263/aigs/ex263_smul_baugh_wooley_wallace_plus_abc_g_aig.aig,1,1,1,344,30,10320,6840,1.508772,0,0,0.476,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_plus; flow=abc_g_aig
