case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex277,ex277_isqrt_range_tree_synth_preset,unsigned_floor_isqrt,range_tree+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_range_tree.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_range_tree_synth_preset.aig,1,1,1,303,15,4545,1980,2.295455,0,0,0.676,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=range_tree; flow=synth_preset
ex277,ex277_isqrt_restoring_proc_abc_g_aig,unsigned_floor_isqrt,restoring_proc+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_restoring_proc.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_restoring_proc_abc_g_aig.aig,1,1,1,135,37,4995,1980,2.522727,0,0,0.311,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=restoring_proc; flow=abc_g_aig
ex277,ex277_isqrt_restoring_proc_wreduce_abc_g_aig,unsigned_floor_isqrt,restoring_proc+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_restoring_proc.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_restoring_proc_wreduce_abc_g_aig.aig,1,1,1,135,38,5130,1980,2.590909,0,0,0.320,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=restoring_proc; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_restoring_proc_synth_preset,unsigned_floor_isqrt,restoring_proc+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_restoring_proc.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_restoring_proc_synth_preset.aig,1,1,1,134,40,5360,1980,2.707071,0,0,0.374,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=restoring_proc; flow=synth_preset
ex277,ex277_isqrt_restoring_wires_abc_g_aig,unsigned_floor_isqrt,restoring_wires+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_restoring_wires_abc_g_aig.aig,1,1,1,135,37,4995,1980,2.522727,0,0,0.313,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=restoring_wires; flow=abc_g_aig
ex277,ex277_isqrt_restoring_wires_wreduce_abc_g_aig,unsigned_floor_isqrt,restoring_wires+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_restoring_wires_wreduce_abc_g_aig.aig,1,1,1,136,37,5032,1980,2.541414,0,0,0.328,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=restoring_wires; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_restoring_wires_synth_preset,unsigned_floor_isqrt,restoring_wires+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_restoring_wires_synth_preset.aig,1,1,1,133,38,5054,1980,2.552525,0,0,0.385,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=restoring_wires; flow=synth_preset
ex277,ex277_isqrt_prefix2_range_abc_g_aig,unsigned_floor_isqrt,prefix2_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_prefix2_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_prefix2_range_abc_g_aig.aig,1,1,1,276,15,4140,1980,2.090909,0,0,0.550,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix2_range; flow=abc_g_aig
ex277,ex277_isqrt_prefix2_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix2_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_prefix2_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_prefix2_range_wreduce_abc_g_aig.aig,1,1,1,285,15,4275,1980,2.159091,0,0,0.549,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix2_range; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_prefix2_range_synth_preset,unsigned_floor_isqrt,prefix2_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_prefix2_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_prefix2_range_synth_preset.aig,1,1,1,280,17,4760,1980,2.404040,0,0,0.645,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix2_range; flow=synth_preset
ex277,ex277_isqrt_prefix3_range_abc_g_aig,unsigned_floor_isqrt,prefix3_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_prefix3_range_abc_g_aig.aig,1,1,1,278,14,3892,1980,1.965657,0,0,0.483,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix3_range; flow=abc_g_aig
ex277,ex277_isqrt_prefix3_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix3_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_prefix3_range_wreduce_abc_g_aig.aig,1,1,1,272,14,3808,1980,1.923232,0,0,0.492,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix3_range; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_prefix3_range_synth_preset,unsigned_floor_isqrt,prefix3_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_prefix3_range_synth_preset.aig,1,1,1,273,13,3549,1980,1.792424,0,0,0.575,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix3_range; flow=synth_preset
ex277,ex277_isqrt_prefix4_range_abc_g_aig,unsigned_floor_isqrt,prefix4_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_prefix4_range_abc_g_aig.aig,1,1,1,270,12,3240,1980,1.636364,0,0,0.425,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_range; flow=abc_g_aig
ex277,ex277_isqrt_prefix4_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_prefix4_range_wreduce_abc_g_aig.aig,1,1,1,271,12,3252,1980,1.642424,0,0,0.437,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_range; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_prefix4_range_synth_preset,unsigned_floor_isqrt,prefix4_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_prefix4_range_synth_preset.aig,1,1,1,263,13,3419,1980,1.726768,0,0,0.526,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_range; flow=synth_preset
ex277,ex277_isqrt_bdd_natural_abc_g_aig,unsigned_floor_isqrt,bdd_natural+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_bdd_natural.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_bdd_natural_abc_g_aig.aig,1,1,1,380,17,6460,1980,3.262626,0,0,0.278,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_natural; flow=abc_g_aig
ex277,ex277_isqrt_bdd_natural_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_natural+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_bdd_natural.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_bdd_natural_wreduce_abc_g_aig.aig,1,1,1,380,17,6460,1980,3.262626,0,0,0.292,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_natural; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_bdd_natural_synth_preset,unsigned_floor_isqrt,bdd_natural+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_bdd_natural.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_bdd_natural_synth_preset.aig,1,1,1,368,17,6256,1980,3.159596,0,0,0.376,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_natural; flow=synth_preset
ex277,ex277_isqrt_bdd_reverse_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_bdd_reverse_abc_g_aig.aig,1,1,1,252,17,4284,1980,2.163636,0,0,1.353,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_reverse; flow=abc_g_aig
ex277,ex277_isqrt_bdd_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_bdd_reverse_wreduce_abc_g_aig.aig,1,1,1,252,17,4284,1980,2.163636,0,0,0.892,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_reverse; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_bdd_reverse_synth_preset,unsigned_floor_isqrt,bdd_reverse+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_bdd_reverse_synth_preset.aig,1,1,1,243,15,3645,1980,1.840909,0,0,0.325,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_reverse; flow=synth_preset
ex277,ex277_isqrt_bdd_outside_abc_g_aig,unsigned_floor_isqrt,bdd_outside+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_bdd_outside.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_bdd_outside_abc_g_aig.aig,1,1,1,445,17,7565,1980,3.820707,0,0,0.287,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_outside; flow=abc_g_aig
ex277,ex277_isqrt_bdd_outside_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_outside+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_bdd_outside.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_bdd_outside_wreduce_abc_g_aig.aig,1,1,1,445,17,7565,1980,3.820707,0,0,0.296,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_outside; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_bdd_outside_synth_preset,unsigned_floor_isqrt,bdd_outside+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_bdd_outside.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_bdd_outside_synth_preset.aig,1,1,1,426,17,7242,1980,3.657576,0,0,0.405,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_outside; flow=synth_preset
ex277,ex277_isqrt_bdd_center_abc_g_aig,unsigned_floor_isqrt,bdd_center+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_bdd_center.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_bdd_center_abc_g_aig.aig,1,1,1,418,15,6270,1980,3.166667,0,0,0.316,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_center; flow=abc_g_aig
ex277,ex277_isqrt_bdd_center_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_center+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_bdd_center.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_bdd_center_wreduce_abc_g_aig.aig,1,1,1,418,15,6270,1980,3.166667,0,0,0.309,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_center; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_bdd_center_synth_preset,unsigned_floor_isqrt,bdd_center+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_bdd_center.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_bdd_center_synth_preset.aig,1,1,1,394,14,5516,1980,2.785859,0,0,0.419,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_center; flow=synth_preset
ex278,ex278_isqrt_direct_loop_abc_g_aig,unsigned_floor_isqrt,direct_loop+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_direct_loop.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_direct_loop_abc_g_aig.aig,1,1,1,502,85,42670,5198,8.208927,0,0,0.574,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=direct_loop; flow=abc_g_aig
ex278,ex278_isqrt_direct_loop_wreduce_abc_g_aig,unsigned_floor_isqrt,direct_loop+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_direct_loop.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_direct_loop_wreduce_abc_g_aig.aig,1,1,1,437,82,35834,5198,6.893805,0,0,0.510,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=direct_loop; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_direct_loop_synth_preset,unsigned_floor_isqrt,direct_loop+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_direct_loop.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_direct_loop_synth_preset.aig,1,1,1,397,81,32157,5198,6.186418,0,0,0.607,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=direct_loop; flow=synth_preset
ex278,ex278_isqrt_threshold_chain_abc_g_aig,unsigned_floor_isqrt,threshold_chain+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_threshold_chain.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_threshold_chain_abc_g_aig.aig,1,1,1,660,119,78540,5198,15.109658,0,0,1.284,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=threshold_chain; flow=abc_g_aig
ex278,ex278_isqrt_threshold_chain_wreduce_abc_g_aig,unsigned_floor_isqrt,threshold_chain+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_threshold_chain.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_threshold_chain_wreduce_abc_g_aig.aig,1,1,1,662,115,76130,5198,14.646018,0,0,1.281,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=threshold_chain; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_threshold_chain_synth_preset,unsigned_floor_isqrt,threshold_chain+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_threshold_chain.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_threshold_chain_synth_preset.aig,1,1,1,691,118,81538,5198,15.686418,0,0,1.462,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=threshold_chain; flow=synth_preset
ex278,ex278_isqrt_threshold_xor_abc_g_aig,unsigned_floor_isqrt,threshold_xor+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_threshold_xor.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_threshold_xor_abc_g_aig.aig,1,1,1,600,15,9000,5198,1.731435,0,0,1.203,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=threshold_xor; flow=abc_g_aig
ex278,ex278_isqrt_threshold_xor_wreduce_abc_g_aig,unsigned_floor_isqrt,threshold_xor+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_threshold_xor.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_threshold_xor_wreduce_abc_g_aig.aig,1,1,1,600,15,9000,5198,1.731435,0,0,1.317,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=threshold_xor; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_threshold_xor_synth_preset,unsigned_floor_isqrt,threshold_xor+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_threshold_xor.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_threshold_xor_synth_preset.aig,1,1,1,653,16,10448,5198,2.010004,0,0,1.237,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=threshold_xor; flow=synth_preset
ex278,ex278_isqrt_range_tree_abc_g_aig,unsigned_floor_isqrt,range_tree+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_range_tree.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_range_tree_abc_g_aig.aig,1,1,1,600,19,11400,5198,2.193151,0,0,1.222,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=range_tree; flow=abc_g_aig
ex278,ex278_isqrt_range_tree_wreduce_abc_g_aig,unsigned_floor_isqrt,range_tree+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_range_tree.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_range_tree_wreduce_abc_g_aig.aig,1,1,1,610,20,12200,5198,2.347057,0,0,1.221,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=range_tree; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_range_tree_synth_preset,unsigned_floor_isqrt,range_tree+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_range_tree.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_range_tree_synth_preset.aig,1,1,1,651,18,11718,5198,2.254329,0,0,1.272,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=range_tree; flow=synth_preset
ex278,ex278_isqrt_restoring_proc_abc_g_aig,unsigned_floor_isqrt,restoring_proc+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_restoring_proc.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_restoring_proc_abc_g_aig.aig,1,1,1,195,51,9945,5198,1.913236,0,0,0.395,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=restoring_proc; flow=abc_g_aig
ex278,ex278_isqrt_restoring_proc_wreduce_abc_g_aig,unsigned_floor_isqrt,restoring_proc+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_restoring_proc.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_restoring_proc_wreduce_abc_g_aig.aig,1,1,1,195,52,10140,5198,1.950750,0,0,0.411,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=restoring_proc; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_restoring_proc_synth_preset,unsigned_floor_isqrt,restoring_proc+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_restoring_proc.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_restoring_proc_synth_preset.aig,1,1,1,192,53,10176,5198,1.957676,0,0,0.465,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=restoring_proc; flow=synth_preset
ex278,ex278_isqrt_restoring_wires_abc_g_aig,unsigned_floor_isqrt,restoring_wires+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_restoring_wires_abc_g_aig.aig,1,1,1,195,52,10140,5198,1.950750,0,0,0.407,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=restoring_wires; flow=abc_g_aig
ex278,ex278_isqrt_restoring_wires_wreduce_abc_g_aig,unsigned_floor_isqrt,restoring_wires+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_restoring_wires_wreduce_abc_g_aig.aig,1,1,1,195,51,9945,5198,1.913236,0,0,0.420,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=restoring_wires; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_restoring_wires_synth_preset,unsigned_floor_isqrt,restoring_wires+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_restoring_wires_synth_preset.aig,1,1,1,190,53,10070,5198,1.937284,0,0,0.468,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=restoring_wires; flow=synth_preset
ex278,ex278_isqrt_prefix2_range_abc_g_aig,unsigned_floor_isqrt,prefix2_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_prefix2_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_prefix2_range_abc_g_aig.aig,1,1,1,556,18,10008,5198,1.925356,0,0,1.088,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix2_range; flow=abc_g_aig
ex278,ex278_isqrt_prefix2_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix2_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_prefix2_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_prefix2_range_wreduce_abc_g_aig.aig,1,1,1,569,18,10242,5198,1.970373,0,0,1.136,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix2_range; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_prefix2_range_synth_preset,unsigned_floor_isqrt,prefix2_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_prefix2_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_prefix2_range_synth_preset.aig,1,1,1,587,18,10566,5198,2.032705,0,0,1.199,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix2_range; flow=synth_preset
ex278,ex278_isqrt_prefix3_range_abc_g_aig,unsigned_floor_isqrt,prefix3_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_prefix3_range_abc_g_aig.aig,1,1,1,552,17,9384,5198,1.805310,0,0,1.023,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix3_range; flow=abc_g_aig
ex278,ex278_isqrt_prefix3_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix3_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_prefix3_range_wreduce_abc_g_aig.aig,1,1,1,559,17,9503,5198,1.828203,0,0,1.048,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix3_range; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_prefix3_range_synth_preset,unsigned_floor_isqrt,prefix3_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/verilog/ex278_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex278/aigs/ex278_isqrt_prefix3_range_synth_preset.aig,1,1,1,567,17,9639,5198,1.854367,0,0,1.123,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix3_range; flow=synth_preset
