case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex276,ex276_isqrt_direct_loop_wreduce_abc_g_aig,unsigned_floor_isqrt,direct_loop+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_direct_loop.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_direct_loop_wreduce_abc_g_aig.aig,1,1,1,90,25,2250,632,3.560127,0,0,0.254,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=direct_loop; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_direct_loop_synth_preset,unsigned_floor_isqrt,direct_loop+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_direct_loop.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_direct_loop_synth_preset.aig,1,1,1,102,26,2652,632,4.196203,0,0,0.322,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=direct_loop; flow=synth_preset
ex276,ex276_isqrt_threshold_chain_abc_g_aig,unsigned_floor_isqrt,threshold_chain+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_threshold_chain.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_threshold_chain_abc_g_aig.aig,1,1,1,144,28,4032,632,6.379747,0,0,0.395,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=threshold_chain; flow=abc_g_aig
ex276,ex276_isqrt_threshold_chain_wreduce_abc_g_aig,unsigned_floor_isqrt,threshold_chain+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_threshold_chain.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_threshold_chain_wreduce_abc_g_aig.aig,1,1,1,145,30,4350,632,6.882911,0,0,0.396,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=threshold_chain; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_threshold_chain_synth_preset,unsigned_floor_isqrt,threshold_chain+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_threshold_chain.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_threshold_chain_synth_preset.aig,1,1,1,132,27,3564,632,5.639241,0,0,0.516,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=threshold_chain; flow=synth_preset
ex276,ex276_isqrt_threshold_xor_abc_g_aig,unsigned_floor_isqrt,threshold_xor+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_threshold_xor.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_threshold_xor_abc_g_aig.aig,1,1,1,131,11,1441,632,2.280063,0,0,0.346,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=threshold_xor; flow=abc_g_aig
ex276,ex276_isqrt_threshold_xor_wreduce_abc_g_aig,unsigned_floor_isqrt,threshold_xor+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_threshold_xor.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_threshold_xor_wreduce_abc_g_aig.aig,1,1,1,131,11,1441,632,2.280063,0,0,0.358,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=threshold_xor; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_threshold_xor_synth_preset,unsigned_floor_isqrt,threshold_xor+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_threshold_xor.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_threshold_xor_synth_preset.aig,1,1,1,130,11,1430,632,2.262658,0,0,0.435,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=threshold_xor; flow=synth_preset
ex276,ex276_isqrt_range_tree_abc_g_aig,unsigned_floor_isqrt,range_tree+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_range_tree.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_range_tree_abc_g_aig.aig,1,1,1,133,12,1596,632,2.525316,0,0,0.364,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=range_tree; flow=abc_g_aig
ex276,ex276_isqrt_range_tree_wreduce_abc_g_aig,unsigned_floor_isqrt,range_tree+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_range_tree.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_range_tree_wreduce_abc_g_aig.aig,1,1,1,132,12,1584,632,2.506329,0,0,0.372,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=range_tree; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_range_tree_synth_preset,unsigned_floor_isqrt,range_tree+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_range_tree.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_range_tree_synth_preset.aig,1,1,1,128,13,1664,632,2.632911,0,0,0.445,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=range_tree; flow=synth_preset
ex276,ex276_isqrt_restoring_proc_abc_g_aig,unsigned_floor_isqrt,restoring_proc+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_restoring_proc.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_restoring_proc_abc_g_aig.aig,1,1,1,85,25,2125,632,3.362342,0,0,0.267,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=restoring_proc; flow=abc_g_aig
ex276,ex276_isqrt_restoring_proc_wreduce_abc_g_aig,unsigned_floor_isqrt,restoring_proc+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_restoring_proc.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_restoring_proc_wreduce_abc_g_aig.aig,1,1,1,90,26,2340,632,3.702532,0,0,0.280,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=restoring_proc; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_restoring_proc_synth_preset,unsigned_floor_isqrt,restoring_proc+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_restoring_proc.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_restoring_proc_synth_preset.aig,1,1,1,89,25,2225,632,3.520570,0,0,0.335,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=restoring_proc; flow=synth_preset
ex276,ex276_isqrt_restoring_wires_abc_g_aig,unsigned_floor_isqrt,restoring_wires+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_restoring_wires_abc_g_aig.aig,1,1,1,87,27,2349,632,3.716772,0,0,0.271,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=restoring_wires; flow=abc_g_aig
ex276,ex276_isqrt_restoring_wires_wreduce_abc_g_aig,unsigned_floor_isqrt,restoring_wires+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_restoring_wires_wreduce_abc_g_aig.aig,1,1,1,86,26,2236,632,3.537975,0,0,0.283,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=restoring_wires; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_restoring_wires_synth_preset,unsigned_floor_isqrt,restoring_wires+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_restoring_wires_synth_preset.aig,1,1,1,90,25,2250,632,3.560127,0,0,0.341,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=restoring_wires; flow=synth_preset
ex276,ex276_isqrt_prefix2_range_abc_g_aig,unsigned_floor_isqrt,prefix2_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_prefix2_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_prefix2_range_abc_g_aig.aig,1,1,1,121,12,1452,632,2.297468,0,0,0.317,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix2_range; flow=abc_g_aig
ex276,ex276_isqrt_prefix2_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix2_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_prefix2_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_prefix2_range_wreduce_abc_g_aig.aig,1,1,1,127,12,1524,632,2.411392,0,0,0.326,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix2_range; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix2_range_synth_preset,unsigned_floor_isqrt,prefix2_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_prefix2_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_prefix2_range_synth_preset.aig,1,1,1,119,13,1547,632,2.447785,0,0,0.409,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix2_range; flow=synth_preset
ex276,ex276_isqrt_prefix3_range_abc_g_aig,unsigned_floor_isqrt,prefix3_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_range_abc_g_aig.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.289,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_range; flow=abc_g_aig
ex276,ex276_isqrt_prefix3_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix3_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_range_wreduce_abc_g_aig.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.296,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_range; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix3_range_synth_preset,unsigned_floor_isqrt,prefix3_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_range_synth_preset.aig,1,1,1,107,11,1177,632,1.862342,0,0,0.368,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_range; flow=synth_preset
ex276,ex276_isqrt_prefix4_range_abc_g_aig,unsigned_floor_isqrt,prefix4_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_prefix4_range_abc_g_aig.aig,1,1,1,111,12,1332,632,2.107595,0,0,0.256,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_range; flow=abc_g_aig
ex276,ex276_isqrt_prefix4_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_prefix4_range_wreduce_abc_g_aig.aig,1,1,1,116,11,1276,632,2.018987,0,0,0.261,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_range; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix4_range_synth_preset,unsigned_floor_isqrt,prefix4_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_prefix4_range_synth_preset.aig,1,1,1,114,11,1254,632,1.984177,0,0,0.334,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_range; flow=synth_preset
ex276,ex276_isqrt_full_case_small_abc_g_aig,unsigned_floor_isqrt,full_case_small+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_full_case_small.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_full_case_small_abc_g_aig.aig,1,1,1,106,12,1272,632,2.012658,0,0,0.253,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=full_case_small; flow=abc_g_aig
ex276,ex276_isqrt_full_case_small_wreduce_abc_g_aig,unsigned_floor_isqrt,full_case_small+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_full_case_small.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_full_case_small_wreduce_abc_g_aig.aig,1,1,1,106,12,1272,632,2.012658,0,0,0.255,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=full_case_small; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_full_case_small_synth_preset,unsigned_floor_isqrt,full_case_small+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_full_case_small.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_full_case_small_synth_preset.aig,1,1,1,106,12,1272,632,2.012658,0,0,0.306,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=full_case_small; flow=synth_preset
ex276,ex276_isqrt_bdd_natural_abc_g_aig,unsigned_floor_isqrt,bdd_natural+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_bdd_natural.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_bdd_natural_abc_g_aig.aig,1,1,1,146,14,2044,632,3.234177,0,0,0.208,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_natural; flow=abc_g_aig
ex276,ex276_isqrt_bdd_natural_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_natural+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_bdd_natural.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_bdd_natural_wreduce_abc_g_aig.aig,1,1,1,146,14,2044,632,3.234177,0,0,0.211,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_natural; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_bdd_natural_synth_preset,unsigned_floor_isqrt,bdd_natural+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_bdd_natural.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_bdd_natural_synth_preset.aig,1,1,1,142,14,1988,632,3.145570,0,0,0.278,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_natural; flow=synth_preset
ex276,ex276_isqrt_bdd_reverse_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_bdd_reverse_abc_g_aig.aig,1,1,1,111,12,1332,632,2.107595,0,0,0.209,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_reverse; flow=abc_g_aig
ex276,ex276_isqrt_bdd_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_bdd_reverse_wreduce_abc_g_aig.aig,1,1,1,111,12,1332,632,2.107595,0,0,0.211,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_reverse; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_bdd_reverse_synth_preset,unsigned_floor_isqrt,bdd_reverse+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_bdd_reverse_synth_preset.aig,1,1,1,105,12,1260,632,1.993671,0,0,0.280,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_reverse; flow=synth_preset
ex276,ex276_isqrt_bdd_outside_abc_g_aig,unsigned_floor_isqrt,bdd_outside+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_bdd_outside_abc_g_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.221,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=abc_g_aig
ex276,ex276_isqrt_bdd_outside_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_outside+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_bdd_outside_wreduce_abc_g_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.225,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_bdd_outside_synth_preset,unsigned_floor_isqrt,bdd_outside+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.295,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset
ex276,ex276_isqrt_bdd_center_abc_g_aig,unsigned_floor_isqrt,bdd_center+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_bdd_center.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_bdd_center_abc_g_aig.aig,1,1,1,166,12,1992,632,3.151899,0,0,0.217,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_center; flow=abc_g_aig
ex276,ex276_isqrt_bdd_center_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_center+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_bdd_center.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_bdd_center_wreduce_abc_g_aig.aig,1,1,1,166,12,1992,632,3.151899,0,0,0.222,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_center; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_bdd_center_synth_preset,unsigned_floor_isqrt,bdd_center+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/verilog/ex276_isqrt_bdd_center.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex276/aigs/ex276_isqrt_bdd_center_synth_preset.aig,1,1,1,160,12,1920,632,3.037975,0,0,0.291,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_center; flow=synth_preset
ex277,ex277_isqrt_direct_loop_abc_g_aig,unsigned_floor_isqrt,direct_loop+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_direct_loop.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_direct_loop_abc_g_aig.aig,1,1,1,215,54,11610,1980,5.863636,0,0,0.375,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=direct_loop; flow=abc_g_aig
ex277,ex277_isqrt_direct_loop_wreduce_abc_g_aig,unsigned_floor_isqrt,direct_loop+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_direct_loop.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_direct_loop_wreduce_abc_g_aig.aig,1,1,1,193,45,8685,1980,4.386364,0,0,0.355,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=direct_loop; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_direct_loop_synth_preset,unsigned_floor_isqrt,direct_loop+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_direct_loop.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_direct_loop_synth_preset.aig,1,1,1,191,44,8404,1980,4.244444,0,0,0.411,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=direct_loop; flow=synth_preset
ex277,ex277_isqrt_threshold_chain_abc_g_aig,unsigned_floor_isqrt,threshold_chain+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_threshold_chain.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_threshold_chain_abc_g_aig.aig,1,1,1,311,55,17105,1980,8.638889,0,0,0.651,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=threshold_chain; flow=abc_g_aig
ex277,ex277_isqrt_threshold_chain_wreduce_abc_g_aig,unsigned_floor_isqrt,threshold_chain+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_threshold_chain.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_threshold_chain_wreduce_abc_g_aig.aig,1,1,1,313,57,17841,1980,9.010606,0,0,0.698,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=threshold_chain; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_threshold_chain_synth_preset,unsigned_floor_isqrt,threshold_chain+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_threshold_chain.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_threshold_chain_synth_preset.aig,1,1,1,329,58,19082,1980,9.637374,0,0,0.764,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=threshold_chain; flow=synth_preset
ex277,ex277_isqrt_threshold_xor_abc_g_aig,unsigned_floor_isqrt,threshold_xor+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_threshold_xor.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_threshold_xor_abc_g_aig.aig,1,1,1,311,12,3732,1980,1.884848,0,0,0.582,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=threshold_xor; flow=abc_g_aig
ex277,ex277_isqrt_threshold_xor_wreduce_abc_g_aig,unsigned_floor_isqrt,threshold_xor+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_threshold_xor.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_threshold_xor_wreduce_abc_g_aig.aig,1,1,1,311,12,3732,1980,1.884848,0,0,0.631,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=threshold_xor; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_threshold_xor_synth_preset,unsigned_floor_isqrt,threshold_xor+synth_preset,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_threshold_xor.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_threshold_xor_synth_preset.aig,1,1,1,301,13,3913,1980,1.976263,0,0,0.684,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=threshold_xor; flow=synth_preset
ex277,ex277_isqrt_range_tree_abc_g_aig,unsigned_floor_isqrt,range_tree+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_range_tree.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_range_tree_abc_g_aig.aig,1,1,1,309,14,4326,1980,2.184848,0,0,0.589,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=range_tree; flow=abc_g_aig
ex277,ex277_isqrt_range_tree_wreduce_abc_g_aig,unsigned_floor_isqrt,range_tree+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/verilog/ex277_isqrt_range_tree.v,student/work/ex275_ex279_frontend_isqrt_structures_20260609_1551/ex277/aigs/ex277_isqrt_range_tree_wreduce_abc_g_aig.aig,1,1,1,304,15,4560,1980,2.303030,0,0,0.596,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=range_tree; flow=wreduce_abc_g_aig
