case,hypothesis/function_guess,candidate_count,verified_truth_count,synthesized_count,equivalent_count,semantic_exact_count,semantic_hybrid_count,structural_exact_count,best_candidate_id,best_variant,best_classification,best_area,best_delay,best_adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,top5,notes
ex280,unknown_shared_bdd_12x12,1,1,1,1,0,0,1,ex280_unknown_shared_bdd_12x12_order_0_11_1_10_2_9_3_8_4_7_5_6,order_0_11_1_10_2_9_3_8_4_7_5_6,structural_exact,977,21,20517,2415,8.495652,0,0,order_0_11_1_10_2_9_3_8_4_7_5_6:20517,
ex281,unknown_shared_bdd_13x13,1,1,1,1,0,0,1,ex281_unknown_shared_bdd_13x13_order_0_12_1_11_2_10_3_9_4_8_5_7_6,order_0_12_1_11_2_10_3_9_4_8_5_7_6,structural_exact,1179,23,27117,2336,11.608305,0,0,order_0_12_1_11_2_10_3_9_4_8_5_7_6:27117,
ex282,unknown_shared_bdd_14x14,1,1,1,1,0,0,1,ex282_unknown_shared_bdd_14x14_order_0_13_1_12_2_11_3_10_4_9_5_8_6_7,order_0_13_1_12_2_11_3_10_4_9_5_8_6_7,structural_exact,1404,25,35100,2704,12.980769,0,0,order_0_13_1_12_2_11_3_10_4_9_5_8_6_7:35100,
ex283,unknown_shared_bdd_15x15,1,1,1,1,0,0,1,ex283_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7,order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7,structural_exact,1638,27,44226,3168,13.960227,0,0,order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7:44226,
ex284,unknown_shared_bdd_16x16,1,1,1,1,0,0,1,ex284_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8,order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8,structural_exact,1826,29,52954,4240,12.489151,0,0,order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8:52954,
