case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex256,ex256_umul_csa_androws_cla_abc_g_aig,unsigned low5_high5:a*b,csa_androws_cla+abc_g_aig,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/verilog/ex256_umul_csa_androws_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/aigs/ex256_umul_csa_androws_cla_abc_g_aig.aig,1,1,1,159,18,2862,1911,1.497645,1,0,0.220,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_cla; flow=abc_g_aig
ex256,ex256_umul_csa_concat_cla_synth_preset_d18,unsigned low5_high5:a*b,csa_concat_cla+synth_preset_d18,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/verilog/ex256_umul_csa_concat_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/aigs/ex256_umul_csa_concat_cla_synth_preset_d18.aig,1,1,1,160,20,3200,1911,1.674516,0,0,0.290,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_concat_cla; flow=synth_preset_d18
ex256,ex256_umul_csa_concat_rev_cla_abc_g_aig,unsigned low5_high5:a*b,csa_concat_rev_cla+abc_g_aig,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/verilog/ex256_umul_csa_concat_rev_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/aigs/ex256_umul_csa_concat_rev_cla_abc_g_aig.aig,1,1,1,178,18,3204,1911,1.676609,0,0,0.234,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_concat_rev_cla; flow=abc_g_aig
ex256,ex256_umul_csa_concat_rev_cla_wreduce_abc_g_aig,unsigned low5_high5:a*b,csa_concat_rev_cla+wreduce_abc_g_aig,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/verilog/ex256_umul_csa_concat_rev_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/aigs/ex256_umul_csa_concat_rev_cla_wreduce_abc_g_aig.aig,1,1,1,176,18,3168,1911,1.657771,0,0,0.241,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_concat_rev_cla; flow=wreduce_abc_g_aig
ex256,ex256_umul_csa_concat_rev_cla_synth_preset_d13,unsigned low5_high5:a*b,csa_concat_rev_cla+synth_preset_d13,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/verilog/ex256_umul_csa_concat_rev_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/aigs/ex256_umul_csa_concat_rev_cla_synth_preset_d13.aig,1,1,1,183,18,3294,1911,1.723705,0,0,0.291,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_concat_rev_cla; flow=synth_preset_d13
ex256,ex256_umul_csa_concat_rev_cla_synth_preset_d18,unsigned low5_high5:a*b,csa_concat_rev_cla+synth_preset_d18,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/verilog/ex256_umul_csa_concat_rev_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/aigs/ex256_umul_csa_concat_rev_cla_synth_preset_d18.aig,1,1,1,183,18,3294,1911,1.723705,0,0,0.287,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_concat_rev_cla; flow=synth_preset_d18
ex256,ex256_umul_csa_concat_outside_cla_abc_g_aig,unsigned low5_high5:a*b,csa_concat_outside_cla+abc_g_aig,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/verilog/ex256_umul_csa_concat_outside_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/aigs/ex256_umul_csa_concat_outside_cla_abc_g_aig.aig,1,1,1,168,19,3192,1911,1.670330,0,0,0.228,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_concat_outside_cla; flow=abc_g_aig
ex256,ex256_umul_csa_concat_outside_cla_wreduce_abc_g_aig,unsigned low5_high5:a*b,csa_concat_outside_cla+wreduce_abc_g_aig,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/verilog/ex256_umul_csa_concat_outside_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/aigs/ex256_umul_csa_concat_outside_cla_wreduce_abc_g_aig.aig,1,1,1,168,19,3192,1911,1.670330,0,0,0.232,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_concat_outside_cla; flow=wreduce_abc_g_aig
ex256,ex256_umul_csa_concat_outside_cla_synth_preset_d13,unsigned low5_high5:a*b,csa_concat_outside_cla+synth_preset_d13,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/verilog/ex256_umul_csa_concat_outside_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/aigs/ex256_umul_csa_concat_outside_cla_synth_preset_d13.aig,1,1,1,168,19,3192,1911,1.670330,0,0,0.284,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_concat_outside_cla; flow=synth_preset_d13
ex256,ex256_umul_csa_concat_outside_cla_synth_preset_d18,unsigned low5_high5:a*b,csa_concat_outside_cla+synth_preset_d18,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/verilog/ex256_umul_csa_concat_outside_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/aigs/ex256_umul_csa_concat_outside_cla_synth_preset_d18.aig,1,1,1,168,19,3192,1911,1.670330,0,0,0.286,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_concat_outside_cla; flow=synth_preset_d18
ex256,ex256_umul_csa_concat_center_cla_abc_g_aig,unsigned low5_high5:a*b,csa_concat_center_cla+abc_g_aig,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/verilog/ex256_umul_csa_concat_center_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/aigs/ex256_umul_csa_concat_center_cla_abc_g_aig.aig,1,1,1,174,19,3306,1911,1.729984,0,0,0.235,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_concat_center_cla; flow=abc_g_aig
ex256,ex256_umul_csa_concat_center_cla_wreduce_abc_g_aig,unsigned low5_high5:a*b,csa_concat_center_cla+wreduce_abc_g_aig,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/verilog/ex256_umul_csa_concat_center_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/aigs/ex256_umul_csa_concat_center_cla_wreduce_abc_g_aig.aig,1,1,1,173,21,3633,1911,1.901099,0,0,0.244,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_concat_center_cla; flow=wreduce_abc_g_aig
ex256,ex256_umul_csa_concat_center_cla_synth_preset_d13,unsigned low5_high5:a*b,csa_concat_center_cla+synth_preset_d13,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/verilog/ex256_umul_csa_concat_center_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/aigs/ex256_umul_csa_concat_center_cla_synth_preset_d13.aig,1,1,1,180,21,3780,1911,1.978022,0,0,0.291,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_concat_center_cla; flow=synth_preset_d13
ex256,ex256_umul_csa_concat_center_cla_synth_preset_d18,unsigned low5_high5:a*b,csa_concat_center_cla+synth_preset_d18,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/verilog/ex256_umul_csa_concat_center_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex256/aigs/ex256_umul_csa_concat_center_cla_synth_preset_d18.aig,1,1,1,180,21,3780,1911,1.978022,0,0,0.286,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_concat_center_cla; flow=synth_preset_d18
ex257,ex257_umul_csa_androws_cla_abc_g_aig,unsigned low6_high6:a*b,csa_androws_cla+abc_g_aig,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_androws_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_androws_cla_abc_g_aig.aig,1,1,1,258,21,5418,3952,1.370951,1,0,0.293,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla; flow=abc_g_aig
ex257,ex257_umul_csa_androws_cla_wreduce_abc_g_aig,unsigned low6_high6:a*b,csa_androws_cla+wreduce_abc_g_aig,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_androws_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_androws_cla_wreduce_abc_g_aig.aig,1,1,1,258,21,5418,3952,1.370951,1,0,0.334,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla; flow=wreduce_abc_g_aig
ex257,ex257_umul_csa_androws_cla_synth_preset_d13,unsigned low6_high6:a*b,csa_androws_cla+synth_preset_d13,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_androws_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_androws_cla_synth_preset_d13.aig,1,1,1,260,21,5460,3952,1.381579,1,0,0.375,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla; flow=synth_preset_d13
ex257,ex257_umul_csa_androws_cla_synth_preset_d18,unsigned low6_high6:a*b,csa_androws_cla+synth_preset_d18,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_androws_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_androws_cla_synth_preset_d18.aig,1,1,1,260,21,5460,3952,1.381579,1,0,0.363,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla; flow=synth_preset_d18
ex257,ex257_umul_csa_androws_cla_from3_abc_g_aig,unsigned low6_high6:a*b,csa_androws_cla_from3+abc_g_aig,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_androws_cla_from3.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_androws_cla_from3_abc_g_aig.aig,1,1,1,257,21,5397,3952,1.365638,1,0,0.286,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla_from3; flow=abc_g_aig
ex257,ex257_umul_csa_androws_cla_from3_wreduce_abc_g_aig,unsigned low6_high6:a*b,csa_androws_cla_from3+wreduce_abc_g_aig,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_androws_cla_from3.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_androws_cla_from3_wreduce_abc_g_aig.aig,1,1,1,255,21,5355,3952,1.355010,1,0,0.299,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla_from3; flow=wreduce_abc_g_aig
ex257,ex257_umul_csa_androws_cla_from3_synth_preset_d13,unsigned low6_high6:a*b,csa_androws_cla_from3+synth_preset_d13,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_androws_cla_from3.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_androws_cla_from3_synth_preset_d13.aig,1,1,1,263,20,5260,3952,1.330972,1,0,0.352,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla_from3; flow=synth_preset_d13
ex257,ex257_umul_csa_androws_cla_from3_synth_preset_d18,unsigned low6_high6:a*b,csa_androws_cla_from3+synth_preset_d18,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_androws_cla_from3.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_androws_cla_from3_synth_preset_d18.aig,1,1,1,263,20,5260,3952,1.330972,1,0,0.352,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla_from3; flow=synth_preset_d18
ex257,ex257_umul_csa_concat_cla_abc_g_aig,unsigned low6_high6:a*b,csa_concat_cla+abc_g_aig,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_concat_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_concat_cla_abc_g_aig.aig,1,1,1,255,21,5355,3952,1.355010,1,0,0.291,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_concat_cla; flow=abc_g_aig
ex257,ex257_umul_csa_concat_cla_wreduce_abc_g_aig,unsigned low6_high6:a*b,csa_concat_cla+wreduce_abc_g_aig,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_concat_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_concat_cla_wreduce_abc_g_aig.aig,1,1,1,256,22,5632,3952,1.425101,1,0,0.300,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_concat_cla; flow=wreduce_abc_g_aig
ex257,ex257_umul_csa_concat_cla_synth_preset_d13,unsigned low6_high6:a*b,csa_concat_cla+synth_preset_d13,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_concat_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_concat_cla_synth_preset_d13.aig,1,1,1,255,22,5610,3952,1.419534,1,0,0.376,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_concat_cla; flow=synth_preset_d13
ex257,ex257_umul_csa_concat_cla_synth_preset_d18,unsigned low6_high6:a*b,csa_concat_cla+synth_preset_d18,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_concat_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_concat_cla_synth_preset_d18.aig,1,1,1,255,22,5610,3952,1.419534,1,0,0.378,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_concat_cla; flow=synth_preset_d18
ex257,ex257_umul_csa_concat_rev_cla_abc_g_aig,unsigned low6_high6:a*b,csa_concat_rev_cla+abc_g_aig,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_concat_rev_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_concat_rev_cla_abc_g_aig.aig,1,1,1,278,22,6116,3952,1.547571,0,0,0.298,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_concat_rev_cla; flow=abc_g_aig
ex257,ex257_umul_csa_concat_rev_cla_wreduce_abc_g_aig,unsigned low6_high6:a*b,csa_concat_rev_cla+wreduce_abc_g_aig,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_concat_rev_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_concat_rev_cla_wreduce_abc_g_aig.aig,1,1,1,277,22,6094,3952,1.542004,0,0,0.305,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_concat_rev_cla; flow=wreduce_abc_g_aig
ex257,ex257_umul_csa_concat_rev_cla_synth_preset_d13,unsigned low6_high6:a*b,csa_concat_rev_cla+synth_preset_d13,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_concat_rev_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_concat_rev_cla_synth_preset_d13.aig,1,1,1,267,24,6408,3952,1.621457,0,0,0.363,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_concat_rev_cla; flow=synth_preset_d13
ex257,ex257_umul_csa_concat_rev_cla_synth_preset_d18,unsigned low6_high6:a*b,csa_concat_rev_cla+synth_preset_d18,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_concat_rev_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_concat_rev_cla_synth_preset_d18.aig,1,1,1,267,24,6408,3952,1.621457,0,0,0.358,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_concat_rev_cla; flow=synth_preset_d18
ex257,ex257_umul_csa_concat_outside_cla_abc_g_aig,unsigned low6_high6:a*b,csa_concat_outside_cla+abc_g_aig,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_concat_outside_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_concat_outside_cla_abc_g_aig.aig,1,1,1,254,23,5842,3952,1.478239,1,0,0.287,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_concat_outside_cla; flow=abc_g_aig
ex257,ex257_umul_csa_concat_outside_cla_wreduce_abc_g_aig,unsigned low6_high6:a*b,csa_concat_outside_cla+wreduce_abc_g_aig,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_concat_outside_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_concat_outside_cla_wreduce_abc_g_aig.aig,1,1,1,256,23,5888,3952,1.489879,1,0,0.293,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_concat_outside_cla; flow=wreduce_abc_g_aig
ex257,ex257_umul_csa_concat_outside_cla_synth_preset_d13,unsigned low6_high6:a*b,csa_concat_outside_cla+synth_preset_d13,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_concat_outside_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_concat_outside_cla_synth_preset_d13.aig,1,1,1,251,23,5773,3952,1.460779,1,0,0.381,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_concat_outside_cla; flow=synth_preset_d13
ex257,ex257_umul_csa_concat_outside_cla_synth_preset_d18,unsigned low6_high6:a*b,csa_concat_outside_cla+synth_preset_d18,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_concat_outside_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_concat_outside_cla_synth_preset_d18.aig,1,1,1,251,23,5773,3952,1.460779,1,0,0.358,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_concat_outside_cla; flow=synth_preset_d18
ex257,ex257_umul_csa_concat_center_cla_abc_g_aig,unsigned low6_high6:a*b,csa_concat_center_cla+abc_g_aig,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_concat_center_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_concat_center_cla_abc_g_aig.aig,1,1,1,270,21,5670,3952,1.434717,1,0,0.331,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_concat_center_cla; flow=abc_g_aig
ex257,ex257_umul_csa_concat_center_cla_wreduce_abc_g_aig,unsigned low6_high6:a*b,csa_concat_center_cla+wreduce_abc_g_aig,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/verilog/ex257_umul_csa_concat_center_cla.v,student/work/ex256_ex257_frontend_umul_csa_order_cla_20260609_0137/ex257/aigs/ex257_umul_csa_concat_center_cla_wreduce_abc_g_aig.aig,1,1,1,269,22,5918,3952,1.497470,1,0,0.302,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_concat_center_cla; flow=wreduce_abc_g_aig
