case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,notes
ex289,ex289_unknown_duality_symcof_f00_bits_0_1_12_13_case_group,unknown_duality_symcof,f00_bits_0_1_12_13_case_group,student/work/ex289_frontend_duality_symcof_20260609_1052/ex289/verilog/ex289_unknown_duality_symcof_f00_bits_0_1_12_13_case_group.v,student/work/ex289_frontend_duality_symcof_20260609_1052/ex289/aigs/ex289_unknown_duality_symcof_f00_bits_0_1_12_13_case_group.aig,1,1,1197,23,27531,unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_f00_bits_0_1_12_13_onehot_group,unknown_duality_symcof,f00_bits_0_1_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_20260609_1052/ex289/verilog/ex289_unknown_duality_symcof_f00_bits_0_1_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_20260609_1052/ex289/aigs/ex289_unknown_duality_symcof_f00_bits_0_1_12_13_onehot_group.aig,1,1,1161,22,25542,unknown duality-wrapped symmetry cofactor seed
